target,descriptor,model,cv_rmse,cv_cliff_rmse,test_rmse,test_cliff_rmse,cv_stratified
CHEMBL1827,WHIM,GBM,1.203355178892625,1.081009996893735,0.9924030533719927,0.972856238806334,True
CHEMBL1827,WHIM,KNN,1.253537713927868,1.0352817377594798,1.21185956325901,1.0545529193818652,True
CHEMBL1862,ECFP,RF,0.7658464934149153,0.7345815537118949,0.7019447749576181,0.6680150933786756,True
CHEMBL1862,ECFP,SVM,0.7531805041177748,0.734034912655575,0.7391721893268389,0.6884291942268324,True
CHEMBL1862,ECFP,GBM,0.79173758133388,0.7606338462125412,0.7902195220735936,0.7451917651513406,True
CHEMBL1862,ECFP,KNN,0.8578799058787124,0.8018272776660247,0.8833059048752372,0.7442999726062232,True
CHEMBL1862,MACCS,RF,0.8239942276410003,0.8062540449633977,0.8637377111447826,0.814791063929045,True
CHEMBL1862,MACCS,SVM,0.8418421271223071,0.829854548960295,0.8984777056104671,0.9048839946749908,True
CHEMBL1862,MACCS,GBM,0.8528049069919994,0.8256275983861119,0.8753543525252953,0.8257529822915607,True
CHEMBL1862,MACCS,KNN,0.9862564281645756,0.8934241030875283,1.0144331005671003,0.9198526473397696,True
CHEMBL1862,PHYSCHEM,RF,0.9824081378443136,0.9337179619345412,1.0281664439603886,0.9591326115371954,True
CHEMBL1862,PHYSCHEM,SVM,1.1343146728740323,0.9358843843058504,1.0417807676645534,0.9187311147985264,True
CHEMBL1862,PHYSCHEM,GBM,1.0109217006799855,0.9718344751780718,1.0295941960292978,0.9076101743858176,True
CHEMBL1862,PHYSCHEM,KNN,1.0497559129069107,0.9429107753791696,1.0902797183838402,0.9600454228625676,True
CHEMBL1862,WHIM,RF,0.9161318799637036,0.910228187646736,0.919003268227132,0.920606422672394,True
CHEMBL1862,WHIM,SVM,0.9604412045503822,0.9441447029583836,1.006420714585144,1.0401469343667955,True
CHEMBL1862,WHIM,GBM,0.8964242230513416,0.914936842544399,0.938499584577651,0.9534882593050452,True
