BindingDB_ID,smiles,value,standard_type
50725437,CCOC(=O)c1nn(-c2ccc(cc2)S(N)(=O)=O)c2nc3nc(cc(-c4ccc(cc4)[N+]([O-])=O)c3c(=O)n12)-c1cccs1,1100.0,Ki (nM)
50697497,COc1ccc(C[C@@H]2C[C@H]2C(O)=O)cc1OC,1100.0,Ki (nM)
23295,NS(=O)(=O)c1ccc(cc1)C(=O)NCc1cn(nn1)[C@@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,1100.0,Ki (nM)
51449616,NS(=O)(=O)c1ccc2N(Cc3ccccc3F)C(=O)C(=O)c2c1,1114.0,Ki (nM)
50725554,CC(=O)c1nn(-c2ccc(cc2)S(N)(=O)=O)c2nc3nc(cc(-c4ccccc4)c3c(=O)n12)-c1cccs1,1120.0,Ki (nM)
50425221,CC1(C)CC(=O)C2=C(C1)N(C1=C(C2c2ccc(NS(=O)(=O)c3ccc(Br)cc3)cc2)C(=O)CC(C)(C)C1)c1ccc(cc1)S(N)(=O)=O,1120.0,Ki (nM)
51223174,OB1OCc2ccc(NC(=O)C\C=C\CC(=O)Nc3ccc4COB(O)c4c3)cc12,1120.0,Ki (nM)
50439758,Cc1ccc(NC(=S)NNC(=O)c2ccncc2)cc1,1120.0,Ki (nM)
51432274,NS(=O)(=O)c1ccc(cc1)C(=O)N\N=C(\CS(=O)(=O)c1ccccc1)c1ccc(F)cc1,1124.0,Ki (nM)
51363111,NS(=O)(=O)c1ccc(cc1)-n1cc(c(C#N)c1\N=C\c1ccc(cc1)[N+]([O-])=O)-c1ccc(Cl)cc1,1136.0,Ki (nM)
51101520,Cc1cc(C)cc(NC(=O)Nc2ccc([Se]Cc3ccc(cc3)S(N)(=O)=O)cc2)c1,1137.0,Ki (nM)
51487541,NS(=O)(=O)c1ccc(cc1)N1CN(Cc2ccccc2)CCS1(=O)=O,1141.0,Ki (nM)
50709941,OCC\C=C\C([O-])=O,1150.0,Ki (nM)
51229006,COc1cccc(C=O)c1OCc1cn(CCCOc2ccc3ccc(=O)oc3c2)nn1,1166.0,Ki (nM)
50463119,[O-][N+](=O)c1ccc(CN2C(=O)c3ccccc3S2(=O)=O)cc1,1169.0,Ki (nM)
51524065,NS(=O)(=O)c1ccc(cc1)N1CCN(CC1)C(=N\O)\c1ccc(O)cc1,1179.0,Ki (nM)
51311144,COc1cc2[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CCc2cc1O)OS(N)(=O)=O,1180.0,Ki (nM)
51446259,CN(CCc1ccccc1)C(=O)Nc1cccc(c1)S(N)(=O)=O,1183.0,Ki (nM)
51313148,O=C(Nc1cccc2c1C(=O)NS2(=O)=O)c1ccc(cc1)-c1ccccc1,1186.0,Ki (nM)
51313133,O=C(Nc1cccc2c1C(=O)NS2(=O)=O)c1ccc(cc1)-c1ccccc1,1186.0,Ki (nM)
51228919,COc1cccc(\C=N\Cc2ccc(cc2)S(N)(=O)=O)c1OCC#C,1186.0,Ki (nM)
51362122,NS(=O)(=O)c1ccc(CNC(=O)CN2CCN(CC2)c2ccc(Cl)cc2)cc1,1196.0,Ki (nM)
51530868,NS(=O)(=O)c1ccc(CCNC(=O)CN=[N+]=[N-])cc1,1200.0,Ki (nM)
23288,CC(=O)N[C@@H]1[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](COC(C)=O)O[C@H]1n1cc(COC(=O)c2ccc(cc2)S(N)(=O)=O)nn1,1200.0,Ki (nM)
51487555,CC(C)(C)c1ccc(CN2CCS(=O)(=O)N(CCc3ccc(cc3)S(N)(=O)=O)C2)cc1,1206.0,Ki (nM)
51099883,CN1CCN([C@H](Cc2ccccc2)C1)C(=O)c1ccc(cc1)S(N)(=O)=O,1207.0,Ki (nM)
51099877,NS(=O)(=O)c1ccc(cc1)C(=O)N1CCN(C[C@H]1Cc1ccccc1)S(=O)(=O)c1ccccc1,1207.0,Ki (nM)
50551202,NS(=O)(=O)c1ccc(cc1)-c1nn2cc(nc2s1)-c1ccc(Cl)cc1,1210.0,Ki (nM)
51127406,NS(=O)(=O)c1ccc(cc1)-n1nnc(CO)c1-c1ccc(Cl)cc1,1213.0,Ki (nM)
50439753,Oc1ccccc1C(=O)NNC(=S)Nc1ccccc1,1220.0,Ki (nM)
50910849,CC(=O)OC[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O)n1cc(COC(=O)c2ccc(cc2)S(N)(=O)=O)nn1,1238.0,Ki (nM)
23276,CC(=O)OC[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O)n1cc(COC(=O)c2ccc(cc2)S(N)(=O)=O)nn1,1238.0,Ki (nM)
51228763,Cc1c(nnn1-c1ccc(cc1)S(N)(=O)=O)-c1n[nH]c(=S)[nH]1,1240.0,Ki (nM)
51520602,CCCOc1ccc2OC3(CCN(CC3)c3ccc(cc3[N+]([O-])=O)S(N)(=O)=O)CC(=O)c2c1,1242.0,Ki (nM)
51143697,NS(=O)(=O)c1ccc(N\N=C\c2ccc(cc2)N2CCN(CC2)c2ccccc2)cc1,1244.0,Ki (nM)
50439752,Cc1ccc(NC(=S)NNC(=O)c2ccccc2O)cc1,1245.0,Ki (nM)
51365143,NS(=O)(=O)c1ccc(cc1)-c1nnc(SCC(=O)c2cccc(Cl)c2)o1,1249.0,Ki (nM)
51553332,Cc1ccc(cc1)N1CCN(CC1)C(=S)SCC(=O)Nc1ccc(cc1)S(N)(=O)=O,1250.0,Ki (nM)
51141796,NS(=O)(=O)c1ccc(cc1)\N=c1/scc(-c2ccc(Cl)cc2)n1-c1ccccc1,1250.0,Ki (nM)
50398477,[O-][N+](=O)c1ccc2NC(=O)C(=NNC(=O)Nc3nnc(S)s3)c2c1,1250.0,Ki (nM)
50350120,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)NCCN1CCCCC1,1256.0,Ki (nM)
51143698,NS(=O)(=O)c1ccc(N\N=C\c2ccc(cc2)N2CCN(CC2)c2ccc(F)cc2)cc1,1273.0,Ki (nM)
51127287,NS(=O)(=O)c1ccc(cc1)-n1nnc(C(O)=O)c1-c1cccs1,1307.0,Ki (nM)
50989503,Nc1ncnc2n(Cc3cn(nn3)-c3cccc(c3)S(N)(=O)=O)cnc12,1310.0,Ki (nM)
51363112,NS(=O)(=O)c1ccc(cc1)-n1cc(c(C#N)c1\N=C\c1cccc(c1)[N+]([O-])=O)-c1ccc(Cl)cc1,1316.0,Ki (nM)
51487543,NS(=O)(=O)c1ccc(cc1)N1CN(Cc2ccc(F)cc2)CCS1(=O)=O,1317.0,Ki (nM)
51365139,NS(=O)(=O)c1ccc(cc1)-c1nnc(SCC(=O)c2ccc(Cl)cc2)o1,1318.0,Ki (nM)
50824931,CC(OS(N)(=O)=O)C(C)OS(N)(=O)=O,1320.0,Ki (nM)
51449619,NS(=O)(=O)c1ccc2N(Cc3cc(F)cc(F)c3)C(=O)C(=O)c2c1,1325.0,Ki (nM)
51365142,COc1cccc(c1)C(=O)CSc1nnc(o1)-c1ccc(cc1)S(N)(=O)=O,1328.0,Ki (nM)
51446248,NS(=O)(=O)c1cccc(NC(=O)NCCc2ccccc2)c1,1329.0,Ki (nM)
51524060,NS(=O)(=O)c1ccc(cc1)N1CCN(CC1)C(=N\O)\c1ccc(F)cc1,1339.0,Ki (nM)
51391401,CC(C)Oc1cccc2C(=O)C(O)(O)C(=O)c12,1340.0,Ki (nM)
50462235,O=c1ccc2ccc(OCC#C)cc2o1,1350.0,Ki (nM)
50709928,O=C1OCCC=C1,1350.0,Ki (nM)
51127389,NNC(=O)c1nnn(c1-c1ccc(Br)cc1)-c1ccc(cc1)S(N)(=O)=O,1353.0,Ki (nM)
51530866,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)\C=N\OCc1ccc(cc1)S(N)(=O)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(N)=O,1368.0,Ki (nM)
50589185,NCCCCNCCCN,1370.0,Ki (nM)
51446266,COC(=O)C(CCSC)NC(=O)Nc1cccc(c1)S(N)(=O)=O,1383.0,Ki (nM)
51446241,CN(C)C(=O)Nc1ccc(cc1)S(N)(=O)=O,1396.0,Ki (nM)
51049759,NS(=O)(=O)c1ccc(NCC=C)cc1,1398.0,Ki (nM)
51600936,Cc1ccc(-c2nc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3Br)nc(O)c2C#N)cc1,1398.0,Ki (nM)
51611132,CC(=O)[Se]c1ccccc1C(=O)O,1400.0,Ki (nM)
51413480,NS(=O)(=O)c1ccc(cc1)-n1nnc(C(O)=O)c1-c1ccccn1,1406.0,Ki (nM)
51127383,NS(=O)(=O)c1ccc(cc1)-n1nnc(C(O)=O)c1-c1ccc(Br)cc1,1406.0,Ki (nM)
50932857,CCN(CC)C([S-])=S,1413.0,Ki (nM)
51127394,Cc1ccc(cc1)-c1c(nnn1-c1ccc(cc1)S(N)(=O)=O)C(O)=O,1415.0,Ki (nM)
51127325,CCOC(=O)c1nnn(c1-c1ccccn1)-c1ccc(cc1)S(N)(=O)=O,1423.0,Ki (nM)
51413481,CCOC(=O)c1nnn(c1-c1ccccn1)-c1ccc(cc1)S(N)(=O)=O,1423.0,Ki (nM)
51099836,CN1CCN([C@@H](Cc2ccccc2)C1)C(=O)c1ccc(cc1)S(N)(=O)=O,1432.0,Ki (nM)
51532763,NS(=O)(=O)c1ccc(nc1)N1CC[C@H](C1)NC(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F,1438.0,Ki (nM)
50351998,Cc1cc(c(cc1Cl)S(=O)(=O)CC(=O)NN)S(N)(=O)=O,1440.0,Ki (nM)
51446260,CN(Cc1ccccc1)C(=O)Nc1cccc(c1)S(N)(=O)=O,1441.0,Ki (nM)
51099850,NS(=O)(=O)c1ccc(cc1)C(=O)N1CCNC[C@H]1Cc1ccccc1,1442.0,Ki (nM)
51432278,C\C(=N\NC(=O)c1ccc(cc1)S(N)(=O)=O)c1ccc(F)cc1,1447.0,Ki (nM)
50725452,CCOC(=O)c1nn(-c2ccc(cc2)S(N)(=O)=O)c2nc3nc(cc(-c4ccc(OC)cc4)c3c(=O)n12)-c1ccc(Cl)cc1,1450.0,Ki (nM)
51449626,NS(=O)(=O)c1ccc2N(Cc3ccc(Cl)c(Cl)c3)C(=O)C(=O)c2c1,1459.0,Ki (nM)
51449614,NS(=O)(=O)c1ccc2NC(=O)C(=O)c2c1,1459.0,Ki (nM)
50725426,CCOC(=O)c1nn(-c2ccc(cc2)S(N)(=O)=O)c2nc3nc(cc(-c4ccc(Cl)cc4)c3c(=O)n12)-c1ccc(Cl)cc1,1460.0,Ki (nM)
51228758,Cc1c(nnn1-c1ccc(cc1)S(N)(=O)=O)-c1nnc(SCC(=O)c2cccc(Br)c2)[nH]1,1465.0,Ki (nM)
51413466,CC(=O)NS(=O)(=O)c1ccc(cc1)N1C(=O)\C(=C/c2cn(C(C)=O)c3ccccc23)N=C1c1ccccc1,1467.0,Ki (nM)
51409391,NS(=O)(=O)c1ccc(cc1)-n1nc(cc1-c1cccs1)C(=O)N\N=C/c1ccc(Br)cc1,1467.0,Ki (nM)
51520595,NS(=O)(=O)c1ccc(N2CCC3(CC2)CC(=O)c2ccc(Br)cc2O3)c(c1)[N+]([O-])=O,1470.0,Ki (nM)
51476487,CCn1cc(c2cc(NC(=O)c3cc(nc4ccccc34)-c3ccc(Cl)cc3Cl)ccc12)S(N)(=O)=O,1470.0,Ki (nM)
50787912,NS(=O)(=O)c1cccc(c1)\N=C\c1ccc(\C=N\c2cccc(c2)S(N)(=O)=O)cc1,1471.0,Ki (nM)
51127286,CCOC(=O)c1nnn(c1-c1ccc(Cl)cc1)-c1ccc(cc1)S(N)(=O)=O,1477.0,Ki (nM)
51228941,COc1cccc(\C=N\Cc2ccc(cc2)S(N)(=O)=O)c1OCc1cn(CCCOc2ccc3ccc(=O)oc3c2)nn1,1479.0,Ki (nM)
51446250,NS(=O)(=O)c1cccc(NC(=O)Nc2ccccc2F)c1,1479.0,Ki (nM)
51223141,OB1OCc2ccc(NC(=O)\C=C\C(=O)Nc3ccc4COB(O)c4c3)cc12,1480.0,Ki (nM)
51409397,COc1ccc(\C=N/NC(=O)c2cc(-c3cccs3)n(n2)-c2ccc(cc2)S(N)(=O)=O)c(OC)c1OC,1487.0,Ki (nM)
50834447,NS(=O)(=O)C(F)(F)c1cccc(Br)c1,1495.0,Ki (nM)
51376717,O=c1oc2ccccc2cc1\C(CS(=O)(=O)c1ccccc1)=N\Nc1ccccc1,1500.0,Ki (nM)
51583836,Cc1nc(-c2cc3ccccc3oc2=O)ccc1C(=O)/C=C/c1ccccc1,1500.0,Ki (nM)
51099872,NS(=O)(=O)c1ccc(cc1)C(=O)N1CCN([C@H](Cc2ccccc2)C1)C(=O)Cc1ccccc1,1520.0,Ki (nM)
51449615,NS(=O)(=O)c1ccc2N(Cc3ccccc3)C(=O)C(=O)c2c1,1529.0,Ki (nM)
51362124,Cc1ccc(cc1)N1CCN(CC(=O)NCc2ccc(cc2)S(N)(=O)=O)CC1,1530.0,Ki (nM)
51409388,COc1ccc(\C=N/NC(=O)c2cc(-c3cccs3)n(n2)-c2ccc(cc2)S(N)(=O)=O)cc1,1534.0,Ki (nM)
51409395,COc1ccc(\C=N/NC(=O)c2cc(-c3cccs3)n(n2)-c2ccc(cc2)S(N)(=O)=O)c(OC)c1,1545.0,Ki (nM)
51362130,NS(=O)(=O)c1ccc(CNC(=O)CN2CCN(CC2)c2ccccn2)cc1,1556.0,Ki (nM)
51520600,COc1ccc2OC3(CCN(CC3)c3ccc(cc3[N+]([O-])=O)S(N)(=O)=O)CC(=O)c2c1,1557.0,Ki (nM)
50463120,COc1cccc(c1)C(=O)CN1C(=O)c2ccccc2S1(=O)=O,1570.0,Ki (nM)
51476486,CCn1cc(c2cc(NC(=O)c3cc(nc4ccccc34)-c3ccccc3Cl)ccc12)S(N)(=O)=O,1570.0,Ki (nM)
51446240,NS(=O)(=O)c1ccc(NC(=O)NCC(=O)NCC(O)=O)cc1,1571.0,Ki (nM)
51127382,NS(=O)(=O)c1ccc(cc1)-n1nnc(C(O)=O)c1-c1ccc(F)cc1,1581.0,Ki (nM)
51266032,Cc1cc(=O)oc2cc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)ccc12,1588.0,Ki (nM)
51099845,NS(=O)(=O)c1ccc(cc1)C(=O)N1CCN([C@@H](Cc2ccccc2)C1)S(=O)(=O)c1ccccc1,1589.0,Ki (nM)
50824484,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,1590.0,Ki (nM)
50847565,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,1590.0,Ki (nM)
50842424,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,1590.0,Ki (nM)
51362127,NS(=O)(=O)c1ccc(CNC(=O)CN2CCN(Cc3ccc4OCOc4c3)CC2)cc1,1598.0,Ki (nM)
50777955,Cc1ccc(cc1)S(=O)(=O)Nc1cc(C)ccc1[Se][Se]c1ccc(C)cc1NS(=O)(=O)c1ccc(C)cc1,1600.0,Ki (nM)
51446251,NS(=O)(=O)c1cccc(NC(=O)Nc2cccc(c2)C(F)(F)F)c1,1600.0,Ki (nM)
50709929,O=c1cccco1,1600.0,Ki (nM)
51336161,Cc1c(NC(=O)Nc2ccccc2C(O)=O)oc2ccccc12,1600.0,Ki (nM)
51432289,NS(=O)(=O)c1ccc(N\N=C(/C(=O)c2ccccc2)S(=O)(=O)c2ccccc2)cc1,1605.0,Ki (nM)
50351981,COC(=O)C(C)S(=O)(=O)c1cc(Cl)c(C)cc1S(N)(=O)=O,1613.0,Ki (nM)
50725457,CCOC(=O)c1nn(-c2ccc(cc2)S(N)(=O)=O)c2nc3nc(cc(-c4ccc(F)cc4)c3c(=O)n12)-c1cccs1,1620.0,Ki (nM)
51362132,NS(=O)(=O)c1ccc(CNC(=O)CN2CCN(CC2)C(=O)OCc2ccccc2)cc1,1628.0,Ki (nM)
51143659,NS(=O)(=O)c1ccc(N\N=C\c2ccc(cc2)N2CCN(CC2)C(=O)OCc2ccccc2)cc1,1631.0,Ki (nM)
50708686,NS(=O)(=O)c1ccc(CCN2C(=O)c3ccc(cc3C2=O)[N+]([O-])=O)cc1,1636.0,Ki (nM)
51099942,NS(=O)(=O)c1ccc(cc1)C(=O)N1CCN([C@H](Cc2ccccc2)C1)C(=O)c1ccccc1,1659.0,Ki (nM)
51143672,Cc1ccc(N2CCN(CC2)c2ccc(\C=N\NC(=O)c3ccc(cc3)S(N)(=O)=O)cc2)c(C)c1,1661.0,Ki (nM)
51487556,NS(=O)(=O)c1ccc(CCN2CN(Cc3ccc(F)cc3F)CCS2(=O)=O)cc1,1664.0,Ki (nM)
51449635,NS(=O)(=O)c1ccc2N(Cc3ccncc3)C(=O)C(=O)c2c1,1677.0,Ki (nM)
50551294,NS(=O)(=O)c1ccc(cc1)-c1nc2scc(-c3ccc(Cl)cc3)n2n1,1680.0,Ki (nM)
51362128,NS(=O)(=O)c1ccc(CNC(=O)CN2CCN(CC2)C(c2ccccc2)c2ccccc2)cc1,1680.0,Ki (nM)
50254392,NS(=O)(=O)c1ccc2nc(sc2c1)-n1cc(C=O)c(n1)-c1ccc(Cl)cc1,1692.0,Ki (nM)
51099835,CN1CCN(C[C@@H]1Cc1ccccc1)C(=O)c1ccc(cc1)S(N)(=O)=O,1716.0,Ki (nM)
51099847,NS(=O)(=O)c1ccc(cc1)C(=O)N1CCN[C@H](Cc2ccccc2)C1,1718.0,Ki (nM)
50721984,[O-][n+]1ccccc1S,1720.0,Ki (nM)
50721983,[O-][n+]1ccccc1S,1720.0,Ki (nM)
50834423,C[C@]12CC[C@H]3[C@@H](CCc4cc(ccc34)C(F)(F)S(N)(=O)=O)[C@@H]1CCC2=O,1725.0,Ki (nM)
51446254,CCN(CC)C(=O)Nc1cccc(c1)S(N)(=O)=O,1727.0,Ki (nM)
51127385,NS(=O)(=O)c1ccc(cc1)-n1nnc(CO)c1-c1ccc(Br)cc1,1730.0,Ki (nM)
51143652,Cc1ccc(N2CCN(CC2)c2ccc(\C=N\Nc3ccc(cc3)S(N)(=O)=O)cc2)c(C)c1,1738.0,Ki (nM)
51365140,NS(=O)(=O)c1ccc(cc1)-c1nnc(SCC(=O)c2ccc(Br)cc2)o1,1745.0,Ki (nM)
50254268,NS(=O)(=O)c1ccc2nc(sc2c1)-n1cc(C=O)c(n1)-c1ccccc1,1747.0,Ki (nM)
51449632,NS(=O)(=O)c1ccc2N(Cc3ccc(SC(F)(F)F)cc3)C(=O)C(=O)c2c1,1773.0,Ki (nM)
51362123,NS(=O)(=O)c1ccc(CNC(=O)CN2CCN(CC2)c2ccc(cc2)C(F)(F)F)cc1,1775.0,Ki (nM)
51409398,COc1cc(\C=N/NC(=O)c2cc(-c3cccs3)n(n2)-c2ccc(cc2)S(N)(=O)=O)cc(OC)c1OC,1779.0,Ki (nM)
51409394,COc1cccc(\C=N/NC(=O)c2cc(-c3cccs3)n(n2)-c2ccc(cc2)S(N)(=O)=O)c1OC,1788.0,Ki (nM)
51143688,NS(=O)(=O)c1ccc(N\N=C\c2ccc(cc2)N2CCN(CC2)C(=O)c2ccco2)cc1,1789.0,Ki (nM)
50651296,NS(=O)(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,1790.0,Ki (nM)
51487553,NS(=O)(=O)c1ccc(CCN2CN(Cc3ccc(cc3)C(F)(F)F)CCS2(=O)=O)cc1,1791.0,Ki (nM)
51446258,CC(C)CN(CC(C)C)C(=O)Nc1cccc(c1)S(N)(=O)=O,1792.0,Ki (nM)
51532759,NS(=O)(=O)c1ccc(nc1)N1CC[C@H](C1)NC(=O)Nc1ccc(Cl)c(Cl)c1,1798.0,Ki (nM)
51530878,NC(=O)[C@H](CO)NC(=O)\C=N\OCc1ccc(cc1)S(N)(=O)=O,1800.0,Ki (nM)
51446249,NS(=O)(=O)c1cccc(NC(=O)Nc2ccccc2)c1,1801.0,Ki (nM)
51099876,CN1CCN(C[C@H]1Cc1ccccc1)C(=O)c1ccc(cc1)S(N)(=O)=O,1811.0,Ki (nM)
51449634,NS(=O)(=O)c1ccc2N(CCc3ccccc3)C(=O)C(=O)c2c1,1812.0,Ki (nM)
50445649,NS(=O)(=O)c1ccc(CNC(=O)NC2CC2c2ccccc2)cc1,1840.0,Ki (nM)
50351992,COC(=O)CS(=O)(=O)c1cc(Cl)c(C)cc1S(N)(=O)=O,1840.0,Ki (nM)
51143690,NS(=O)(=O)c1ccc(cc1)C(=O)N\N=C\c1ccc(cc1)N1CCN(CC1)c1ncccn1,1841.0,Ki (nM)
51487551,Cc1ccc(CN2CCS(=O)(=O)N(CCc3ccc(cc3)S(N)(=O)=O)C2)cc1,1842.0,Ki (nM)
50973200,NS(=O)(=O)c1ccc(cc1)-n1ncc2CSc3cc(Cl)ccc3-c12,1845.0,Ki (nM)
51143695,NS(=O)(=O)c1ccc(cc1)C(=O)N\N=C\c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)C(F)(F)F,1854.0,Ki (nM)
51050265,NS(=O)(=O)c1ccc(cc1)-n1nc(CO)cc1-c1ccc2c(ccc3ccccc23)c1,1857.0,Ki (nM)
51363117,CCOC(=O)c1c(N)n(cc1-c1ccc(Cl)cc1)-c1ccc(cc1)S(N)(=O)=O,1869.0,Ki (nM)
50241173,COc1ccc(\C=N\CCc2ccc(cc2)S(N)(=O)=O)c(O)c1,1870.0,Ki (nM)
50241187,NS(=O)(=O)c1ccc(CC\N=C\c2c[nH]c3ccc(Br)cc23)cc1,1880.0,Ki (nM)
50725461,CCOC(=O)c1nn(-c2ccc(cc2)S(N)(=O)=O)c2nc3nc(cc(-c4ccccc4)c3c(=O)n12)-c1cccs1,1900.0,Ki (nM)
51143678,NS(=O)(=O)c1ccc(cc1)C(=O)N\N=C\c1ccc(cc1)N1CCN(CC1)C(=O)OCc1ccccc1,1903.0,Ki (nM)
51446242,COC(=O)CNC(=O)Nc1ccc(cc1)S(N)(=O)=O,1916.0,Ki (nM)
51313150,Clc1ccc(cc1)C(=O)Nc1ccc2C(=O)NS(=O)(=O)c2c1,1920.0,Ki (nM)
51313017,Clc1ccc(cc1)C(=O)Nc1ccc2C(=O)NS(=O)(=O)c2c1,1920.0,Ki (nM)
51143650,NS(=O)(=O)c1ccc(N\N=C\c2ccc(cc2)N2CCN(CC2)c2ccc(cc2)C(F)(F)F)cc1,1932.0,Ki (nM)
51613361,Cc1ccc(-c2ccc(NC(=O)NCCc3ccc(S(N)(=O)=O)cc3)c(C)n2)cc1,1939.0,Ki (nM)
51143642,NS(=O)(=O)c1ccc(cc1)C(=O)N\N=C\c1ccc(cc1)N1CCN(CC1)c1ccc(F)cc1,1957.0,Ki (nM)
51030704,Cc1nn(-c2ccc(cc2)C(O)=O)c2c1c(=O)oc1ccccc21,1960.0,Ki (nM)
51365138,NS(=O)(=O)c1ccc(cc1)-c1nnc(SCC(=O)c2ccc(F)cc2)o1,1977.0,Ki (nM)
51409400,COc1cc(\C=N/NC(=O)c2cc(-c3cccs3)n(n2)-c2ccc(cc2)S(N)(=O)=O)ccc1O,1994.0,Ki (nM)
50503038,[O-][N+](=O)NS(=O)(=O)c1ccc(NCC#N)cc1,2000.0,Ki (nM)
18961,CCC(=O)NC1Cc2ccc(cc2C1)S(N)(=O)=O,2015.0,Ki (nM)
50824946,CC(COS(N)(=O)=O)COS(N)(=O)=O,2020.0,Ki (nM)
50350117,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)NC1CCC(C)CC1,2024.0,Ki (nM)
51228949,NS(=O)(=O)c1ccc(C\N=C\c2cccc(OCC#C)c2)cc1,2028.0,Ki (nM)
50350125,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)Nc1ccncc1,2037.0,Ki (nM)
51449633,NS(=O)(=O)c1ccc2N(Cc3ccc(cc3)[N+]([O-])=O)C(=O)C(=O)c2c1,2040.0,Ki (nM)
50836330,NS(=O)(=O)c1ccc(CCn2c(=O)c3cc4c(cc3c2=O)c(=O)n(CCc2ccc(cc2)S(N)(=O)=O)c4=O)cc1,2051.0,Ki (nM)
51049755,CCCNS(=O)(=O)c1ccc(N)cc1,2078.0,Ki (nM)
51127326,NS(=O)(=O)c1ccc(cc1)-n1nnc(C(O)=O)c1-c1ccccn1,2089.0,Ki (nM)
51553836,NS(=O)(=O)c1ccc2NC(C3CC=CC3c2c1)c1ccccc1Cl,2089.0,Ki (nM)
51446257,CC(C)N(C(C)C)C(=O)Nc1cccc(c1)S(N)(=O)=O,2092.0,Ki (nM)
51432281,NS(=O)(=O)c1ccc(cc1)C(=O)N\N=C/c1ccc(Cl)cc1,2092.0,Ki (nM)
51271918,CC(C)[C@@H](C[SeH])NS(=O)(=O)c1ccc(C)cc1,2100.0,Ki (nM)
50254394,NS(=O)(=O)c1ccc2nc(sc2c1)-n1cc(C=O)c(n1)-c1ccc(cc1)[N+]([O-])=O,2109.0,Ki (nM)
51446256,CCCCCCN(CCCCCC)C(=O)Nc1cccc(c1)S(N)(=O)=O,2112.0,Ki (nM)
51446247,CCC(C)NC(=O)Nc1cccc(c1)S(N)(=O)=O,2122.0,Ki (nM)
51049748,Nc1ccc(cc1)S(=O)(=O)NCCC(F)F,2123.0,Ki (nM)
51487552,NS(=O)(=O)c1ccc(CCN2CN(Cc3ccc(F)cc3)CCS2(=O)=O)cc1,2146.0,Ki (nM)
51446246,CC(C)NC(=O)Nc1cccc(c1)S(N)(=O)=O,2167.0,Ki (nM)
50973215,COc1ccc2-c3c(CSc2c1)cnn3-c1ccc(cc1)S(N)(=O)=O,2182.0,Ki (nM)
51229021,CCN(CC)c1ccc(\C=N\Cc2ccc(cc2)S(N)(=O)=O)c(OCc2cn(CCCOc3ccc4ccc(=O)oc4c3)nn2)c1,2184.0,Ki (nM)
51446255,CCCN(CCC)C(=O)Nc1cccc(c1)S(N)(=O)=O,2195.0,Ki (nM)
51098573,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,2200.0,Ki (nM)
51432280,NS(=O)(=O)c1ccc(cc1)C(=O)N\N=C/c1ccc(Br)cc1,2205.0,Ki (nM)
51365794,NS(=O)(=O)c1ccc(cc1)-n1c(S)nc2ccc(I)cc2c1=O,2225.0,Ki (nM)
51362131,NS(=O)(=O)c1ccc(CNC(=O)CN2CCN(CC2)c2ncccn2)cc1,2231.0,Ki (nM)
51143694,NS(=O)(=O)c1ccc(N\N=C\c2ccc(cc2)N2CCN(CC2)c2ncccn2)cc1,2232.0,Ki (nM)
51141802,COc1ccc(cc1)-c1cs\c(=N/c2ccc(cc2)S(N)(=O)=O)n1-c1ccccc1,2250.0,Ki (nM)
51398272,Cc1c(nnn1-c1ccc(cc1)C(O)=O)-c1nn(cc1\C=N\O)-c1ccccc1,2254.0,Ki (nM)
51266001,FC(F)(F)c1cc(NC(=O)Nc2ccc(cc2)C(=O)NCCOc2ccc3oc(=O)ccc3c2)ccc1Cl,2254.0,Ki (nM)
