smiles,standard_type,value,units,chembl_id,document_chembl_id,data_validity_comment,activity_comment,warning_flag,CuratedSmiles,IsSalt,FailedSanit,Neutralized
CC(=O)N[C@H]1CC[C@H](c2n[nH]cc2-c2ccnc(NC3CCCC3)n2)CC1,Ki,28.0,nM,CHEMBL482753,CHEMBL1154397,,,False,CC(=O)N[C@H]1CC[C@H](c2n[nH]cc2-c2ccnc(NC3CCCC3)n2)CC1,False,False,False
Cc1ccc2c(c1)N(Cc1cc(F)cc3c1OCOC3)C(=O)/C2=N\O,Ki,450.0,nM,CHEMBL551140,CHEMBL1153595,,,False,Cc1ccc2c(c1)N(Cc1cc(F)cc3c1OCOC3)C(=O)/C2=N\O,False,False,False
CN(C)c1c(-c2ccnc(N[C@H]3CC[C@H](O)CC3)n2)cnn1Cc1ccccc1,Ki,3.0,nM,CHEMBL1094014,CHEMBL1156270,,,False,CN(C)c1c(-c2ccnc(N[C@H]3CC[C@H](O)CC3)n2)cnn1Cc1ccccc1,False,False,False
O[C@H]1CC[C@H](Nc2nccc(-c3c[nH]nc3C3CCCOC3)n2)CC1,Ki,9.0,nM,CHEMBL1089007,CHEMBL1156270,,,False,O[C@H]1CC[C@H](Nc2nccc(-c3c[nH]nc3C3CCCOC3)n2)CC1,False,False,False
CC(C)C[C@@H](NC(=O)CNC(=O)CNC(=O)CCCNC(=O)c1ccc(-c2n[nH]c3ccccc23)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(=O)NCC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(N)=O)[C@H](C)O)[C@H](C)O,Ki,1.5,nM,CHEMBL1822314,CHEMBL1821566,,,False,CC(C)C[C@@H](NC(=O)CNC(=O)CNC(=O)CCCNC(=O)c1ccc(-c2n[nH]c3ccccc23)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(=O)NCC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(N)=O)[C@H](C)O)[C@H](C)O,False,False,False
CC(C)C[C@@H](NC(=O)CNC(=O)CNC(=O)CCCNC(=O)c1ccc(-c2n[nH]c3ccccc23)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(=O)NCC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(N)=O)[C@H](C)O)[C@H](C)O,Ki,2.0,nM,CHEMBL1822314,CHEMBL1821566,,,False,CC(C)C[C@@H](NC(=O)CNC(=O)CNC(=O)CCCNC(=O)c1ccc(-c2n[nH]c3ccccc23)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(=O)NCC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(N)=O)[C@H](C)O)[C@H](C)O,False,False,False
O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,Ki,44.0,nM,CHEMBL1950289,CHEMBL1949521,,,False,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,False,False,False
Cc1cccc(-c2[nH]c(-c3ccnc(N)n3)cc2C(N)=O)c1C,Ki,3162.28,nM,CHEMBL1964290,CHEMBL1201862,,active,False,Cc1cccc(-c2[nH]c(-c3ccnc(N)n3)cc2C(N)=O)c1C,False,False,False
N#CCOc1ccc(Nc2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2Br)cc1,Ki,2.512,nM,CHEMBL1987034,CHEMBL1201862,,active,False,N#CCOc1ccc(Nc2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2Br)cc1,False,False,False
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1Cl,Ki,3.981,nM,CHEMBL377383,CHEMBL1201862,,active,False,CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1Cl,False,False,False
NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1,Ki,1258.93,nM,CHEMBL1980407,CHEMBL1201862,,active,False,NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1,False,False,False
CCCC(=O)Nc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3-c3ccccc3)cc12,Ki,630.96,nM,CHEMBL2005936,CHEMBL1201862,,active,False,CCCC(=O)Nc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3-c3ccccc3)cc12,False,False,False
NC1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,Ki,100.0,nM,CHEMBL1966628,CHEMBL1201862,,active,False,NC1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,False,False,False
O=C(O)c1ccccc1Nc1ccnc(Nc2ccc3cn[nH]c3c2)n1,Ki,5.012,nM,CHEMBL244378,CHEMBL1201862,,active,False,O=C(O)c1ccccc1Nc1ccnc(Nc2ccc3cn[nH]c3c2)n1,False,False,False
CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(OCC(F)(F)F)nccn23)n1,Ki,199.53,nM,CHEMBL2001957,CHEMBL1201862,,active,False,CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(OCC(F)(F)F)nccn23)n1,False,False,False
OC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,Ki,251.19,nM,CHEMBL1986943,CHEMBL1201862,,active,False,OC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,False,False,False
c1ccc(Nc2ncnc3ccccc23)cc1,Ki,63095.73,nM,CHEMBL289959,CHEMBL1201862,,active,False,c1ccc(Nc2ncnc3ccccc23)cc1,False,False,False
Cc1nc2ccc(NS(=O)(=O)c3ccc(N)cc3)cc2nc1C,Ki,1995.26,nM,CHEMBL2006263,CHEMBL1201862,,active,False,Cc1nc2ccc(NS(=O)(=O)c3ccc(N)cc3)cc2nc1C,False,False,False
CCn1c(C)c(-c2ccnc(Nc3cccc(OC)c3)n2)sc1=O,Ki,199.53,nM,CHEMBL1986263,CHEMBL1201862,,active,False,CCn1c(C)c(-c2ccnc(Nc3cccc(OC)c3)n2)sc1=O,False,False,False
CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,Ki,1.995,nM,CHEMBL210618,CHEMBL1201862,,active,False,CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,False,False,False
CN1c2ccc(N)cc2C(c2ccccc2)c2cc(N)ccc21,Ki,1584.89,nM,CHEMBL1991734,CHEMBL1201862,,active,False,CN1c2ccc(N)cc2C(c2ccccc2)c2cc(N)ccc21,False,False,False
CCCCN(CCC#N)C(=O)c1ccc2nc(-c3n[nH]c4ccccc34)[nH]c2c1,Ki,158.49,nM,CHEMBL1983348,CHEMBL1201862,,active,False,CCCCN(CCC#N)C(=O)c1ccc2nc(-c3n[nH]c4ccccc34)[nH]c2c1,False,False,False
NS(=O)(=O)c1cccc(Nc2ncc3ccn(-c4ccccc4)c3n2)c1,Ki,39.81,nM,CHEMBL1988163,CHEMBL1201862,,active,False,NS(=O)(=O)c1cccc(Nc2ncc3ccn(-c4ccccc4)c3n2)c1,False,False,False
Cc1cc(O)ccc1-n1c2cc(Cl)ccc2c(=O)c2c(N)nc(N)nc21,Ki,398.11,nM,CHEMBL1995592,CHEMBL1201862,,active,False,Cc1cc(O)ccc1-n1c2cc(Cl)ccc2c(=O)c2c(N)nc(N)nc21,False,False,False
CCOC(=O)Cc1nc2c3cc(Br)ccc3[nH]c(=O)n2n1,Ki,2511.89,nM,CHEMBL1974480,CHEMBL1201862,,active,False,CCOC(=O)Cc1nc2c3cc(Br)ccc3[nH]c(=O)n2n1,False,False,False
Nc1ncnc2c1C(=O)Nc1ccccc1N2,Ki,5011.87,nM,CHEMBL1980671,CHEMBL1201862,,active,False,Nc1ncnc2c1C(=O)Nc1ccccc1N2,False,False,False
CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(Cl)nccn23)n1,Ki,1000.0,nM,CHEMBL1969735,CHEMBL1201862,,active,False,CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(Cl)nccn23)n1,False,False,False
c1ccc2c(c1)Cc1c[nH]nc1-2,Ki,6309.57,nM,CHEMBL1989423,CHEMBL1201862,,active,False,c1ccc2c(c1)Cc1c[nH]nc1-2,False,False,False
Cc1ccnc(Nc2cc(C)nc(-c3ccccc3)n2)c1,Ki,501.19,nM,CHEMBL1985367,CHEMBL1201862,,active,False,Cc1ccnc(Nc2cc(C)nc(-c3ccccc3)n2)c1,False,False,False
CCCn1c(C2CCNCC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CCCCC2)n1,Ki,39.81,nM,CHEMBL437747,CHEMBL1201862,,active,False,CCCn1c(C2CCNCC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CCCCC2)n1,False,False,False
O=CN(O)C(CS(=O)(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)c1ccc(O)cc1,Ki,3981.07,nM,CHEMBL1971227,CHEMBL1201862,,active,False,O=CN(O)C(CS(=O)(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)c1ccc(O)cc1,False,False,False
CCN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,Ki,39.81,nM,CHEMBL1967998,CHEMBL1201862,,active,False,CCN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,False,False,False
Cn1cc(-c2cc3nc(Br)cnc3[nH]2)c2cc(C#N)ccc21,Ki,1995.26,nM,CHEMBL1978562,CHEMBL1201862,,active,False,Cn1cc(-c2cc3nc(Br)cnc3[nH]2)c2cc(C#N)ccc21,False,False,False
O=C1NCCc2[nH]c(-c3ccnc(C=Cc4ccccc4)c3)cc21,Ki,63.1,nM,CHEMBL1997129,CHEMBL1201862,,active,False,O=C1NCCc2[nH]c(-c3ccnc(C=Cc4ccccc4)c3)cc21,False,False,False
O=C(O)c1csc2c1NCCNC2=O,Ki,79432.82,nM,CHEMBL1974875,CHEMBL1201862,,active,False,O=C(O)c1csc2c1NCCNC2=O,False,False,False
Cc1ccnc2[nH]c3cc(C(C)C)ccc3c(=O)c12,Ki,251.19,nM,CHEMBL1989471,CHEMBL1201862,,active,False,Cc1ccnc2[nH]c3cc(C(C)C)ccc3c(=O)c12,False,False,False
Fc1ccc(-c2nc3sccn3c2-c2ccncc2)cc1,Ki,1995.26,nM,CHEMBL2000508,CHEMBL1201862,,active,False,Fc1ccc(-c2nc3sccn3c2-c2ccncc2)cc1,False,False,False
CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1Cl,Ki,3.981,nM,CHEMBL210928,CHEMBL1201862,,active,False,CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1Cl,False,False,False
NC(=O)c1cc2c(-c3ccc(Br)cc3)cncc2s1,Ki,1584.89,nM,CHEMBL1978195,CHEMBL1201862,,active,False,NC(=O)c1cc2c(-c3ccc(Br)cc3)cncc2s1,False,False,False
NC(COc1cncc(-c2cc3cnccc3s2)c1)Cc1c[nH]c2ccccc12,Ki,1584.89,nM,CHEMBL1972840,CHEMBL1201862,,active,False,NC(COc1cncc(-c2cc3cnccc3s2)c1)Cc1c[nH]c2ccccc12,False,False,False
CCN1CCN(c2ccc(Nc3ncc(C#N)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,Ki,1995.26,nM,CHEMBL1973516,CHEMBL1201862,,active,False,CCN1CCN(c2ccc(Nc3ncc(C#N)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,False,False,False
Nc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3I)cc12,Ki,1258.93,nM,CHEMBL1975128,CHEMBL1201862,,active,False,Nc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3I)cc12,False,False,False
COCOc1cccc(OCOC)c1-c1ccc(NS(C)(=O)=O)cc1C(=O)OC,Ki,1258.93,nM,CHEMBL2004025,CHEMBL1201862,,active,False,COCOc1cccc(OCOC)c1-c1ccc(NS(C)(=O)=O)cc1C(=O)OC,False,False,False
COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2,Ki,158.49,nM,CHEMBL461876,CHEMBL1201862,,active,False,COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2,False,False,False
Nc1n[nH]c2cccc(-c3ccc(F)cc3)c12,Ki,50118.72,nM,CHEMBL1971519,CHEMBL1201862,,active,False,Nc1n[nH]c2cccc(-c3ccc(F)cc3)c12,False,False,False
CNC(=O)COc1ccc(Nc2nc(Nc3ccc(C)c(S(N)(=O)=O)c3)ncc2F)cc1,Ki,316.23,nM,CHEMBL1978099,CHEMBL1201862,,active,False,CNC(=O)COc1ccc(Nc2nc(Nc3ccc(C)c(S(N)(=O)=O)c3)ncc2F)cc1,False,False,False
COC(=O)c1c(-c2ccc(NC(=O)Nc3ccccc3)cc2)c2c(N)ncnn2c1C,Ki,794.33,nM,CHEMBL1977041,CHEMBL1201862,,active,False,COC(=O)c1c(-c2ccc(NC(=O)Nc3ccccc3)cc2)c2c(N)ncnn2c1C,False,False,False
COCC(C)(C)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(C)nccn23)n1,Ki,501.19,nM,CHEMBL1982563,CHEMBL1201862,,active,False,COCC(C)(C)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(C)nccn23)n1,False,False,False
CC(Nc1nccc(-c2c(-c3ccc(F)cc3)nc3occn23)n1)c1ccccc1,Ki,199.53,nM,CHEMBL1990288,CHEMBL1201862,,active,False,CC(Nc1nccc(-c2c(-c3ccc(F)cc3)nc3occn23)n1)c1ccccc1,False,False,False
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,Ki,501.19,nM,CHEMBL477772,CHEMBL1201862,,active,False,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,False,False,False
CCCOn1c2ccc(Cl)cc2c(=O)c2c(C)nn(C)c21,Ki,1000.0,nM,CHEMBL207253,CHEMBL1201862,,active,False,CCCOn1c2ccc(Cl)cc2c(=O)c2c(C)nn(C)c21,False,False,False
COc1ccc(C(=O)Nc2ccccc2C(=O)O)cc1OC,Ki,2511.89,nM,CHEMBL1997495,CHEMBL1201862,,active,False,COc1ccc(C(=O)Nc2ccccc2C(=O)O)cc1OC,False,False,False
Fc1ccc(-c2nc3occn3c2-c2ccnc(NC3CCNCC3)n2)cc1,Ki,158.49,nM,CHEMBL1971186,CHEMBL1201862,,active,False,Fc1ccc(-c2nc3occn3c2-c2ccnc(NC3CCNCC3)n2)cc1,False,False,False
CC(=O)Nc1cc2ccccn2n1,Ki,79432.82,nM,CHEMBL1976872,CHEMBL1201862,,active,False,CC(=O)Nc1cc2ccccn2n1,False,False,False
Nc1nccc2cnc(-c3ccccc3)n12,Ki,12589.25,nM,CHEMBL1969156,CHEMBL1201862,,active,False,Nc1nccc2cnc(-c3ccccc3)n12,False,False,False
CC(C)Oc1nccn2c(-c3ccnc(NCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12,Ki,1000.0,nM,CHEMBL1984700,CHEMBL1201862,,active,False,CC(C)Oc1nccn2c(-c3ccnc(NCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12,False,False,False
c1cc2cc(-c3ccc4cn[nH]c4c3)cnc2[nH]1,Ki,794.33,nM,CHEMBL1976134,CHEMBL1201862,,active,False,c1cc2cc(-c3ccc4cn[nH]c4c3)cnc2[nH]1,False,False,False
CCc1c(-c2ccc(C(C)=O)cc2)[nH]c2nccnc12,Ki,316.23,nM,CHEMBL1994555,CHEMBL1201862,,active,False,CCc1c(-c2ccc(C(C)=O)cc2)[nH]c2nccnc12,False,False,False
NC(=O)c1cc2c(-c3ccc(Br)c(F)c3F)cncc2s1,Ki,1995.26,nM,CHEMBL1999918,CHEMBL1201862,,active,False,NC(=O)c1cc2c(-c3ccc(Br)c(F)c3F)cncc2s1,False,False,False
CC(=O)Nc1cc(N)c(C#N)c(-c2ccc3ccccc3c2)n1,Ki,501.19,nM,CHEMBL2002240,CHEMBL1201862,,active,False,CC(=O)Nc1cc(N)c(C#N)c(-c2ccc3ccccc3c2)n1,False,False,False
CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,Ki,316.23,nM,CHEMBL363648,CHEMBL1201862,,active,False,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,False,False,False
CCCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(NC(=O)CC)c3c2)cc1,Ki,1258.93,nM,CHEMBL1972221,CHEMBL1201862,,active,False,CCCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(NC(=O)CC)c3c2)cc1,False,False,False
COc1cc(S(C)(=O)=O)c(OC)cc1CC(=O)Nc1cc(N)c(C#N)c(OC(C)C)n1,Ki,3.162,nM,CHEMBL378627,CHEMBL1201862,,active,False,COc1cc(S(C)(=O)=O)c(OC)cc1CC(=O)Nc1cc(N)c(C#N)c(OC(C)C)n1,False,False,False
O=c1[nH]ccc2cnc(-c3ccccc3)n12,Ki,25118.86,nM,CHEMBL1975911,CHEMBL1201862,,active,False,O=c1[nH]ccc2cnc(-c3ccccc3)n12,False,False,False
O=c1[nH]n2ccccc2c1Br,Ki,5011.87,nM,CHEMBL2004033,CHEMBL1201862,,active,False,O=c1[nH]n2ccccc2c1Br,False,False,False
CC(CCC(=O)O)(c1ccc(O)c(N)c1)c1ccc(O)c(N)c1,Ki,1995.26,nM,CHEMBL1975923,CHEMBL1201862,,active,False,CC(CCC(=O)O)(c1ccc(O)c(N)c1)c1ccc(O)c(N)c1,False,False,False
Cc1cc(Nc2nc(Cl)cc(NCc3ccccc3)n2)n[nH]1,Ki,398.11,nM,CHEMBL2005449,CHEMBL1201862,,active,False,Cc1cc(Nc2nc(Cl)cc(NCc3ccccc3)n2)n[nH]1,False,False,False
NC(=O)c1cc2ccncc2s1,Ki,63095.73,nM,CHEMBL1971534,CHEMBL1201862,,active,False,NC(=O)c1cc2ccncc2s1,False,False,False
Cn1c(NCC(N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O,Ki,501.19,nM,CHEMBL1990496,CHEMBL1201862,,active,False,Cn1c(NCC(N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O,False,False,False
