smiles,standard_type,value,units,chembl_id,document_chembl_id,data_validity_comment,activity_comment,warning_flag
CCCOc1c(OC)cc([C@H]2CC[C@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(C)(=O)=O,Ki,14.3,nM,CHEMBL1793831,CHEMBL1126400,,,False
CCCS(=O)(=O)c1cc(C2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc(OC)c1OCCS(=O)(=O)c1ccccc1,Ki,1.0,nM,CHEMBL293773,CHEMBL1126400,,,False
CCCOc1c(OC)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)CCO,Ki,6.0,nM,CHEMBL299944,CHEMBL1126400,,,False
CCCOc1c(OCCCN2CCOCC2)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)CC(C)=O,Ki,2.5,nM,CHEMBL117413,CHEMBL1126126,,,False
CCCOc1c(OCCCOP(=O)([O-])O)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)CC(C)=O.[K+],Ki,110.0,nM,CHEMBL325491,CHEMBL1126126,,,False
CCCOc1c(OCCCOP(=O)([O-])O)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)CC(C)=O.[K+],Ki,174.0,nM,CHEMBL325491,CHEMBL1126126,,,False
CCCOc1c(OCCCn2ccnc2)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)CC(C)=O,Ki,3.0,nM,CHEMBL407427,CHEMBL1126126,,,False
COc1cc([C@H]2CC[C@H](c3cc(OC)c(OC)c(OC)c3)O2)cc(OC)c1OC,Ki,103.0,nM,CHEMBL297624,CHEMBL1126126,,,False
CCCOc1c(OC)cc([C@H]2CC[C@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(C)(=O)=O,Ki,9.0,nM,CHEMBL1793831,CHEMBL1126126,,,False
CCCOc1c(OC)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)C[C@@H](C)CCCO,Ki,2.86,nM,CHEMBL334115,CHEMBL1126126,,,False
CCCOc1c(OC)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)C[C@@H](C)CCCO,Ki,3.7,nM,CHEMBL334115,CHEMBL1126126,,,False
CCCOc1c(OC)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)CCO,Ki,6.3,nM,CHEMBL299944,CHEMBL1126126,,,False
CCCOc1c(OC)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)CCO,Ki,3.2,nM,CHEMBL299944,CHEMBL1126126,,,False
CCCOc1c(OC)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)C[C@H](C)CCCO,Ki,3.72,nM,CHEMBL116072,CHEMBL1126126,,,False
CCCOc1c(OC)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)C[C@H](C)CCCO,Ki,5.26,nM,CHEMBL116072,CHEMBL1126126,,,False
CCCOc1c(OCCCO)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)CC(C)=O,Ki,1.85,nM,CHEMBL118105,CHEMBL1126126,,,False
CCCOc1c(OCCCO)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)CC(C)=O,Ki,2.9,nM,CHEMBL118105,CHEMBL1126126,,,False
COc1ccc([C@H]2O[C@@H](c3ccc(OC)c(OC)c3)[C@H](C)[C@H]2C)cc1OC,Ki,1000.0,nM,CHEMBL112481,CHEMBL1126126,,,False
C#Cc1cccc2c1c(C(=O)c1ccc(Cn3c(C)nc4cnccc43)c(F)c1)cn2C(=O)N(C)C,Ki,0.57,nM,CHEMBL369225,CHEMBL1131207,,,False
CC(=O)OC[n+]1cccc([C@H]2SCc3c(C(=O)c4cn(C(=O)N(C)C)c5cc(-c6ccc(F)cc6)ccc45)ccn32)c1.[Cl-],Ki,0.98,nM,CHEMBL317090,CHEMBL1131207,,,False
CCOC(=O)[C@H](CC(C)C)N(C)S(=O)(=O)c1ccc(Cn2c(C)nc3cnccc32)cc1,Ki,0.38,nM,CHEMBL322832,CHEMBL1131207,,,False
CCCOc1c(OC)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)CCO,Ki,6.1,nM,CHEMBL299944,CHEMBL1125858,,,False
CCCOc1c(OC)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)CCO,Ki,3.2,nM,CHEMBL299944,CHEMBL1125858,,,False
CCCOc1c(OC)cc(C2CCC(c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)CCO,Ki,116.0,nM,CHEMBL109738,CHEMBL1125858,,,False
CCCOc1c(OC)cc(C2CCC(c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)CCO,Ki,59.0,nM,CHEMBL109738,CHEMBL1125858,,,False
COc1nc(NCCCN2CCOCC2)nc(OC)c1NC(=O)c1ccc(Oc2cc3c(cc2C)CCC3(C)C)o1,Ki,1060.0,nM,CHEMBL210514,CHEMBL1148507,,,False
CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1,Ki,1917.0,nM,CHEMBL34431,CHEMBL1909046,,,False
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,Ki,22635.0,nM,CHEMBL104,CHEMBL1909046,,,False
CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(C)=O,Ki,0.15,nM,CHEMBL1235246,CHEMBL2390918,,,False
Cc1cc(F)ccc1[C@H]1C[C@@H](N2CCN3C(=O)CC[C@H]3C2)CCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Ki,2270.0,nM,CHEMBL2105667,CHEMBL2440072,,,False
Cc1ccc(C(C)(C)O)cc1-c1ccc2c(n1)n(C)c(=O)n2CC(C)(C)C,Ki,2000.0,nM,CHEMBL3765778,CHEMBL3763140,,,False
Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,Ki,9.9,nM,CHEMBL280164,CHEMBL5463721,,Active,False
