smiles,standard_type,value,units,chembl_id,document_chembl_id,data_validity_comment,activity_comment,warning_flag
Nc1nc2c([nH]1)c(=O)n(CC1CC1)c(=O)n2CC1CC1,Ki,7500.0,nM,CHEMBL356323,CHEMBL1127705,,,False
O=C(c1ccc(-c2ccsc2)o1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,0.71,nM,CHEMBL342922,CHEMBL1145958,,,False
COc1ccc(-c2cnc(N3Cc4c(nc5ccccc5c4O)C3c3ccc4c(c3)OCCO4)nc2)cc1,Ki,0.52,nM,CHEMBL131892,CHEMBL1135774,,,False
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,Ki,1.87,nM,CHEMBL192,CHEMBL1135774,,,False
COc1ccc(-c2cnc(N3Cc4c(nc5ccccc5c4O)C3c3ccc4c(c3)OCO4)nc2)cc1,Ki,0.31,nM,CHEMBL131718,CHEMBL1135774,,,False
COc1ccc(-c2cnc(N3Cc4c(nc5ccccc5c4O)C3c3ccc4c(c3)CCC4)nc2)cc1OC,Ki,1.14,nM,CHEMBL336291,CHEMBL1135774,,,False
O=C(c1ccc(-c2cccc(C(F)(F)F)c2)o1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,0.98,nM,CHEMBL344152,CHEMBL1145958,,,False
O=C(c1ccc(-c2ccc(O)cc2)o1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,0.73,nM,CHEMBL335784,CHEMBL1145958,,,False
CN1CCN(C(=O)c2ccc(-c3ccc(C(=O)N4Cc5c(nc6ccccc6c5O)C4c4ccc5c(c4)CCO5)o3)cc2)CC1,Ki,1.78,nM,CHEMBL342197,CHEMBL1145958,,,False
O=C(c1cc2ccc(O)cc2o1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,0.35,nM,CHEMBL336003,CHEMBL1145958,,,False
O=Cc1ccc(-c2ccc(C(=O)N3Cc4c(nc5ccccc5c4O)C3c3ccc4c(c3)OCO4)o2)cc1,Ki,2.59,nM,CHEMBL343345,CHEMBL1145958,,,False
O=C(c1ccc(-c2cccc([N+](=O)[O-])c2)o1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,1.3,nM,CHEMBL422100,CHEMBL1145958,,,False
O=C(O)c1ccc(-c2ccc(C(=O)N3Cc4c(nc5ccccc5c4O)C3c3ccc4c(c3)OCO4)o2)cc1,Ki,1.01,nM,CHEMBL136521,CHEMBL1145958,,,False
O=C(c1ccc(-c2ccncc2)o1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,0.31,nM,CHEMBL138949,CHEMBL1145958,,,False
O=C(c1ccccc1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,2.49,nM,CHEMBL344366,CHEMBL1145958,,,False
Oc1c2c(nc3ccccc13)C(c1ccc3c(c1)CCO3)N(c1ncccn1)C2,Ki,1.08,nM,CHEMBL132689,CHEMBL1135774,,,False
O=C(c1ccc(Br)o1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,2.07,nM,CHEMBL423177,CHEMBL1145958,,,False
COc1ccc(-c2cnc(N3CC(=O)c4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)nc2)cc1OC,Ki,8.86,nM,CHEMBL133285,CHEMBL1135774,,,False
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,Ki,1.91,nM,CHEMBL192,CHEMBL1145958,,,False
O=C(c1cc2ccc(O)cc2o1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)CCO2,Ki,1.74,nM,CHEMBL136498,CHEMBL1145958,,,False
Oc1ccc(-c2cnc(N3Cc4c(nc5ccccc5c4O)C3c3ccc4c(c3)CCO4)nc2)cc1,Ki,1.75,nM,CHEMBL131541,CHEMBL1135774,,,False
O=C(c1cccnc1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,3.32,nM,CHEMBL138799,CHEMBL1145958,,,False
O=C(c1ccc(-c2ccco2)o1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,4.66,nM,CHEMBL337804,CHEMBL1145958,,,False
N#Cc1ccc(-c2ccc(C(=O)N3Cc4c(nc5ccccc5c4O)C3c3ccc4c(c3)OCO4)o2)cc1,Ki,2.71,nM,CHEMBL337560,CHEMBL1145958,,,False
O=C(c1ccc(-c2ccc(CO)cc2)o1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,0.61,nM,CHEMBL344431,CHEMBL1145958,,,False
COc1ccc(-c2cnc(N3Cc4c(nc5ccccc5c4O)[C@H]3c3ccc4c(c3)CCO4)nc2)cc1,Ki,0.23,nM,CHEMBL130721,CHEMBL1135774,,,False
O=C(c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,0.61,nM,CHEMBL424280,CHEMBL1145958,,,False
CN1CCN(C(=O)c2ccc(-c3ccc(C(=O)N4Cc5c(nc6ccccc6c5O)C4c4ccc5c(c4)OCO5)o3)cc2)CC1,Ki,0.2,nM,CHEMBL334903,CHEMBL1145958,,,False
Oc1c2c(nc3ccccc13)C(c1ccc3c(c1)OCO3)N(c1ncccn1)C2,Ki,1.2,nM,CHEMBL341092,CHEMBL1135774,,,False
COC(=O)c1ccc(-c2ccc(C(=O)N3Cc4c(nc5ccccc5c4O)C3c3ccc4c(c3)OCO4)o2)cc1,Ki,0.99,nM,CHEMBL142030,CHEMBL1145958,,,False
COc1ccc(-c2cnc(N3Cc4c(nc5ccccc5c4O)C3c3ccc4c(c3)CCO4)nc2)cc1,Ki,0.4,nM,CHEMBL130811,CHEMBL1135774,,,False
CN1CCN(C(=O)c2ccc(-c3ccc(C(=O)N4Cc5c(nc6ccccc6c5O)C4c4ccc5c(c4)OCO5)o3)cc2)CC1,Ki,1.82,nM,CHEMBL334903,CHEMBL1145958,,,False
CCN(CC)CCOc1ccc(-c2cnc(N3Cc4c(nc5ccccc5c4O)C3c3ccc4c(c3)CCO4)nc2)cc1,Ki,0.53,nM,CHEMBL280439,CHEMBL1135774,,,False
O=C(c1ccc(-c2cccc(CO)c2)o1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,0.47,nM,CHEMBL343596,CHEMBL1145958,,,False
CS(=O)(=O)Nc1ccc(-c2ccc(C(=O)N3Cc4c(nc5ccccc5c4O)C3c3ccc4c(c3)OCO4)o2)cc1,Ki,0.24,nM,CHEMBL342159,CHEMBL1145958,,,False
O=C(c1ccc(-c2ccc(OCCN3CCCC3)cc2)o1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,0.76,nM,CHEMBL342404,CHEMBL1145958,,,False
COc1ccc(-c2cnc(N3Cc4c(nc5ccccc5c4O)[C@H]3c3ccc4c(c3)OCO4)nc2)cc1OC,Ki,0.21,nM,CHEMBL1744059,CHEMBL1135774,,,False
Oc1c2c(nc3ccccc13)C(c1ccc3c(c1)CCO3)N(c1ncc(-c3ccc(OCCN4CCOCC4)cc3)cn1)C2,Ki,0.29,nM,CHEMBL133687,CHEMBL1135774,,,False
CN(C)c1ccc(-c2ccc(C(=O)N3Cc4c(nc5ccccc5c4O)C3c3ccc4c(c3)OCO4)o2)cc1,Ki,3.74,nM,CHEMBL335090,CHEMBL1145958,,,False
COc1ccc(-c2cnc(N3Cc4c(nc5ccccc5c4O)C3c3ccc4c(c3)CCO4)nc2)cc1OC,Ki,0.21,nM,CHEMBL336815,CHEMBL1135774,,,False
COc1ccc(-c2ccc(C(=O)N3Cc4c(nc5ccccc5c4O)C3c3ccc4c(c3)OCO4)o2)cc1,Ki,1.71,nM,CHEMBL138511,CHEMBL1145958,,,False
O=C(c1ccc(-c2ccccc2)o1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,2.09,nM,CHEMBL336921,CHEMBL1145958,,,False
O=C(c1ccc(-c2cccnc2)o1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,0.15,nM,CHEMBL139785,CHEMBL1145958,,,False
O=C(c1ccc(-c2cccnc2)o1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)CCO2,Ki,0.53,nM,CHEMBL423180,CHEMBL1145958,,,False
Cc1ccc(-c2ccc(C(=O)N3Cc4c(nc5ccccc5c4O)C3c3ccc4c(c3)OCO4)o2)cc1,Ki,2.64,nM,CHEMBL337782,CHEMBL1145958,,,False
COc1ccc(-c2cnc(N3Cc4c(nc5ccccc5c4O)C3c3ccc(OC)c(OC)c3)nc2)cc1OC,Ki,24.7,nM,CHEMBL130612,CHEMBL1135774,,,False
O=C(c1ccc(-c2cccc(C(F)(F)F)c2)o1)N1CCc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2,Ki,126.0,nM,CHEMBL164755,CHEMBL1136605,,,False
O=C(c1ccc(-c2ccc(Cl)cc2)o1)N1CCc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2,Ki,145.0,nM,CHEMBL350515,CHEMBL1136605,,,False
O=C(c1ccc(-c2ccccn2)o1)N1CCc2c([nH]c3ccccc23)C1c1ccc2c(c1)CCO2,Ki,32.3,nM,CHEMBL349359,CHEMBL1136605,,,False
CC(=O)Nc1ccc(-c2ccc(C(=O)N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)o2)cc1,Ki,64.2,nM,CHEMBL349204,CHEMBL1136605,,,False
COc1ccc(-c2cnc(N3CC(=O)c4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)nc2)cc1,Ki,18.0,nM,CHEMBL350187,CHEMBL1136605,,,False
O=C(c1ccc(-c2ccccc2[N+](=O)[O-])o1)N1CCc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2,Ki,219.0,nM,CHEMBL163712,CHEMBL1136605,,,False
COc1ccc(-c2cnc(N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)nc2)cc1,Ki,246.0,nM,CHEMBL164906,CHEMBL1136605,,,False
Nc1ccc(-c2ccc(C(=O)N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)o2)cc1,Ki,123.0,nM,CHEMBL165117,CHEMBL1136605,,,False
Oc1ccc(-c2cnc(N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)CCO4)nc2)cc1,Ki,154.0,nM,CHEMBL163890,CHEMBL1136605,,,False
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,Ki,1.87,nM,CHEMBL192,CHEMBL1136605,,,False
COc1ccc(-c2cnc(N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)CCO4)nc2)cc1,Ki,188.0,nM,CHEMBL423088,CHEMBL1136605,,,False
COc1ccc(-c2cnc(N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)nc2)cc1,Ki,246.0,nM,CHEMBL164906,CHEMBL1136605,,,False
CN1CCN(C(=O)c2ccc(-c3ccc(C(=O)N4CCc5c([nH]c6ccccc56)C4c4ccc5c(c4)CCO5)o3)cc2)CC1,Ki,8.11,nM,CHEMBL433708,CHEMBL1136605,,,False
c1ccc(-c2ccc(N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)CCO4)nc2)nc1,Ki,4.0,nM,CHEMBL163905,CHEMBL1136605,,,False
COc1ccc(-c2cnc(N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)nc2)cc1OC,Ki,62.8,nM,CHEMBL349947,CHEMBL1136605,,,False
CS(=O)(=O)c1ccc(-c2cnc(N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)nc2)c([N+](=O)[O-])c1,Ki,132.0,nM,CHEMBL165168,CHEMBL1136605,,,False
Cc1ncc(-c2cnc(N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)CCO4)nc2)n1C,Ki,24.0,nM,CHEMBL351744,CHEMBL1136605,,,False
COc1ccc(-c2cnc(N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)CCO4)nc2)cc1,Ki,189.0,nM,CHEMBL423088,CHEMBL1136605,,,False
O=C(c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)N1CCc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2,Ki,77.5,nM,CHEMBL166025,CHEMBL1136605,,,False
Nc1cccc(-c2ccc(C(=O)N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)o2)c1,Ki,179.0,nM,CHEMBL350962,CHEMBL1136605,,,False
Clc1ccc(-c2cnc(N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)nc2)cc1,Ki,126.0,nM,CHEMBL446433,CHEMBL1136605,,,False
CC(=O)Nc1cccc(-c2ccc(C(=O)N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)o2)c1,Ki,50.6,nM,CHEMBL166018,CHEMBL1136605,,,False
FC(F)(F)c1cccc(-c2ccc(CN3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)o2)c1,Ki,850.0,nM,CHEMBL350400,CHEMBL1136605,,,False
COc1ccc(-c2cnc(N3CC(=O)c4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)nc2)cc1OC,Ki,8.86,nM,CHEMBL133285,CHEMBL1136605,,,False
O=C(c1ccc(-c2cccc([N+](=O)[O-])c2)o1)N1CCc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2,Ki,130.0,nM,CHEMBL164181,CHEMBL1136605,,,False
Cc1ccc(-c2cnc(N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)nc2)cc1,Ki,543.0,nM,CHEMBL349495,CHEMBL1136605,,,False
COc1ccc(-c2cnc(N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)nc2)cc1OC,Ki,62.8,nM,CHEMBL349947,CHEMBL1136605,,,False
CNc1ncnc2c1ncn2Cc1ccccc1F.CS(=O)(=O)O,Ki,6500.0,nM,CHEMBL445098,CHEMBL1130051,,,False
Oc1c2c(nc3ccccc13)C(c1ccc3c(c1)OCO3)N(C/C=C/c1ccccc1)C2,Ki,23.3,nM,CHEMBL422006,CHEMBL1148396,,,False
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,Ki,1.91,nM,CHEMBL192,CHEMBL1148396,,,False
Cn1c2c(c(=O)c3ccccc31)CN(C(=O)OCc1ccncc1)C2c1ccc2c(c1)OCO2,Ki,601.0,nM,CHEMBL349299,CHEMBL1148396,,,False
C[C@@H](O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,Ki,600000.0,nM,CHEMBL37019,CHEMBL1122482,Outside typical range,,True
CN(Cc1ccccc1)C(=O)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,11.0,nM,CHEMBL160847,CHEMBL1148396,,,False
O=C(/C=C/c1ccccc1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,0.22,nM,CHEMBL158374,CHEMBL1148396,,,False
CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,Ki,600000.0,nM,CHEMBL37390,CHEMBL1122482,Outside typical range,,True
O=C(NCc1ccccc1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,1.06,nM,CHEMBL161408,CHEMBL1148396,,,False
O=S(=O)(Cc1ccccc1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,113.0,nM,CHEMBL158633,CHEMBL1148396,,,False
O=C(C#Cc1ccccc1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,0.35,nM,CHEMBL263000,CHEMBL1148396,,,False
O=C(CCc1ccccc1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,4.53,nM,CHEMBL345179,CHEMBL1148396,,,False
O=S(=O)(/C=C/c1ccccc1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,118.0,nM,CHEMBL160556,CHEMBL1148396,,,False
O=C(OCc1ccccc1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,0.58,nM,CHEMBL157819,CHEMBL1148396,,,False
O=C(OCc1ccncc1)N1Cc2c(nc3ccccc3c2O)[C@H]1c1ccc2c(c1)OCO2,Ki,0.23,nM,CHEMBL351813,CHEMBL1148396,,,False
O=C(OCc1ccncc1)N1Cc2c(nc3ccccc3c2O)[C@@H]1c1ccc2c(c1)OCO2,Ki,3.48,nM,CHEMBL158829,CHEMBL1148396,,,False
C[C@H](O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,Ki,600000.0,nM,CHEMBL290644,CHEMBL1122482,Outside typical range,,True
O=C(c1ccccc1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,2.49,nM,CHEMBL344366,CHEMBL1148396,,,False
O=C(Cc1ccccc1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,12.5,nM,CHEMBL157701,CHEMBL1148396,,,False
O=C(OCc1ccncc1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,Ki,0.29,nM,CHEMBL158817,CHEMBL1148396,,,False
CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1,Ki,130.0,nM,CHEMBL28079,CHEMBL1139500,,,False
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,Ki,10.0,nM,CHEMBL192,CHEMBL1139500,,,False
CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,Ki,1.0,nM,CHEMBL1520,CHEMBL1139500,,,False
CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,Ki,10.0,nM,CHEMBL779,CHEMBL1139500,,,False
COc1cc(C)c2nc3[nH]nc(C)c3c(CN3CC[C@@H](O)C3)c2c1,Ki,6400.0,nM,CHEMBL1939912,CHEMBL1938364,,,False
COc1cc(C)c2nc3[nH]nc(C)c3c(CN3CCOCC3)c2c1,Ki,10600.0,nM,CHEMBL1939914,CHEMBL1938364,,,False
COc1cc(C)c2nc3[nH]nc(C)c3c(CN3CCOC(C)C3)c2c1,Ki,8900.0,nM,CHEMBL1939915,CHEMBL1938364,,,False
COc1cc(C)c2nc3[nH]nc(C)c3c(CN3CCOC(CO)C3)c2c1,Ki,5000.0,nM,CHEMBL1939916,CHEMBL1938364,,,False
COc1cc(C)c2nc3[nH]nc(C)c3c(CN3CCCOCC3)c2c1,Ki,9700.0,nM,CHEMBL1940053,CHEMBL1938364,,,False
Cc1cc(O)cc2c(CN3CCCOCC3)c3c(C)n[nH]c3nc12,Ki,20800.0,nM,CHEMBL1940056,CHEMBL1938364,,,False
COCCOc1cc(C)c2nc3[nH]nc(C)c3c(CN3CCCOCC3)c2c1,Ki,24400.0,nM,CHEMBL1940057,CHEMBL1938364,,,False
COc1cc(C)c2nc3[nH]nc(C)c3c(NC3CCOCC3)c2c1,Ki,17324.0,nM,CHEMBL1939803,CHEMBL1938329,,,False
CN1C(=O)c2c(nn(Cc3ccc(-c4ccccc4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12,Ki,1600.0,nM,CHEMBL3770470,CHEMBL3769405,,,False
CN1C(=O)c2c(nn(Cc3ccc(C(F)(F)F)nc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12,Ki,1200.0,nM,CHEMBL3770107,CHEMBL3769405,,,False
CN1C(=O)c2c(nn(Cc3ccc(C(F)(F)F)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12,Ki,590.0,nM,CHEMBL3769461,CHEMBL3769405,,,False
CN1C(=O)c2c(nn(Cc3ccc(-c4ccccn4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12,Ki,600.0,nM,CHEMBL3769817,CHEMBL3769405,,,False
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12.O=P(O)(O)O,Ki,630.0,nM,CHEMBL3770459,CHEMBL3769405,,,False
COc1ccc(-c2cnc(N3CC(=O)c4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)nc2)cc1OC,Ki,8.86,nM,CHEMBL133285,CHEMBL4196066,,,False
c1ccc(-c2ccc(N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)CCO4)nc2)nc1,Ki,4.0,nM,CHEMBL163905,CHEMBL4196066,,,False
CN1CCN(C(=O)c2ccc(-c3ccc(C(=O)N4CCc5c([nH]c6ccccc56)C4c4ccc5c(c4)OCO5)o3)cc2)CC1,Ki,8.0,nM,CHEMBL4277253,CHEMBL4265950,,,False
COc1ccc(-c2cnc(N3CC(=O)c4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)nc2)cc1OC,Ki,8.0,nM,CHEMBL133285,CHEMBL4265950,,,False
c1ccc(-c2ccc(N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)CCO4)nc2)nc1,Ki,4.0,nM,CHEMBL163905,CHEMBL4265950,,,False
COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,Ki,5.0,nM,CHEMBL1963681,CHEMBL4265950,,,False
CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,Ki,0.7,nM,CHEMBL1520,CHEMBL4265950,,,False
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,Ki,1.6,nM,CHEMBL192,CHEMBL4265950,,,False
CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,Ki,5.2,nM,CHEMBL779,CHEMBL4265950,,,False
COCCOc1nc(-c2ccc(Cl)nc2)nc2c1CN(C(=O)c1ncn3ccccc13)CC2,Ki,116.0,nM,CHEMBL2204538,CHEMBL4507293,,Slightly Active,False
CC(C)CC(=O)N1CCc2nc(-c3ccc(Br)cc3)nc(N(C)Cc3ccccc3)c2C1,Ki,6890.0,nM,CHEMBL4518342,CHEMBL4507293,,Not Active,False
COCCc1ccc(-c2c(C)nc3c(N4CCOCC4)ccnn23)cn1,Ki,8500.0,nM,CHEMBL2180408,CHEMBL4800727,,,False
COCCOc1nc(-c2ccc(Cl)nc2)nc2c1CN(C(=O)c1ncn3ccccc13)CC2,Ki,116.0,nM,CHEMBL2204538,CHEMBL5212743,,,False
CC(C)CC(=O)N1CCc2nc(-c3ccc(Br)cc3)nc(N(C)Cc3ccccc3)c2C1,Ki,6890.0,nM,CHEMBL4518342,CHEMBL5212743,,,False
COc1ccc(-c2cnc(N3CC(=O)c4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)nc2)cc1OC,Ki,9.0,nM,CHEMBL133285,CHEMBL5233266,,,False
CC(=O)Nc1cccc(-c2ccc(C(=O)N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)o2)c1,Ki,51.0,nM,CHEMBL166018,CHEMBL5233266,,,False
Nc1cccc(-c2ccc(C(=O)N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)o2)c1,Ki,51.0,nM,CHEMBL350962,CHEMBL5233266,,,False
CC(=O)Nc1ccc(-c2ccc(C(=O)N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)o2)cc1,Ki,64.0,nM,CHEMBL349204,CHEMBL5233266,,,False
Nc1ccc(-c2ccc(C(=O)N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)o2)cc1,Ki,64.0,nM,CHEMBL165117,CHEMBL5233266,,,False
O=C(c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)N1CCc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2,Ki,64.0,nM,CHEMBL166025,CHEMBL5233266,,,False
COc1ccc(-c2cnc(N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)OCO4)nc2)cc1OC,Ki,63.0,nM,CHEMBL349947,CHEMBL5233266,,,False
c1ccc(-c2ccc(N3CCc4c([nH]c5ccccc45)C3c3ccc4c(c3)CCO4)nc2)nc1,Ki,4.0,nM,CHEMBL163905,CHEMBL5233266,,,False
CC(C)CCn1c2c(c3c(O)cc(O)cc31)CCn1c-2nc2ccccc2c1=O,Ki,86.0,nM,CHEMBL4641729,CHEMBL5233266,,,False
