smiles,standard_type,value,units,chembl_id,document_chembl_id,data_validity_comment,activity_comment,warning_flag
COc1cc(S(C)(=O)=O)c(OC)cc1CC(=O)Nc1cc(N)c(C#N)c(OC(C)C)n1,Ki,3900.0,nM,CHEMBL378627,CHEMBL1148638,,,False
CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1C#N,Ki,5800.0,nM,CHEMBL210963,CHEMBL1148638,,,False
CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,Ki,4700.0,nM,CHEMBL210618,CHEMBL1148638,,,False
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,Ki,260.0,nM,CHEMBL379218,CHEMBL1137422,,,False
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1Cl,Ki,3400.0,nM,CHEMBL377383,CHEMBL1138045,,,False
CN(C)C(=O)c1cc(-c2n[nH]cc2-c2ccccc2)c[nH]1,Ki,2300.0,nM,CHEMBL219841,CHEMBL1142871,,,False
O=C(N[C@@H](CO)c1ccc(F)c(Cl)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,150.0,nM,CHEMBL220574,CHEMBL1142871,,,False
O=C(N[C@H](CO)c1ccc(F)c(Cl)c1)c1cc(-c2n[nH]cc2-c2cccc(Cl)c2)c[nH]1,Ki,2.0,nM,CHEMBL387385,CHEMBL1142871,,,False
O=C(NC(CO)c1ccc(F)c(Cl)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,6.0,nM,CHEMBL220054,CHEMBL1142871,,,False
O=C(NC(CO)c1cc(Cl)cc(Cl)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,7.0,nM,CHEMBL220897,CHEMBL1142871,,,False
O=C(NC(CO)c1ccc(F)c(F)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,22.0,nM,CHEMBL219790,CHEMBL1142871,,,False
O=C(NC(CO)c1cccc(F)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,24.0,nM,CHEMBL219849,CHEMBL1142871,,,False
O=C(NC(CO)c1ccccc1F)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,240.0,nM,CHEMBL219988,CHEMBL1142871,,,False
O=C(NC(CO)c1ccc(C(F)(F)F)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,44.0,nM,CHEMBL222465,CHEMBL1142871,,,False
O=C(NC(CO)c1ccc(Cl)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,14.0,nM,CHEMBL375544,CHEMBL1142871,,,False
O=C(NC(CO)c1ccc(F)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,63.0,nM,CHEMBL374677,CHEMBL1142871,,,False
O=C(NC1c2ccccc2CC1O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,4000.0,nM,CHEMBL220174,CHEMBL1142871,,,False
CNC(=O)[C@@H](NC(=O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1)c1ccccc1,Ki,2300.0,nM,CHEMBL220096,CHEMBL1142871,,,False
NC(=O)[C@@H](NC(=O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1)c1ccccc1,Ki,510.0,nM,CHEMBL220888,CHEMBL1142871,,,False
O=C(N[C@H](CO)c1ccccc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,35.0,nM,CHEMBL220112,CHEMBL1142871,,,False
C[C@H](NC(=O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1)c1ccccc1,Ki,660.0,nM,CHEMBL221117,CHEMBL1142871,,,False
C[C@@H](NC(=O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1)c1ccccc1,Ki,100.0,nM,CHEMBL373628,CHEMBL1142871,,,False
O=C(NOCc1ccccc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,170.0,nM,CHEMBL220272,CHEMBL1142871,,,False
O=C(NCCc1cccnc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,330.0,nM,CHEMBL373448,CHEMBL1142871,,,False
O=C(c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1)N1CCc2ccccc2C1,Ki,510.0,nM,CHEMBL375621,CHEMBL1142871,,,False
COc1ccc(CNC(=O)c2cc(-c3[nH]ncc3-c3cccc(Cl)c3)c[nH]2)cc1,Ki,490.0,nM,CHEMBL223471,CHEMBL1142871,,,False
O=C(NCc1ccc(F)c(F)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,40.0,nM,CHEMBL222249,CHEMBL1142871,,,False
CN(Cc1ccccc1)C(=O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,440.0,nM,CHEMBL373797,CHEMBL1142871,,,False
O=C(NCc1ccncc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,160.0,nM,CHEMBL221109,CHEMBL1142871,,,False
O=C(NCc1cccnc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,230.0,nM,CHEMBL220343,CHEMBL1142871,,,False
O=C(NCc1ccccc1)c1cc(-c2n[nH]cc2-c2cccc(Cl)c2)c[nH]1,Ki,86.0,nM,CHEMBL220320,CHEMBL1142871,,,False
O=C(Nc1ccccc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,2000.0,nM,CHEMBL220882,CHEMBL1142871,,,False
O=C(NCC1CCCO1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,430.0,nM,CHEMBL219683,CHEMBL1142871,,,False
O=C(c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1)N1CCOCC1,Ki,870.0,nM,CHEMBL374876,CHEMBL1142871,,,False
O=C(c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1)N1CCCC1,Ki,200.0,nM,CHEMBL220110,CHEMBL1142871,,,False
CCN(C)C(=O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Ki,580.0,nM,CHEMBL375525,CHEMBL1142871,,,False
N#Cc1ncc2nc1OCCCCCOc1cc(OCCCO)c(Cl)cc1NC(=O)N2,Ki,8210.0,nM,CHEMBL373598,CHEMBL1142994,,,False
O=C1N=C(N[C@@H]2C[C@H]2c2ccccc2)S/C1=C\c1ccc2ncccc2c1,Ki,220.0,nM,CHEMBL235345,CHEMBL1147195,,,False
O=C1N=C(NCc2cccs2)S/C1=C\c1ccc2ncccc2c1,Ki,2000.0,nM,CHEMBL393929,CHEMBL1147195,,,False
Nc1n[nH]c2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,Ki,310.0,nM,CHEMBL259551,CHEMBL1145498,,,False
Nc1n[nH]c2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,Ki,310.0,nM,CHEMBL259551,CHEMBL1145498,,,False
Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Ki,530.0,nM,CHEMBL99203,CHEMBL1145498,,,False
