smiles,standard_type,value,units,chembl_id,document_chembl_id,data_validity_comment,activity_comment,warning_flag
O=c1[nH]cnc2c1sc1c(Cl)ccc(Cl)c12,Ki,773.4,nM,CHEMBL583144,CHEMBL1154637,,,False
Cn1c(-c2nonc2N)nc2ccccc21,Ki,540.0,nM,CHEMBL1078717,CHEMBL1153801,,,False
CCn1c(-c2nonc2N)nc2ccccc21,Ki,50.0,nM,CHEMBL365286,CHEMBL1153801,,,False
CC(C)n1c(-c2nonc2N)nc2ccccc21,Ki,40.0,nM,CHEMBL1079208,CHEMBL1153801,,,False
Nc1nonc1-c1nc2ccccc2n1C1CC1,Ki,95.0,nM,CHEMBL1079293,CHEMBL1153801,,,False
Nc1nonc1-c1nc2ccccc2n1C1CCC1,Ki,4.0,nM,CHEMBL1079294,CHEMBL1153801,,,False
Nc1nonc1-c1nc2ccccc2n1C1CCCC1,Ki,13.0,nM,CHEMBL1079295,CHEMBL1153801,,,False
Nc1nonc1-c1nc2ccccc2n1C1CCCCC1,Ki,12.0,nM,CHEMBL1078929,CHEMBL1153801,,,False
Nc1nonc1-c1nc2ccccc2n1CC1CC1,Ki,12.0,nM,CHEMBL1078930,CHEMBL1153801,,,False
Nc1nonc1-c1nc2ccccc2n1CC1CCC1,Ki,69.0,nM,CHEMBL1078820,CHEMBL1153801,,,False
CC(C)Cn1c(-c2nonc2N)nc2ccccc21,Ki,22.0,nM,CHEMBL1079040,CHEMBL1153801,,,False
Nc1nonc1-c1nc2ccccc2n1-c1ccccc1,Ki,110.0,nM,CHEMBL1078426,CHEMBL1153801,,,False
N#Cc1ccccc1-n1c(-c2nonc2N)nc2ccccc21,Ki,26.0,nM,CHEMBL1078427,CHEMBL1153801,,,False
N#Cc1cccc(-n2c(-c3nonc3N)nc3ccccc32)c1,Ki,800.0,nM,CHEMBL1078537,CHEMBL1153801,,,False
N#Cc1ccc(-n2c(-c3nonc3N)nc3ccccc32)cc1,Ki,800.0,nM,CHEMBL1078538,CHEMBL1153801,,,False
COc1ccccc1-n1c(-c2nonc2N)nc2ccccc21,Ki,31.0,nM,CHEMBL1078539,CHEMBL1153801,,,False
COc1cccc(-n2c(-c3nonc3N)nc3ccccc32)c1,Ki,1900.0,nM,CHEMBL1078155,CHEMBL1153801,,,False
COc1ccc(-n2c(-c3nonc3N)nc3ccccc32)cc1,Ki,550.0,nM,CHEMBL1078245,CHEMBL1153801,,,False
COc1ccc2c(c1)nc(-c1nonc1N)n2C1CCC1,Ki,39.0,nM,CHEMBL1080072,CHEMBL1153801,,,False
COC(=O)c1ccc2c(c1)nc(-c1nonc1N)n2C1CCC1,Ki,410.0,nM,CHEMBL1080073,CHEMBL1153801,,,False
CC(=O)Nc1ccc2c(c1)nc(-c1nonc1N)n2C1CCC1,Ki,2200.0,nM,CHEMBL1080245,CHEMBL1153801,,,False
Cc1ccc2c(c1)nc(-c1nonc1N)n2C1CCC1,Ki,19.0,nM,CHEMBL1079135,CHEMBL1153801,,,False
Nc1nonc1-c1nc2cc(CO)ccc2n1C1CCC1,Ki,16.0,nM,CHEMBL1080970,CHEMBL1153801,,,False
CC(C)Cn1cc(-c2ccccc2)nc1-c1nonc1N,Ki,89.0,nM,CHEMBL1079243,CHEMBL1153801,,,False
Cc1cn(CC(C)C)c(-c2nonc2N)n1,Ki,340.0,nM,CHEMBL1077670,CHEMBL1153801,,,False
CC(C)Cn1cc(C#N)nc1-c1nonc1N,Ki,1600.0,nM,CHEMBL1082061,CHEMBL1153801,,,False
Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,Ki,540.0,nM,CHEMBL482967,CHEMBL1155519,,,False
COc1ccc(CNc2c(Nc3ccncc3)c(=O)c2=O)c(OC)c1,Ki,1995.26,nM,CHEMBL2003768,CHEMBL1201862,,active,False
Nc1ncnc2onc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,Ki,125.89,nM,CHEMBL213505,CHEMBL1201862,,active,False
N#CCOc1ccc(Nc2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2Br)cc1,Ki,100.0,nM,CHEMBL1987034,CHEMBL1201862,,active,False
