smiles,standard_type,value,units,chembl_id,document_chembl_id,data_validity_comment,activity_comment,warning_flag
c1cc2[nH]ncc2cc1-c1c[nH]nn1,Ki,69911.0,nM,CHEMBL1682344,CHEMBL1681644,,,False
Fc1ccccc1Cn1cc(-c2ccc3[nH]ncc3c2)nn1,Ki,13090.0,nM,CHEMBL1682350,CHEMBL1681644,,,False
Clc1cccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1Cl,Ki,67636.0,nM,CHEMBL1682354,CHEMBL1681644,,,False
Nc1n[nH]c2ccc(-c3cc(Cc4ccccc4)no3)cc12,Ki,3588.0,nM,CHEMBL1682358,CHEMBL1681644,,,False
N#CCOc1ccc(Nc2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2Br)cc1,Ki,15.85,nM,CHEMBL1987034,CHEMBL1201862,,active,False
CCCn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,Ki,3981.07,nM,CHEMBL1993941,CHEMBL1201862,,active,False
COc1cccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)c1,Ki,794.33,nM,CHEMBL1980435,CHEMBL1201862,,active,False
Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,Ki,158.49,nM,CHEMBL2005886,CHEMBL1201862,,active,False
NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1,Ki,31.62,nM,CHEMBL1980407,CHEMBL1201862,,active,False
NC1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,Ki,316.23,nM,CHEMBL1966628,CHEMBL1201862,,active,False
NC1CCCCC1Nc1nccc(-c2c[nH]c3ncccc23)n1,Ki,100.0,nM,CHEMBL1995813,CHEMBL1201862,,active,False
O=C(O)c1ccccc1Nc1ccnc(Nc2ccc3cn[nH]c3c2)n1,Ki,1258.93,nM,CHEMBL244378,CHEMBL1201862,,active,False
OC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,Ki,25.12,nM,CHEMBL1986943,CHEMBL1201862,,active,False
CC(C)(CNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1)CNS(C)(=O)=O,Ki,3162.28,nM,CHEMBL1971172,CHEMBL1201862,,active,False
CN1c2ccc(N)cc2C(c2ccccc2)c2cc(N)ccc21,Ki,1258.93,nM,CHEMBL1991734,CHEMBL1201862,,active,False
Nc1n[nH]c2ncc(Br)cc12,Ki,63095.73,nM,CHEMBL2002105,CHEMBL1201862,,active,False
CCCCN(CCC#N)C(=O)c1ccc2nc(-c3n[nH]c4ccccc34)[nH]c2c1,Ki,63.1,nM,CHEMBL1983348,CHEMBL1201862,,active,False
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,Ki,2511.89,nM,CHEMBL1976040,CHEMBL1201862,,active,False
NS(=O)(=O)c1cccc(Nc2ncc3ccn(-c4ccccc4)c3n2)c1,Ki,501.19,nM,CHEMBL1988163,CHEMBL1201862,,active,False
CCOC(=O)Cc1nc2c3cc(Br)ccc3[nH]c(=O)n2n1,Ki,3981.07,nM,CHEMBL1974480,CHEMBL1201862,,active,False
Nc1ncnc2c1C(=O)Nc1ccccc1N2,Ki,63095.73,nM,CHEMBL1980671,CHEMBL1201862,,active,False
NC1CCC(Nc2cc(Cl)nc(-c3c[nH]c4ncccc34)n2)CC1,Ki,19.95,nM,CHEMBL1983589,CHEMBL1201862,,active,False
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1nc(N2CCNCC2)nc2ccccc12,Ki,1995.26,nM,CHEMBL1996510,CHEMBL1201862,,active,False
CS(=O)(=O)NCCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,Ki,501.19,nM,CHEMBL2005718,CHEMBL1201862,,active,False
CCN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,Ki,125.89,nM,CHEMBL1967998,CHEMBL1201862,,active,False
Cn1cc(-c2cc3nc(Br)cnc3[nH]2)c2cc(C#N)ccc21,Ki,3981.07,nM,CHEMBL1978562,CHEMBL1201862,,active,False
Cc1ccnc2[nH]c3cc(C(C)C)ccc3c(=O)c12,Ki,1995.26,nM,CHEMBL1989471,CHEMBL1201862,,active,False
N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,Ki,3981.07,nM,CHEMBL2002099,CHEMBL1201862,,active,False
COc1ccc(CN(C)C)cc1Nc1nccc(-c2c(-c3cccc(NC(=O)Cc4ccccc4)c3)nc3sccn23)n1,Ki,3162.28,nM,CHEMBL1966842,CHEMBL1201862,,active,False
CC(O)Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,Ki,1584.89,nM,CHEMBL2002165,CHEMBL1201862,,active,False
CC(C)(CN)CNc1cc(-c2c[nH]c3ncccc23)cc(F)n1,Ki,630.96,nM,CHEMBL1987261,CHEMBL1201862,,active,False
CCN1CCN(c2ccc(Nc3ncc(C#N)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,Ki,251.19,nM,CHEMBL1973516,CHEMBL1201862,,active,False
Nc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3I)cc12,Ki,1584.89,nM,CHEMBL1975128,CHEMBL1201862,,active,False
Cc1ccc(-c2cc3c(NCCN)ccc(C(N)=O)c3[nH]2)cc1,Ki,1000.0,nM,CHEMBL1996048,CHEMBL1201862,,active,False
Nc1n[nH]c2cccc(-c3ccc(F)cc3)c12,Ki,50118.72,nM,CHEMBL1971519,CHEMBL1201862,,active,False
COc1ccc(C2=NNc3cccc4c(OC)ccc2c34)cc1OC,Ki,1995.26,nM,CHEMBL1997335,CHEMBL1201862,,active,False
CNC(=O)COc1ccc(Nc2nc(Nc3ccc(C)c(S(N)(=O)=O)c3)ncc2F)cc1,Ki,5011.87,nM,CHEMBL1978099,CHEMBL1201862,,active,False
COC(=O)c1c(-c2ccc(NC(=O)Nc3ccccc3)cc2)c2c(N)ncnn2c1C,Ki,3162.28,nM,CHEMBL1977041,CHEMBL1201862,,active,False
CC(C)(CN)CNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,Ki,316.23,nM,CHEMBL1985723,CHEMBL1201862,,active,False
Cc1n[nH]c2cnc(-c3cncc(OCC(N)Cc4cccc(C(F)(F)F)c4)c3)cc12,Ki,398.11,nM,CHEMBL1998159,CHEMBL1201862,,active,False
O=C1CCCN1Cc1ccc2c(c1)[nH]c(=O)c1cccn12,Ki,3981.07,nM,CHEMBL539474,CHEMBL1201862,,active,False
Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5ccc(OC(F)F)cc5)cc4)csc23)cn1,Ki,3162.28,nM,CHEMBL1988387,CHEMBL1201862,,active,False
N#Cc1cccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)c1,Ki,794.33,nM,CHEMBL1977128,CHEMBL1201862,,active,False
CN(C)C1CCCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)C1,Ki,100.0,nM,CHEMBL1965702,CHEMBL1201862,,active,False
CC(=O)N1CCN(C2CCC(n3nc(-c4ccc(NC(=O)c5cc6ccccc6n5C)cc4)c4c(N)ncnc43)CC2)CC1,Ki,1584.89,nM,CHEMBL1972584,CHEMBL1201862,,active,False
CC(N)C1CCC(C(=O)Nc2ccnc3[nH]ccc23)CC1,Ki,1584.89,nM,CHEMBL2002992,CHEMBL1201862,,active,False
CC(C)CNC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,Ki,79.43,nM,CHEMBL2006456,CHEMBL1201862,,active,False
CCN(CC)CCCNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,Ki,3981.07,nM,CHEMBL1999414,CHEMBL1201862,,active,False
CCc1c(-c2ccc(C(C)=O)cc2)[nH]c2nccnc12,Ki,2511.89,nM,CHEMBL1994555,CHEMBL1201862,,active,False
NC(=O)c1cc2c(-c3ccc(Br)c(F)c3F)cncc2s1,Ki,3981.07,nM,CHEMBL1999918,CHEMBL1201862,,active,False
c1ccc(CNc2nc(Nc3cc(C4CC4)[nH]n3)c3sccc3n2)cc1,Ki,50.12,nM,CHEMBL1997924,CHEMBL1201862,,active,False
CC(=O)NC1CCCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)C1,Ki,158.49,nM,CHEMBL1980178,CHEMBL1201862,,active,False
O=c1[nH]c2cc(Br)cnc2[nH]1,Ki,39810.72,nM,CHEMBL1975921,CHEMBL1201862,,active,False
Cc1cc(Nc2nc(Cl)cc(NCc3ccccc3)n2)n[nH]1,Ki,1000.0,nM,CHEMBL2005449,CHEMBL1201862,,active,False
NC(=O)c1cc2ccncc2s1,Ki,79432.82,nM,CHEMBL1971534,CHEMBL1201862,,active,False
O=C(O)c1ccccc1Nc1ccnc(Nc2ccc([N+](=O)[O-])cc2)n1,Ki,5011.87,nM,CHEMBL242865,CHEMBL1201862,,active,False
NCCCOc1cc2c(c(-c3ccc(Nc4nc5ccc(Cl)cc5o4)cc3)c1)CNC2=O,Ki,3162.28,nM,CHEMBL2002479,CHEMBL1201862,,active,False
Nc1nc2ncc(-c3ccccc3)cn2n1,Ki,25118.86,nM,CHEMBL2002480,CHEMBL1201862,,active,False
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCCCCCCCCN)cnc(N)c34)cc2)c1,Ki,630.96,nM,CHEMBL1978166,CHEMBL1201862,,active,False
Cc1cc(O)nc2[nH]nc(-c3cccc(-c4ccc(Cl)cc4)c3)c12,Ki,1584.89,nM,CHEMBL1990590,CHEMBL1201862,,active,False
COc1cc(Nc2ncnc(N3CCCc4cc(C)ccc43)n2)cc(OC)c1OC,Ki,630.96,nM,CHEMBL1992125,CHEMBL1201862,,active,False
NCCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,Ki,25.12,nM,CHEMBL1972290,CHEMBL1201862,,active,False
CC(C)(C)c1ccc2nc(-c3n[nH]c4ccccc34)[nH]c2c1,Ki,1584.89,nM,CHEMBL1970104,CHEMBL1201862,,active,False
CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Ki,7.943,nM,CHEMBL1980995,CHEMBL1201862,,active,False
Cn1cc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cn1,Ki,10.0,nM,CHEMBL1984548,CHEMBL1201862,,active,False
CCN(CC)CCNC(=O)C=Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,Ki,1258.93,nM,CHEMBL2004716,CHEMBL1201862,,active,False
Nc1nnc2cncc(Cl)n12,Ki,63095.73,nM,CHEMBL1968130,CHEMBL1201862,,active,False
O=c1[nH]cnc2c(Cl)cccc12,Ki,15848.93,nM,CHEMBL1949855,CHEMBL1201862,,active,False
Cc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3-c3ccc(F)cc3)cc12,Ki,79.43,nM,CHEMBL1972339,CHEMBL1201862,,active,False
