"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL135";"ESTRADIOL";"4.0";"272.39";"0";"3.61";"BETA-ESTRADIOL";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909203";"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL242273";"SAFROLE";"-1.0";"162.19";"0";"2.14";"SAFROLE";"C=CCc1ccc2c(c1)OCO2";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909203";"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL134342";"THIOCTIC ACID";"None";"206.33";"0";"2.79";"THIOCTIC ACID";"O=C(O)CCCC[C@@H]1CCSS1";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909203";"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL5268573";"";"None";"410.48";"0";"2.26";"11";"COC1CCN(c2nccc(Nc3cc4c(cn3)c(C(N)=O)nn4C(C)C)n2)CC1";"Ki";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"18.36";"0.34";"5.28";"6.07";"0";"CHEMBL5253712";"Inhibition of human EGFR T790M/L858R double mutant assessed as apparent inhibition constant using Fl-EEPLYWSFPAKKK-CONH2 as peptide substrate preincubated for 30 mins followed by addition of substrate and measured after 30 mins by Morrison plot analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P00533";"L858R,T790M";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252534";"1";"Scientific Literature";"J Med Chem";"2016";"None";"TIME = 1.0 hr";"INHIBITOR";"";"29.0"
"CHEMBL5282384";"";"None";"522.59";"2";"2.48";"12";"CC(C)n1cc(C(=O)NC2COC2)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"16.65";"0.32";"6.22";"5.96";"0";"CHEMBL5253713";"Inhibition of human EGFR T790M/del (746 to 750 residues) mutant assessed as apparent inhibition constant using Fl-EEPLYWSFPAKKK-CONH2 peptide as substrate preincubated for 30 mins followed by addition of substrate and measured after 30 mins by Morrison plot analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"UNDEFINED MUTATION";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252534";"1";"Scientific Literature";"J Med Chem";"2016";"None";"TIME = 1.0 hr";"INHIBITOR";"";"2.0"
"CHEMBL5282384";"";"None";"522.59";"2";"2.48";"12";"CC(C)n1cc(C(=O)NC2COC2)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21";"Ki";"'='";"6.4";"nM";"8.19";"";"";"UO_0000065";"15.68";"0.30";"5.71";"5.62";"0";"CHEMBL5253714";"Inhibition of human EGFR L858R mutant assessed as apparent inhibition constant using Fl-EEPLYWSFPAKKK-CONH2 peptide as substrate preincubated for 30 mins followed by addition of substrate and measured after 30 mins by Morrison plot analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P00533";"L858R";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252534";"1";"Scientific Literature";"J Med Chem";"2016";"None";"TIME = 1.0 hr";"INHIBITOR";"";"6.4"
"CHEMBL3736183";"";"None";"399.47";"0";"3.42";"5";"CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc(C)n4C(C)C)n2)C[C@H]1F";"Ki";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"14.38";"0.27";"2.32";"7.09";"0";"CHEMBL5253715";"Inhibition of human EGFR del (746 to 750) mutant assessed as apparent inhibition constant using Fl-EEPLYWSFPAKKK-CONH2 as substrate preincubated for 30 mins followed by addition of substrate and measured after 30 mins by Morrison plot analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"UNDEFINED MUTATION";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252534";"1";"Scientific Literature";"J Med Chem";"2016";"None";"TIME = 1.0 hr";"INHIBITOR";"";"1800.0"
"CHEMBL5277269";"";"None";"412.48";"0";"2.53";"6";"Cc1nc2cnc(Nc3ccnc(-c4cnn(S(C)(=O)=O)c4)n3)cc2n1C(C)C";"Ki";"'='";"324.0";"nM";"6.49";"";"";"UO_0000065";"15.73";"0.31";"3.96";"5.39";"0";"CHEMBL5253716";"Inhibition of wild type human EGFR assessed as apparent inhibition constant using Fl-EEPLYWSFPAKKK-CONH2 as substrate preincubated for 30 mins followed by addition of substrate and measured after 30 mins by Morrison plot analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252534";"1";"Scientific Literature";"J Med Chem";"2016";"None";"TIME = 1.0 hr";"INHIBITOR";"";"324.0"
"CHEMBL2079587";"STANOZOLOL";"4.0";"328.50";"0";"4.12";"STANOZOLOL";"C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909203";"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL4209368";"";"None";"395.47";"0";"2.08";"13";"C=CC(=O)N1CC[C@@H](Nc2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C1";"Ki";"'='";"105.0";"nM";"6.98";"";"";"UO_0000065";"17.65";"0.33";"4.90";"6.60";"0";"CHEMBL4178356";"Inhibition of EGFR T790M/L858R double mutant (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P00533";"L858R,T790M";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177539";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"105.0"
"CHEMBL3989970";"MAVELERTINIB";"2.0";"415.43";"0";"0.68";"21; PF-06747775";"C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F";"Ki";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"18.98";"0.36";"7.21";"6.86";"0";"CHEMBL4178356";"Inhibition of EGFR T790M/L858R double mutant (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P00533";"L858R,T790M";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177539";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"13.0"
"CHEMBL3286830";"LORLATINIB";"4.0";"406.42";"0";"2.80";"EUB0000690a";"C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21";"Ki";"'='";"319.0";"nM";"6.50";"";"";"UO_0000065";"15.98";"0.30";"3.70";"5.90";"0";"CHEMBL5213167";"Selectivity interaction (Z’-LYTE assay (SelectScreen Invitrogen)) EUB0000690a EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Protein family: Protein Kinase";"P00533";"T790M";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5212743";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2023";"None";"Selectivity Comments: CellTiter-Glo assay (cell proliferation in aF3-CD74-ROS1G2032R cells expressing CD74-ROS1G2032R fusion): IC50 = 1 nM (PMID: 25733882); | Selectivity number of off-targets = 11.0 None | Selectivity number of targets = 206.0 None | Selectivity Remarks: Screened at 1 µM (in vitro, others targets >75% inhibition), EGFR(T790M) | Selectivity Source Knowledge: https://doi.org/10.1021/jm500261q";"";"";"319.0"
"CHEMBL1909078";"SODIUM ARSENITE";"None";"129.91";"None";"None";"SODIUM ARSENITE";"O=[As][O-].[Na+]";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909203";"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL1020";"TOLMETIN";"4.0";"257.29";"0";"2.19";"TOLMETIN";"Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909203";"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL833";"TICLOPIDINE";"4.0";"263.79";"0";"3.96";"TICLOPIDINE";"Clc1ccccc1CN1CCc2sccc2C1";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909203";"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL4245242";"";"None";"475.62";"1";"5.03";"35";"O=C(Cc1cccc(OCCCC2CCNCC2)c1)Nc1nc(-c2c[nH]c3ncccc23)cs1";"Ki";"'>'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4235346";"Inhibition of EGFR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229506";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";"";"2000.0"
"CHEMBL4213741";"";"None";"489.63";"0";"3.10";"Ent-3";"C=CC(=O)N1CC[C@H](Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1";"Ki";"'='";"164.0";"nM";"6.79";"";"";"UO_0000065";"13.86";"0.26";"3.69";"7.18";"0";"CHEMBL4178356";"Inhibition of EGFR T790M/L858R double mutant (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P00533";"L858R,T790M";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177539";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"164.0"
"CHEMBL4212326";"";"None";"395.47";"0";"1.77";"5";"C=CC(=O)N[C@H]1CCN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C1";"Ki";"'='";"36.0";"nM";"7.44";"";"";"UO_0000065";"18.82";"0.35";"5.67";"7.04";"0";"CHEMBL4178356";"Inhibition of EGFR T790M/L858R double mutant (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P00533";"L858R,T790M";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177539";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"36.0"
"CHEMBL4218154";"";"None";"441.52";"0";"2.28";"17";"C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3CC)c3ncn(C(C)C)c3n2)C[C@H]1F";"Ki";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"17.49";"0.33";"5.44";"7.30";"0";"CHEMBL4178356";"Inhibition of EGFR T790M/L858R double mutant (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P00533";"L858R,T790M";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177539";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"19.0"
"CHEMBL3354184";"";"None";"459.34";"0";"4.14";"2";"O=C(Nc1ccnc(Nc2ccnc(N3CCC(O)CC3)n2)c1)c1c(Cl)cccc1Cl";"Ki";"'='";"716.0";"nM";"6.14";"";"";"UO_0000065";"13.38";"0.27";"2.01";"5.95";"0";"CHEMBL3375801";"Inhibition of wild-type EGFR (unknown origin) by high-throughput biochemical screening";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351701";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"716.0"
"CHEMBL3354193";"";"None";"383.46";"0";"2.45";"12";"COC1CCN(c2nccc(Nc3cc4c(cn3)[nH]c(=O)n4C(C)C)n2)CC1";"Ki";"'='";"156.0";"nM";"6.81";"";"";"UO_0000065";"17.75";"0.33";"4.36";"6.74";"0";"CHEMBL3375800";"Inhibition of EGFR T790M/del746 to 750 mutant (unknown origin) by high-throughput biochemical screening";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"UNDEFINED MUTATION";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351701";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"156.0"
"CHEMBL3352835";"";"None";"473.36";"0";"4.79";"3";"COC1CCN(c2nccc(Nc3cc(NC(=O)c4c(Cl)cccc4Cl)ccn3)n2)CC1";"Ki";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"15.83";"0.32";"2.70";"8.12";"0";"CHEMBL3375800";"Inhibition of EGFR T790M/del746 to 750 mutant (unknown origin) by high-throughput biochemical screening";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"UNDEFINED MUTATION";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351701";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"32.0"
"CHEMBL488025";"EXISULIND";"3.0";"372.42";"0";"4.03";"SULINDAC SULFONE";"CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909203";"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL4098072";"";"None";"475.55";"1";"5.88";"LN2057";"C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1";"Ki";"'='";"98.9";"nM";"7.00";"";"";"UO_0000065";"14.73";"0.28";"1.12";"7.62";"0";"CHEMBL5120704";"Inhibition of recombinant human N-terminal GST-tagged EGFR wild type (669 to 1210 residues) expressed in baculovirus infected Sf21 insect cells insect cells using AQT0734 as substrate measured up to 240 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5113557";"1";"Scientific Literature";"ACS Med Chem Lett";"2022";"None";"TIME <= 4.0 hr";"INHIBITOR";"";"0.0989"
"CHEMBL3353410";"OSIMERTINIB";"4.0";"499.62";"0";"4.51";"osimertinib";"C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C";"Ki";"'='";"256.0";"nM";"6.59";"";"";"UO_0000065";"13.19";"0.24";"2.08";"7.53";"0";"CHEMBL5120707";"Inhibition of recombinant human N-terminal GST-tagged EGFR (669 to 1210 residues) (unknown origin) L858R/T790M mutant expressed in baculovirus infected Sf21 insect cells using AQT0734 as substrate measured up to 240 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"P00533";"L858R,T790M";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5113557";"1";"Scientific Literature";"ACS Med Chem Lett";"2022";"None";"TIME <= 4.0 hr";"INHIBITOR";"";"0.256"
"CHEMBL1201117";"METHOCARBAMOL";"4.0";"241.24";"0";"0.53";"METHOCARBAMOL";"COc1ccccc1OCC(O)COC(N)=O";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909203";"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL502620";"ACLARUBICIN";"3.0";"811.88";"2";"3.16";"ACLARUBICIN";"CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909203";"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL1467";"ALLOPURINOL";"4.0";"136.11";"0";"0.06";"BDBM181133";"Oc1ncnc2[nH]ncc12";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909203";"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL888";"GEMCITABINE";"4.0";"263.20";"0";"-1.29";"GEMCITABINE";"Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909203";"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL787";"MONTELUKAST";"4.0";"586.20";"2";"8.95";"MONTELUKAST";"CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1";"Ki";"";"";"";"";"";"Note: corresponding IC50 reported as Active";"";"";"";"";"";"0";"CHEMBL1909203";"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"";""
"CHEMBL14192";"BENZYLIMIDAZOLE";"None";"158.20";"0";"1.93";"1-BENZYLIMIDAZOLE";"c1ccc(Cn2ccnc2)cc1";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909203";"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL1481";"GLIMEPIRIDE";"4.0";"490.63";"0";"3.07";"GLIMEPIRIDE";"CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909203";"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL1455";"ALTRETAMINE";"4.0";"210.28";"0";"0.07";"ALTRETAMINE";"CN(C)c1nc(N(C)C)nc(N(C)C)n1";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909203";"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL715";"OLANZAPINE";"4.0";"312.44";"0";"3.44";"OLANZAPINE";"Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909203";"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL12856";"INAMRINONE";"4.0";"187.20";"0";"1.02";"AMRINONE";"Nc1cc(-c2ccncc2)c[nH]c1=O";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909203";"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL457299";"ETHYLENE GLYCOL";"None";"62.07";"0";"-1.03";"ETHYLENE GLYCOL";"OCCO";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909203";"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
