smiles,standard_type,value,units,chembl_id,document_chembl_id,data_validity_comment,activity_comment,warning_flag,CuratedSmiles,IsSalt,FailedSanit,Neutralized
CC(C)(C)CCOc1cc(-c2ccc(C(N)=O)cc2)cc2[nH]nc(N)c12,Ki,2511.89,nM,CHEMBL2001398,CHEMBL1201862,,active,False,CC(C)(C)CCOc1cc(-c2ccc(C(N)=O)cc2)cc2[nH]nc(N)c12,False,False,False
COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,Ki,158.49,nM,CHEMBL202721,CHEMBL1201862,,active,False,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,False,False,False
Nc1nc(=O)[nH]c2sccc12,Ki,50118.72,nM,CHEMBL2007097,CHEMBL1201862,,active,False,Nc1nc(=O)[nH]c2sccc12,False,False,False
CCN1CCN(c2ccc(Nc3ncc(C#N)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,Ki,794.33,nM,CHEMBL1973516,CHEMBL1201862,,active,False,CCN1CCN(c2ccc(Nc3ncc(C#N)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,False,False,False
Cc1cccc(Nc2nc(NC3CCCCC3N)cnc2C(N)=O)c1,Ki,501.19,nM,CHEMBL1974328,CHEMBL1201862,,active,False,Cc1cccc(Nc2nc(NC3CCCCC3N)cnc2C(N)=O)c1,False,False,False
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,Ki,794.33,nM,CHEMBL509032,CHEMBL1201862,,active,False,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,False,False,False
NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1,Ki,316.23,nM,CHEMBL1980407,CHEMBL1201862,,active,False,NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1,False,False,False
O=C1NCc2ccc(-c3ccc(Cl)cc3)cc21,Ki,79432.82,nM,CHEMBL2002202,CHEMBL1201862,,active,False,O=C1NCc2ccc(-c3ccc(Cl)cc3)cc21,False,False,False
COc1ccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)cc1,Ki,1000.0,nM,CHEMBL1975927,CHEMBL1201862,,active,False,COc1ccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)cc1,False,False,False
OC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,Ki,31.62,nM,CHEMBL1986943,CHEMBL1201862,,active,False,OC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,False,False,False
c1ccc(Nc2ncnc3ccccc23)cc1,Ki,63095.73,nM,CHEMBL289959,CHEMBL1201862,,active,False,c1ccc(Nc2ncnc3ccccc23)cc1,False,False,False
Nc1ncc2cccc(-c3ccccc3)n12,Ki,31622.78,nM,CHEMBL1997119,CHEMBL1201862,,active,False,Nc1ncc2cccc(-c3ccccc3)n12,False,False,False
CC(Nc1cncc(-n2cnc3ccc(C#N)cc32)n1)c1ccccc1F,Ki,1995.26,nM,CHEMBL1977138,CHEMBL1201862,,active,False,CC(Nc1cncc(-n2cnc3ccc(C#N)cc32)n1)c1ccccc1F,False,False,False
c1ccc(C2CCc3[nH]ncc3C2)cc1,Ki,39810.72,nM,CHEMBL2000879,CHEMBL1201862,,active,False,c1ccc(C2CCc3[nH]ncc3C2)cc1,False,False,False
O=C1Nc2cc(-c3ccc(O)cc3)ccc2C1=Cc1ccc[nH]1,Ki,1258.93,nM,CHEMBL1980329,CHEMBL1201862,,active,False,O=C1Nc2cc(-c3ccc(O)cc3)ccc2C1=Cc1ccc[nH]1,False,False,False
c1nc(-c2ccc3c(c2)OCO3)c2cc[nH]c2n1,Ki,1258.93,nM,CHEMBL2004515,CHEMBL1201862,,active,False,c1nc(-c2ccc3c(c2)OCO3)c2cc[nH]c2n1,False,False,False
O=C(Nc1cccc(C2Nc3ccc4ccccc4c3C3C=CCC32)c1)c1ccc(F)cc1,Ki,1000.0,nM,CHEMBL1992042,CHEMBL1201862,,active,False,O=C(Nc1cccc(C2Nc3ccc4ccccc4c3C3C=CCC32)c1)c1ccc(F)cc1,False,False,False
Fc1ccc(-c2ccc3nccn3n2)cn1,Ki,79432.82,nM,CHEMBL1967211,CHEMBL1201862,,active,False,Fc1ccc(-c2ccc3nccn3n2)cn1,False,False,False
CN1c2ccc(N)cc2C(c2ccccc2)c2cc(N)ccc21,Ki,794.33,nM,CHEMBL1991734,CHEMBL1201862,,active,False,CN1c2ccc(N)cc2C(c2ccccc2)c2cc(N)ccc21,False,False,False
CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1,Ki,100.0,nM,CHEMBL21156,CHEMBL1201862,,active,False,CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1,False,False,False
COc1cc(-c2csc3c(C=CC(=O)NCCN(C)C)cnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,Ki,125.89,nM,CHEMBL1989267,CHEMBL1201862,,active,False,COc1cc(-c2csc3c(C=CC(=O)NCCN(C)C)cnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,False,False,False
Nc1n[nH]c2ncc(Br)cc12,Ki,19952.62,nM,CHEMBL2002105,CHEMBL1201862,,active,False,Nc1n[nH]c2ncc(Br)cc12,False,False,False
CCCCN(CCC#N)C(=O)c1ccc2nc(-c3n[nH]c4ccccc34)[nH]c2c1,Ki,251.19,nM,CHEMBL1983348,CHEMBL1201862,,active,False,CCCCN(CCC#N)C(=O)c1ccc2nc(-c3n[nH]c4ccccc34)[nH]c2c1,False,False,False
CN(C)Cc1ccc2c(c1)NC(=O)C1CCCN21,Ki,3162.28,nM,CHEMBL539660,CHEMBL1201862,,active,False,CN(C)Cc1ccc2c(c1)NC(=O)C1CCCN21,False,False,False
CCN(CC)CCNC(=O)c1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc3ccccc23)c1,Ki,1995.26,nM,CHEMBL1970290,CHEMBL1201862,,active,False,CCN(CC)CCNC(=O)c1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc3ccccc23)c1,False,False,False
C#Cc1cn(C2CCCC2)c2ncnc(N)c12,Ki,501.19,nM,CHEMBL1993877,CHEMBL1201862,,active,False,C#Cc1cn(C2CCCC2)c2ncnc(N)c12,False,False,False
CCOC(=O)Cc1nc2c3cc(Br)ccc3[nH]c(=O)n2n1,Ki,1995.26,nM,CHEMBL1974480,CHEMBL1201862,,active,False,CCOC(=O)Cc1nc2c3cc(Br)ccc3[nH]c(=O)n2n1,False,False,False
Nc1ncnc2c1C(=O)Nc1ccccc1N2,Ki,31622.78,nM,CHEMBL1980671,CHEMBL1201862,,active,False,Nc1ncnc2c1C(=O)Nc1ccccc1N2,False,False,False
COc1cccc(NC(=O)N2CCC(c3nc4c(C(N)=O)cccc4[nH]3)CC2)c1,Ki,3162.28,nM,CHEMBL1973363,CHEMBL1201862,,active,False,COc1cccc(NC(=O)N2CCC(c3nc4c(C(N)=O)cccc4[nH]3)CC2)c1,False,False,False
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CC(C)O)c5)cnc(N)c34)cc2)c1,Ki,251.19,nM,CHEMBL1989708,CHEMBL1201862,,active,False,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CC(C)O)c5)cnc(N)c34)cc2)c1,False,False,False
O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2cc(Cl)ccc12,Ki,3162.28,nM,CHEMBL1981744,CHEMBL1201862,,active,False,O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2cc(Cl)ccc12,False,False,False
c1ccc2c(c1)Cc1c[nH]nc1-2,Ki,39810.72,nM,CHEMBL1989423,CHEMBL1201862,,active,False,c1ccc2c(c1)Cc1c[nH]nc1-2,False,False,False
Cc1ccnc(Nc2cc(C)nc(-c3ccccc3)n2)c1,Ki,3162.28,nM,CHEMBL1985367,CHEMBL1201862,,active,False,Cc1ccnc(Nc2cc(C)nc(-c3ccccc3)n2)c1,False,False,False
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1nc(N2CCNCC2)nc2ccccc12,Ki,794.33,nM,CHEMBL1996510,CHEMBL1201862,,active,False,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1nc(N2CCNCC2)nc2ccccc12,False,False,False
O=CN(O)C(CS(=O)(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)c1ccc(O)cc1,Ki,1258.93,nM,CHEMBL1971227,CHEMBL1201862,,active,False,O=CN(O)C(CS(=O)(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)c1ccc(O)cc1,False,False,False
CCN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,Ki,125.89,nM,CHEMBL1967998,CHEMBL1201862,,active,False,CCN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,False,False,False
Cn1cc(-c2cc3nc(Br)cnc3[nH]2)c2cc(C#N)ccc21,Ki,1000.0,nM,CHEMBL1978562,CHEMBL1201862,,active,False,Cn1cc(-c2cc3nc(Br)cnc3[nH]2)c2cc(C#N)ccc21,False,False,False
COc1ccc2c(c1)c(-c1cc3nc(Br)cnc3[nH]1)cn2C,Ki,398.11,nM,CHEMBL2005478,CHEMBL1201862,,active,False,COc1ccc2c(c1)c(-c1cc3nc(Br)cnc3[nH]1)cn2C,False,False,False
COc1cccc(OC)c1CNc1nc(NC2CCCCC2)nc2ccc(Cl)cc12,Ki,1000.0,nM,CHEMBL1996646,CHEMBL1201862,,active,False,COc1cccc(OC)c1CNc1nc(NC2CCCCC2)nc2ccc(Cl)cc12,False,False,False
c1ccc(-c2cccc3nccn23)cc1,Ki,63095.73,nM,CHEMBL1992723,CHEMBL1201862,,active,False,c1ccc(-c2cccc3nccn23)cc1,False,False,False
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,Ki,1258.93,nM,CHEMBL572878,CHEMBL1201862,,active,False,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,False,False,False
NC(=O)c1cc2c(-c3ccc(Br)cc3)cncc2s1,Ki,501.19,nM,CHEMBL1978195,CHEMBL1201862,,active,False,NC(=O)c1cc2c(-c3ccc(Br)cc3)cncc2s1,False,False,False
Clc1cc(-c2c[nH]c3ncccc23)nc(NC2CCCCC2)n1,Ki,199.53,nM,CHEMBL2006439,CHEMBL1201862,,active,False,Clc1cc(-c2c[nH]c3ncccc23)nc(NC2CCCCC2)n1,False,False,False
N#Cc1ccc2c(c1)C(c1ccc3c(n1)CCCC3O)C(=O)N2,Ki,1000.0,nM,CHEMBL1985681,CHEMBL1201862,,active,False,N#Cc1ccc2c(c1)C(c1ccc3c(n1)CCCC3O)C(=O)N2,False,False,False
OC1CCC(Nc2cc(Cl)nc(-c3c[nH]c4ncccc34)n2)CC1,Ki,31.62,nM,CHEMBL1991674,CHEMBL1201862,,active,False,OC1CCC(Nc2cc(Cl)nc(-c3c[nH]c4ncccc34)n2)CC1,False,False,False
NC(=O)c1ccc(-c2c[nH]c3nccc(Cl)c23)cc1,Ki,398.11,nM,CHEMBL1982711,CHEMBL1201862,,active,False,NC(=O)c1ccc(-c2c[nH]c3nccc(Cl)c23)cc1,False,False,False
Nc1ncnc2c1N=C(c1ccccc1)CCN2,Ki,5011.87,nM,CHEMBL262623,CHEMBL1201862,,active,False,Nc1ncnc2c1N=C(c1ccccc1)CCN2,False,False,False
CCc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc2[nH]ccc12,Ki,2511.89,nM,CHEMBL2004118,CHEMBL1201862,,active,False,CCc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc2[nH]ccc12,False,False,False
CCN1CCN(c2ccc(Nc3ncc(C#N)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,Ki,630.96,nM,CHEMBL1973516,CHEMBL1201862,,active,False,CCN1CCN(c2ccc(Nc3ncc(C#N)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,False,False,False
COCOc1cccc(OCOC)c1-c1ccc(NS(C)(=O)=O)cc1C(=O)OC,Ki,794.33,nM,CHEMBL2004025,CHEMBL1201862,,active,False,COCOc1cccc(OCOC)c1-c1ccc(NS(C)(=O)=O)cc1C(=O)OC,False,False,False
Cc1ccc(-c2cc3c(NCCN)ccc(C(N)=O)c3[nH]2)cc1,Ki,794.33,nM,CHEMBL1996048,CHEMBL1201862,,active,False,Cc1ccc(-c2cc3c(NCCN)ccc(C(N)=O)c3[nH]2)cc1,False,False,False
CC(C)(C)Nc1ncnc2[nH]cc(-c3ccccc3)c12,Ki,1000.0,nM,CHEMBL1995211,CHEMBL1201862,,active,False,CC(C)(C)Nc1ncnc2[nH]cc(-c3ccccc3)c12,False,False,False
NC(=O)c1ccc(NC2CCCCC2N)nc1Nc1cccc(Cl)c1,Ki,1000.0,nM,CHEMBL1982753,CHEMBL1201862,,active,False,NC(=O)c1ccc(NC2CCCCC2N)nc1Nc1cccc(Cl)c1,False,False,False
Nc1n[nH]c2cccc(-c3ccc(F)cc3)c12,Ki,251.19,nM,CHEMBL1971519,CHEMBL1201862,,active,False,Nc1n[nH]c2cccc(-c3ccc(F)cc3)c12,False,False,False
Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,Ki,398.11,nM,CHEMBL1081312,CHEMBL1201862,,active,False,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,False,False,False
COc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CC(O)CO)c5)cnc(N)c34)cc2)cc1,Ki,1000.0,nM,CHEMBL1965170,CHEMBL1201862,,active,False,COc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CC(O)CO)c5)cnc(N)c34)cc2)cc1,False,False,False
Cc1nnc(-c2ccccc2)c(C#N)n1,Ki,79432.82,nM,CHEMBL1994808,CHEMBL1201862,,active,False,Cc1nnc(-c2ccccc2)c(C#N)n1,False,False,False
