BindingDB_ID,smiles,value,standard_type,CuratedSmiles,IsSalt,FailedSanit
51553672,CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCCCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1C(F)(F)F,150.0,Ki (nM),CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCCCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1C(F)(F)F,False,False
17517,Clc1cc(Cl)c2c(NCCCCCCCNc3c4CCCCc4nc4cc(Cl)cc(Cl)c34)c3CCCCc3nc2c1,150.0,Ki (nM),Clc1cc(Cl)c2c(NCCCCCCCNc3c4c(nc5cc(Cl)cc(Cl)c35)CCCC4)c3c(nc2c1)CCCC3,False,False
50828054,Nc1c2CCCCc2nc2ccccc12,151.0,Ki (nM),Nc1c2c(nc3ccccc13)CCCC2,False,False
50225821,Nc1c2CCCCc2nc2ccccc12,151.0,Ki (nM),Nc1c2c(nc3ccccc13)CCCC2,False,False
15557,c1ccc2c(c1)c(c3c(n2)CCCC3)N,151.0,Ki (nM),Nc1c2c(nc3ccccc13)CCCC2,False,False
50937489,CC(=O)Nc1nn(C)c2nc3nc4CCCCc4c(N)c3cc12,155.0,Ki (nM),CC(=O)Nc1nn(C)c2nc3nc4c(c(N)c3cc12)CCCC4,False,False
50873547,CC1(C)CC(=O)C2C(c3ccncc3)c3c(N)c4CCCCc4nc3N=C2C1,157.0,Ki (nM),CC1(C)CC(=O)C2C(=Nc3nc4c(c(N)c3C2c2ccncc2)CCCC4)C1,False,False
50986026,Clc1cc(NC(=O)OCCCCCNCc2c[nH]c3ccccc23)cc(Cl)n1,157.0,Ki (nM),O=C(Nc1cc(Cl)nc(Cl)c1)OCCCCCNCc1c[nH]c2ccccc12,False,False
51414134,Cc1ccc(cc1)S(=O)(=O)SCc1ccc(cc1)C(C)(C)C,157.0,Ki (nM),Cc1ccc(S(=O)(=O)SCc2ccc(C(C)(C)C)cc2)cc1,False,False
50294856,CCCCNC(=O)OCCCCCCCCCCCCCCOC(=O)NCCCC,160.0,Ki (nM),CCCCNC(=O)OCCCCCCCCCCCCCCOC(=O)NCCCC,False,False
50294852,CCCCNC(=O)OCCCCCCCCCCOC(=O)NCCCC,160.0,Ki (nM),CCCCNC(=O)OCCCCCCCCCCOC(=O)NCCCC,False,False
50294849,CCCCNC(=O)OCCCCCCCCCCCCOC(=O)NCCCC,160.0,Ki (nM),CCCCNC(=O)OCCCCCCCCCCCCOC(=O)NCCCC,False,False
51261665,COc1ccc(CNCCCCCNc2c3CCCCc3nc3ccccc23)cc1OC,160.0,Ki (nM),COc1ccc(CNCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1OC,False,False
51188836,COc1cc2CC(Cc3ccc(CN(C)C)cc3)C(=O)c2cc1OC,161.0,Ki (nM),COc1cc2c(cc1OC)C(=O)C(Cc1ccc(CN(C)C)cc1)C2,False,False
41258,"ClC1=C(Cl)C(=O)C(Cl)=C(Cl)C1=O |c:1,t:7|",163.0,Ki (nM),O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,False,False
51414129,Cc1ccc(cc1)S(=O)(=O)SCc1ccc(cc1)C#N,166.0,Ki (nM),Cc1ccc(S(=O)(=O)SCc2ccc(C#N)cc2)cc1,False,False
51368495,N(c1nnc(o1)-c1cccc2ccccc12)c1ncccn1,170.0,Ki (nM),c1cnc(Nc2nnc(-c3cccc4ccccc34)o2)nc1,False,False
51261714,Oc1cc(\C=N\c2c3CCCCc3nc3ccccc23)cc(O)c1O,170.0,Ki (nM),Oc1cc(/C=N/c2c3c(nc4ccccc24)CCCC3)cc(O)c1O,False,False
50294851,CCCCNC(=O)OCCCCCCCCCCCCCCCCOC(=O)NCCCC,170.0,Ki (nM),CCCCNC(=O)OCCCCCCCCCCCCCCCCOC(=O)NCCCC,False,False
51261666,COc1ccc(CCOCCCCCNc2c3CCCCc3nc3ccccc23)cc1OC,170.0,Ki (nM),COc1ccc(CCOCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1OC,False,False
51506319,CC1CCCCN1CCCNC(=O)c1cc(NC(=O)OC(C)(C)C)ccc1O,170.0,Ki (nM),CC1CCCCN1CCCNC(=O)c1cc(NC(=O)OC(C)(C)C)ccc1O,False,False
51555677,[H][C@@]12Cc3ccccc3-c3c(OC)c(OC)cc(CCN1C(=O)c1cc[n+](Cc4ccccc4)cc1)c23,170.0,Ki (nM),COc1cc2c3c(c1OC)-c1ccccc1C[C@@H]3N(C(=O)c1cc[n+](Cc3ccccc3)cc1)CC2,False,False
50211430,C\C=C1/[C@@H]2Cc3[nH]c(=O)ccc3[C@]1(N)CC(C)=C2,175.0,Ki (nM),C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,False,False
51271849,Cc1ccc2oc(cc(=O)c2c1)-c1ccc(OCCCCCCN2CCCCCC2)cc1,176.0,Ki (nM),Cc1ccc2oc(-c3ccc(OCCCCCCN4CCCCCC4)cc3)cc(=O)c2c1,False,False
51271867,Cc1ccc2oc(cc(=O)c2c1)-c1ccc(OCCCCCCN2CCCCCC2)cc1,178.0,Ki (nM),Cc1ccc2oc(-c3ccc(OCCCCCCN4CCCCCC4)cc3)cc(=O)c2c1,False,False
50099521,C(c1ccc(C[n+]2cc3ccccc3c3ccccc23)cc1)[n+]1cc2ccccc2c2ccccc12,180.0,Ki (nM),c1ccc2c(c1)c[n+](Cc1ccc(C[n+]3cc4ccccc4c4ccccc43)cc1)c1ccccc21,False,False
335098,O\N=C\C(=O)c1cccnc1OCC1CCN(Cc2ccccc2)CC1,180.0,Ki (nM),O=C(/C=N/O)c1cccnc1OCC1CCN(Cc2ccccc2)CC1,False,False
51261661,Oc1ccc(CNc2c3CCCCc3nc3ccccc23)cc1O,190.0,Ki (nM),Oc1ccc(CNc2c3c(nc4ccccc24)CCCC3)cc1O,False,False
51240526,OC(CNc1ccc(Cl)cc1)CNc1ccc(cc1)-c1nc2ccccc2o1,190.0,Ki (nM),OC(CNc1ccc(Cl)cc1)CNc1ccc(-c2nc3ccccc3o2)cc1,False,False
51261674,Oc1ccc(CNc2c3CCCCc3nc3ccccc23)cc1O,190.0,Ki (nM),Oc1ccc(CNc2c3c(nc4ccccc24)CCCC3)cc1O,False,False
183478,"COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24 |r,c:12|",190.0,Ki (nM),COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,False,False
51140786,CN(C)CCOC(=O)\C=C\c1ccc2oc(cc(=O)c2c1)C(=O)Nc1ccc(C)cc1,190.0,Ki (nM),Cc1ccc(NC(=O)c2cc(=O)c3cc(/C=C/C(=O)OCCN(C)C)ccc3o2)cc1,False,False
15311,C(CCCCNc1c2CCCCc2nc2ccccc12)CCCCSc1c2CCCCc2nc2ccccc12,195.0,Ki (nM),c1ccc2c(NCCCCCCCCCSc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,False,False
51188847,COc1cc2C\C(=C/c3ccc(CN4CCCC4)cc3)C(=O)c2cc1OC,198.0,Ki (nM),COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN3CCCC3)cc1)C2,False,False
51414131,Cc1ccc(cc1)S(=O)(=O)SCc1ccc(OC(F)(F)F)cc1,198.0,Ki (nM),Cc1ccc(S(=O)(=O)SCc2ccc(OC(F)(F)F)cc2)cc1,False,False
50961490,C[N+](C)=c1ccn(CCCCOc2ccc(cc2)C(=O)NCCc2c[nH]c3ccccc23)cc1,198.0,Ki (nM),C[N+](C)=c1ccn(CCCCOc2ccc(C(=O)NCCc3c[nH]c4ccccc34)cc2)cc1,False,False
50287095,CCN(CCC(=O)NCCCCNc1c2CCCCc2nc2ccccc12)C1CCCCC1,199.0,Ki (nM),CCN(CCC(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1,False,False
50294847,CCCCNC(=O)OCCCCCCCCCCO,200.0,Ki (nM),CCCCNC(=O)OCCCCCCCCCCO,False,False
50048019,CC[N+](C)(C)c1cccc(O)c1,200.0,Ki (nM),CC[N+](C)(C)c1cccc(O)c1,False,False
50294848,CCCCNC(=O)OCCCCCCCCCCCCCCO,200.0,Ki (nM),CCCCNC(=O)OCCCCCCCCCCCCCCO,False,False
50048020,CC[N+](C)(C)c1cccc(O)c1,200.0,Ki (nM),CC[N+](C)(C)c1cccc(O)c1,False,False
50986032,Clc1cc(cc(Cl)n1)C(=O)NCCCCCCNCc1c[nH]c2ccccc12,205.0,Ki (nM),O=C(NCCCCCCNCc1c[nH]c2ccccc12)c1cc(Cl)nc(Cl)c1,False,False
51257774,CCOc1ccc(Cc2nc3cc(ccc3n2CCCCCCNc2c3CCCCc3nc3ccccc23)C(=O)N(CC)CC)cc1,206.0,Ki (nM),CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,False,False
50457592,O=c1cc(oc2cc(OCCCCCCCCN3CCCC3)ccc12)-c1cccc2ccccc12,206.0,Ki (nM),O=c1cc(-c2cccc3ccccc23)oc2cc(OCCCCCCCCN3CCCC3)ccc12,False,False
51188765,COc1cc2CC(Oc3ccc(CN(C)C)cc3)C(=O)c2cc1OC,209.0,Ki (nM),COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN(C)C)cc1)C2,False,False
51261726,Oc1ccc(CCOCCCCCNc2c3CCCCc3nc3ccccc23)cc1O,210.0,Ki (nM),Oc1ccc(CCOCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1O,False,False
50811174,C(CCNc1c2CCCCc2nc2ccccc12)CCSc1c2CCCCc2nc2ccccc12,210.0,Ki (nM),c1ccc2c(NCCCCCSc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,False,False
50099550,CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1,210.0,Ki (nM),CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,False,False
15540,Nc1c2Cc3ccccc3-c2nc2ccccc12,210.0,Ki (nM),Nc1c2c(nc3ccccc13)-c1ccccc1C2,False,False
15301,c1ccc2c(c1)c(c3c(n2)CCCC3)NCCCCCNc4c5ccccc5nc6c4CCCC6,210.0,Ki (nM),c1ccc2c(NCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,False,False
51375817,COc1ccc2cc(ccc2c1)C(=O)NCCC1CCN(Cc2ccccc2)CC1,210.0,Ki (nM),COc1ccc2cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)ccc2c1,False,False
51261637,COc1ccc(CNc2c3CCCCc3nc3ccccc23)cc1OC,210.0,Ki (nM),COc1ccc(CNc2c3c(nc4ccccc24)CCCC3)cc1OC,False,False
50713017,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H]4[C@@H](CC[C@@]4(CC[C@@]32C)C(=O)OCc2ccccc2)C(C)=O)C1(C)C,210.0,Ki (nM),CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@H]5[C@H](C(C)=O)CC[C@]5(C(=O)OCc5ccccc5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,False,False
51188821,COc1cc2CC(Oc3ccc(cc3)C(C)N3CCOCC3)C(=O)c2cc1OC,217.0,Ki (nM),COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N3CCOCC3)cc1)C2,False,False
51414132,COc1ccc(CSS(=O)(=O)c2ccc(C)cc2)cc1,219.0,Ki (nM),COc1ccc(CSS(=O)(=O)c2ccc(C)cc2)cc1,False,False
51555681,[H][C@@]12Cc3ccccc3-c3c(OC)c(OC)cc(CCN1C(=O)c1cc[n+](Cc4ccccc4Cl)cc1)c23,220.0,Ki (nM),COc1cc2c3c(c1OC)-c1ccccc1C[C@@H]3N(C(=O)c1cc[n+](Cc3ccccc3Cl)cc1)CC2,False,False
50735852,CC1=C2C3Cc4[nH]c(=O)ccc4C2(CC(C)=C3)NC1,220.0,Ki (nM),CC1=CC2Cc3[nH]c(=O)ccc3C3(C1)NCC(C)=C23,False,False
51555769,NS(=O)(=O)c1cccc(NC(=S)N\N=C2/C(=O)N(Cc3ccccc3)c3ccc(cc23)[N+]([O-])=O)c1,220.0,Ki (nM),NS(=O)(=O)c1cccc(NC(=S)N/N=C2\C(=O)N(Cc3ccccc3)c3ccc([N+](=O)[O-])cc32)c1,False,False
50287099,Nc1c2CCCCc2nc2ccccc12,225.0,Ki (nM),Nc1c2c(nc3ccccc13)CCCC2,False,False
50949142,Nc1c2CCCCc2nc2ccccc12,225.0,Ki (nM),Nc1c2c(nc3ccccc13)CCCC2,False,False
51188823,COc1cc2CC(Oc3ccc(cc3)C(C)N3CCN(C)CC3)C(=O)c2cc1OC,228.0,Ki (nM),COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N3CCN(C)CC3)cc1)C2,False,False
183477,c1ccc2c(c1)c(c3c(n2)CCCC3)N,230.0,Ki (nM),Nc1c2c(nc3ccccc13)CCCC2,False,False
335097,COc1ccc(CN2CCCCC2COc2ccc(cn2)C(=O)\C=N/O)cc1OC,233.0,Ki (nM),COc1ccc(CN2CCCCC2COc2ccc(C(=O)/C=N\O)cn2)cc1OC,False,False
51188709,CCN(C)Cc1cccc(\C=C2/Cc3cc(OC)c(OC)cc3C2=O)c1,236.0,Ki (nM),CCN(C)Cc1cccc(/C=C2\Cc3cc(OC)c(OC)cc3C2=O)c1,False,False
51188819,CCN(CC)Cc1cccc(\C=C2/Cc3cc(OC)c(OC)cc3C2=O)c1,237.0,Ki (nM),CCN(CC)Cc1cccc(/C=C2\Cc3cc(OC)c(OC)cc3C2=O)c1,False,False
51590370,O=C(CNS(=O)(=O)c1ccccc1C(F)(F)F)Nc1ccc2c(=O)n3c(nc2c1)CCC3,240.0,Ki (nM),O=C(CNS(=O)(=O)c1ccccc1C(F)(F)F)Nc1ccc2c(=O)n3c(nc2c1)CCC3,False,False
51188846,FC(F)(F)Oc1ccc(NC(=O)N2CCCN(CCc3ccccc3)CC2)cc1,241.0,Ki (nM),O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCCN(CCc2ccccc2)CC1,False,False
51578051,COc1cc2ncnc(N3CCN(Cc4ccccc4)CC3)c2cc1OC,246.0,Ki (nM),COc1cc2ncnc(N3CCN(Cc4ccccc4)CC3)c2cc1OC,False,False
50076513,CC(=NNC(=O)Nc1ccncc1)c1ccc(O)cc1,246.0,Ki (nM),CC(=NNC(=O)Nc1ccncc1)c1ccc(O)cc1,False,False
50352547,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,250.0,Ki (nM),COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,False,False
50526838,COc1cc2nc(NC(=O)CN3CCN(CCCN(C)C)CC3)sc2cc1OC,250.0,Ki (nM),COc1cc2nc(NC(=O)CN3CCN(CCCN(C)C)CC3)sc2cc1OC,False,False
50811185,C(CCCCSc1c2CCCCc2nc2ccccc12)CCCNc1c2CCCCc2nc2ccccc12,250.0,Ki (nM),c1ccc2c(NCCCCCCCCSc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,False,False
50294855,CCCCNC(=O)OCCCCCOC(=O)NCCCC,250.0,Ki (nM),CCCCNC(=O)OCCCCCOC(=O)NCCCC,False,False
248234,CC[N+](C)(C)c1cccc(c1)O,250.0,Ki (nM),CC[N+](C)(C)c1cccc(O)c1,False,False
50099526,C(c1ccccc1)[n+]1cc2ccccc2c2ccccc12,250.0,Ki (nM),c1ccc(C[n+]2cc3ccccc3c3ccccc32)cc1,False,False
15310,c1ccc2c(c1)c(c3c(n2)CCCC3)NCCCCCCCCSc4c5ccccc5nc6c4CCCC6,250.0,Ki (nM),c1ccc2c(NCCCCCCCCSc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,False,False
51414128,Cc1ccc(cc1)S(=O)(=O)SCc1ccc(cc1)[N+]([O-])=O,251.0,Ki (nM),Cc1ccc(S(=O)(=O)SCc2ccc([N+](=O)[O-])cc2)cc1,False,False
51245755,S=C(NCc1ccccc1)NNc1c2CCCCc2nc2ccccc12,253.0,Ki (nM),S=C(NCc1ccccc1)NNc1c2c(nc3ccccc13)CCCC2,False,False
51188704,COc1cc2CC(Oc3ccc(CN4CCCC4)cc3)C(=O)c2cc1OC,257.0,Ki (nM),COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCCC3)cc1)C2,False,False
50986003,Clc1cc(NC(=O)OCCCCCCNCc2ccccc2)cc(Cl)n1,259.0,Ki (nM),O=C(Nc1cc(Cl)nc(Cl)c1)OCCCCCCNCc1ccccc1,False,False
50721380,CCN(CC)CCCNc1ccc2C(=O)c3cccc4ccnc(-c2c1)c34,260.0,Ki (nM),CCN(CC)CCCNc1ccc2c(c1)-c1nccc3cccc(c13)C2=O,False,False
51579974,COc1cc2cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)[nH]c2cc1OC,260.0,Ki (nM),COc1cc2cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)[nH]c2cc1OC,False,False
50502633,COc1ccc2C\C(=C/C3CCN(Cc4ccccc4)CC3)C(=O)c2c1,260.0,Ki (nM),COc1ccc2c(c1)C(=O)/C(=C/C1CCN(Cc3ccccc3)CC1)C2,False,False
51188747,OC(COc1ccc(cc1)[N+]([O-])=O)CN1CCCN(CC1)c1nc2ccc(Cl)cc2s1,263.0,Ki (nM),O=[N+]([O-])c1ccc(OCC(O)CN2CCCN(c3nc4ccc(Cl)cc4s3)CC2)cc1,False,False
51188721,COc1cc2CC(Oc3cccc(CN4CCCCC4)c3)C(=O)c2cc1OC,266.0,Ki (nM),COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN3CCCCC3)c1)C2,False,False
50327689,CCOc1ccc2C(=O)C(COc2c1)=Cc1ccc(OCCN2CCCCC2)cc1,270.0,Ki (nM),CCOc1ccc2c(c1)OCC(=Cc1ccc(OCCN3CCCCC3)cc1)C2=O,False,False
51555679,[H][C@@]12Cc3ccccc3-c3c(OC)c(OC)cc(CCN1C(=O)c1cc[n+](Cc4ccc(F)cc4)cc1)c23,270.0,Ki (nM),COc1cc2c3c(c1OC)-c1ccccc1C[C@@H]3N(C(=O)c1cc[n+](Cc3ccc(F)cc3)cc1)CC2,False,False
51054064,Oc1cccc2C(=O)c3cc(C[n+]4ccccc4)cc(O)c3C(=O)c12,279.0,Ki (nM),O=C1c2cccc(O)c2C(=O)c2c(O)cc(C[n+]3ccccc3)cc21,False,False
50431866,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCNc1c2CCCCc2nc2ccccc12,280.0,Ki (nM),N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCNc1c2c(nc3ccccc13)CCCC2,False,False
50099527,C(C[n+]1cc2ccccc2c2ccccc12)c1ccccc1,280.0,Ki (nM),c1ccc(CC[n+]2cc3ccccc3c3ccccc32)cc1,False,False
51530503,Nc1c2CCCCc2nc2ccccc12,283.0,Ki (nM),Nc1c2c(nc3ccccc13)CCCC2,False,False
50986027,COc1ccccc1CNCCCCCOC(=O)Nc1cc(Cl)nc(Cl)c1,288.0,Ki (nM),COc1ccccc1CNCCCCCOC(=O)Nc1cc(Cl)nc(Cl)c1,False,False
50557651,COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OC,289.0,Ki (nM),COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,False,False
17521,Clc1cc(Cl)c2c(SCCCCCCCNc3c4CCCCc4nc4ccccc34)c3CCCCc3nc2c1,290.0,Ki (nM),Clc1cc(Cl)c2c(SCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,False,False
51557822,CCOP(=O)(OCC)C(Nc1ccc(cc1)C(O)=O)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,292.0,Ki (nM),CCOP(=O)(OCC)C(Nc1ccc(C(=O)O)cc1)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,False,False
51557821,CCOP(=O)(OCC)C(Nc1ccc(cc1)C(O)=O)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,297.0,Ki (nM),CCOP(=O)(OCC)C(Nc1ccc(C(=O)O)cc1)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,False,False
50294845,CCCCNC(=O)OCCCCCCCCCCCCO,300.0,Ki (nM),CCCCNC(=O)OCCCCCCCCCCCCO,False,False
50592215,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,300.0,Ki (nM),COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,False,False
51496262,CC1(C)Oc2ccc(cc2O1)C(\Cn1ccnc1)=N\OC(=O)c1ccc2ccccc2c1,308.0,Ki (nM),CC1(C)Oc2ccc(/C(Cn3ccnc3)=N/OC(=O)c3ccc4ccccc4c3)cc2O1,False,False
248235,C[n+]1c2ccccc2cc2ccccc12,310.0,Ki (nM),C[n+]1c2ccccc2cc2ccccc21,False,False
51468483,C(CCNCc1ccccc1)CCNc1ncccn1,312.0,Ki (nM),c1ccc(CNCCCCCNc2ncccn2)cc1,False,False
50965470,COc1ccc2c(c[n+](C)c3c4cc5OCOc5cc4ccc23)c1OC,320.0,Ki (nM),COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC,False,False
41692,O=C1C=Cc2ccccc2C1=O |c:2|,320.0,Ki (nM),O=C1C=Cc2ccccc2C1=O,False,False
50021332,C(NC1C2N(Cc3ccc4OCOc4c3)C3C(N(Cc4ccc5OCOc5c4)C4(CC4N2Cc2ccc4OCOc4c2)N3Cc2ccc3OCOc3c2)N1Cc1ccc2OCOc2c1)c1ccc2OCOc2c1,320.0,Ki (nM),c1cc2c(cc1CNC1C3N(Cc4ccc5c(c4)OCO5)C4C(N1Cc1ccc5c(c1)OCO5)N(Cc1ccc5c(c1)OCO5)C1(CC1N3Cc1ccc3c(c1)OCO3)N4Cc1ccc3c(c1)OCO3)OCO2,False,False
51414126,Cc1ccc(cc1)S(=O)(=O)SCc1ccc(F)cc1,327.0,Ki (nM),Cc1ccc(S(=O)(=O)SCc2ccc(F)cc2)cc1,False,False
50287102,CCN(CCC(=O)NCCCCNc1c2CCCCc2nc2ccccc12)C1CCCCC1,328.0,Ki (nM),CCN(CCC(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1,False,False
50871668,CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@]3(C1)NCCC[C@H]23,334.0,Ki (nM),CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@]3(C1)NCCC[C@H]23,False,False
17520,C(CCCNc1c2CCCCc2nc2ccccc12)CCCSc1c2CCCCc2nc2ccccc12,340.0,Ki (nM),c1ccc2c(NCCCCCCCSc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,False,False
51261643,C(CCNc1c2CCCCc2nc2ccccc12)CCOCCc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,340.0,Ki (nM),c1ccc(COc2ccc(CCOCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2OCc2ccccc2)cc1,False,False
50811182,C(CCCNc1c2CCCCc2nc2ccccc12)CCCSc1c2CCCCc2nc2ccccc12,340.0,Ki (nM),c1ccc2c(NCCCCCCCSc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,False,False
51046435,Nc1c2CCCCc2nc2ccccc12,340.0,Ki (nM),Nc1c2c(nc3ccccc13)CCCC2,False,False
50592217,CC(=O)O[C@@H]1[C@@H](O[Si](C)(C)C(C)(C)C)C=C2CCN3Cc4cc5OCOc5cc4[C@H]1[C@@H]23,340.0,Ki (nM),CC(=O)O[C@H]1[C@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O[Si](C)(C)C(C)(C)C)[C@H]23)OCO4,False,False
15309,C(CCCNc1c2CCCCc2nc2ccccc12)CCCSc1c2CCCCc2nc2ccccc12,340.0,Ki (nM),c1ccc2c(NCCCCCCCSc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,False,False
50986024,COc1ccccc1CNCCCCCCNC(=O)c1cc(Cl)nc(Cl)c1,355.0,Ki (nM),COc1ccccc1CNCCCCCCNC(=O)c1cc(Cl)nc(Cl)c1,False,False
50502630,Oc1cccc2C\C(=C/C3CCN(Cc4ccccc4)CC3)C(=O)c12,355.0,Ki (nM),O=C1/C(=C/C2CCN(Cc3ccccc3)CC2)Cc2cccc(O)c21,False,False
50294854,CCCCNC(=O)OCCOC(=O)NCCCC,360.0,Ki (nM),CCCCNC(=O)OCCOC(=O)NCCCC,False,False
50294853,CCCCNC(=O)OCCCCCCCCO,360.0,Ki (nM),CCCCNC(=O)OCCCCCCCCO,False,False
51261660,Oc1ccc(CNc2c3CCCCc3nc3ccccc23)cc1,370.0,Ki (nM),Oc1ccc(CNc2c3c(nc4ccccc24)CCCC3)cc1,False,False
51136949,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,370.0,Ki (nM),COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,False,False
51117649,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,370.0,Ki (nM),COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,False,False
50099397,CC(=O)OCC[n+]1cc2ccccc2c2ccccc12,380.0,Ki (nM),CC(=O)OCC[n+]1cc2ccccc2c2ccccc21,False,False
51084410,CCN(CC)CCCCCCCCOc1ccc2c(c1)oc(cc2=O)-c1ccc(cc1)N(C)C,386.0,Ki (nM),CCN(CC)CCCCCCCCOc1ccc2c(=O)cc(-c3ccc(N(C)C)cc3)oc2c1,False,False
50592219,CC(C)(C)[Si](C)(C)O[C@H]1C=C2CCN3Cc4cc5OCOc5cc4[C@@H]([C@@H]23)[C@@H]1OC(=O)c1ccccc1,390.0,Ki (nM),CC(C)(C)[Si](C)(C)O[C@H]1C=C2CCN3Cc4cc5c(cc4[C@H]([C@@H]1OC(=O)c1ccccc1)[C@@H]23)OCO5,False,False
51414125,Cc1ccc(cc1)S(=O)(=O)SCc1ccccc1,390.0,Ki (nM),Cc1ccc(S(=O)(=O)SCc2ccccc2)cc1,False,False
51396796,CCN(CCCCOc1ccc(cc1)-c1cc(=O)c2c(O)cc(OCCCCN(CC)Cc3ccccc3)cc2o1)Cc1ccccc1,394.0,Ki (nM),CCN(CCCCOc1ccc(-c2cc(=O)c3c(O)cc(OCCCCN(CC)Cc4ccccc4)cc3o2)cc1)Cc1ccccc1,False,False
51261662,Oc1cc(\C=N\c2c3CCCCc3nc3ccccc23)cc(O)c1O,400.0,Ki (nM),Oc1cc(/C=N/c2c3c(nc4ccccc24)CCCC3)cc(O)c1O,False,False
50077038,C(CCCCC[n+]1cccc2ccccc12)CCCC[n+]1ccccc1,400.0,Ki (nM),c1cc[n+](CCCCCCCCCC[n+]2cccc3ccccc32)cc1,False,False
50077033,C(CCCCC[n+]1cccc2ccccc12)CCCC[n+]1ccccc1,400.0,Ki (nM),c1cc[n+](CCCCCCCCCC[n+]2cccc3ccccc32)cc1,False,False
