BindingDB_ID,smiles,value,standard_type
50965470,COc1ccc2c(c[n+](C)c3c4cc5OCOc5cc4ccc23)c1OC,320.0,Ki (nM)
41692,O=C1C=Cc2ccccc2C1=O |c:2|,320.0,Ki (nM)
50021332,C(NC1C2N(Cc3ccc4OCOc4c3)C3C(N(Cc4ccc5OCOc5c4)C4(CC4N2Cc2ccc4OCOc4c2)N3Cc2ccc3OCOc3c2)N1Cc1ccc2OCOc2c1)c1ccc2OCOc2c1,320.0,Ki (nM)
51414126,Cc1ccc(cc1)S(=O)(=O)SCc1ccc(F)cc1,327.0,Ki (nM)
50287102,CCN(CCC(=O)NCCCCNc1c2CCCCc2nc2ccccc12)C1CCCCC1,328.0,Ki (nM)
50871668,CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@]3(C1)NCCC[C@H]23,334.0,Ki (nM)
17789,"CC1=CC2Cc3[nH]c(=O)ccc3[C@]3(C1)NCCC[C@H]23 |r,t:1,TLB:17:18:4.5.11:2.1.13,THB:10:11:18:2.1.13|",334.0,Ki (nM)
17520,C(CCCNc1c2CCCCc2nc2ccccc12)CCCSc1c2CCCCc2nc2ccccc12,340.0,Ki (nM)
51261643,C(CCNc1c2CCCCc2nc2ccccc12)CCOCCc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,340.0,Ki (nM)
50811182,C(CCCNc1c2CCCCc2nc2ccccc12)CCCSc1c2CCCCc2nc2ccccc12,340.0,Ki (nM)
51046435,Nc1c2CCCCc2nc2ccccc12,340.0,Ki (nM)
50592217,CC(=O)O[C@@H]1[C@@H](O[Si](C)(C)C(C)(C)C)C=C2CCN3Cc4cc5OCOc5cc4[C@H]1[C@@H]23,340.0,Ki (nM)
15309,C(CCCNc1c2CCCCc2nc2ccccc12)CCCSc1c2CCCCc2nc2ccccc12,340.0,Ki (nM)
50986024,COc1ccccc1CNCCCCCCNC(=O)c1cc(Cl)nc(Cl)c1,355.0,Ki (nM)
50502630,Oc1cccc2C\C(=C/C3CCN(Cc4ccccc4)CC3)C(=O)c12,355.0,Ki (nM)
50294854,CCCCNC(=O)OCCOC(=O)NCCCC,360.0,Ki (nM)
50294853,CCCCNC(=O)OCCCCCCCCO,360.0,Ki (nM)
51261660,Oc1ccc(CNc2c3CCCCc3nc3ccccc23)cc1,370.0,Ki (nM)
51136949,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,370.0,Ki (nM)
51117649,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,370.0,Ki (nM)
50099397,CC(=O)OCC[n+]1cc2ccccc2c2ccccc12,380.0,Ki (nM)
51084410,CCN(CC)CCCCCCCCOc1ccc2c(c1)oc(cc2=O)-c1ccc(cc1)N(C)C,386.0,Ki (nM)
50592219,CC(C)(C)[Si](C)(C)O[C@H]1C=C2CCN3Cc4cc5OCOc5cc4[C@@H]([C@@H]23)[C@@H]1OC(=O)c1ccccc1,390.0,Ki (nM)
51414125,Cc1ccc(cc1)S(=O)(=O)SCc1ccccc1,390.0,Ki (nM)
51396796,CCN(CCCCOc1ccc(cc1)-c1cc(=O)c2c(O)cc(OCCCCN(CC)Cc3ccccc3)cc2o1)Cc1ccccc1,394.0,Ki (nM)
51261662,Oc1cc(\C=N\c2c3CCCCc3nc3ccccc23)cc(O)c1O,400.0,Ki (nM)
50077038,C(CCCCC[n+]1cccc2ccccc12)CCCC[n+]1ccccc1,400.0,Ki (nM)
50077033,C(CCCCC[n+]1cccc2ccccc12)CCCC[n+]1ccccc1,400.0,Ki (nM)
51188727,COc1cc2CC(Oc3cccc(c3)C(C)N(C)C)C(=O)c2cc1OC,400.0,Ki (nM)
50713135,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,400.0,Ki (nM)
50735853,CCC1=C2C3Cc4[nH]c(=O)ccc4C2(CC(C)=C3)NC1,400.0,Ki (nM)
50048006,CC[N+](C)(C)c1cccc(O)c1,400.0,Ki (nM)
51188702,COc1cc2CC(Oc3ccc(CN4CCCCC4)cc3)C(=O)c2cc1OC,403.0,Ki (nM)
51188762,COc1cc2CC(Oc3ccc(cc3)C(C)N3CCCC3)C(=O)c2cc1OC,403.0,Ki (nM)
50986009,Brc1cnccc1NC(=O)OCCCCCNCc1ccccc1,404.0,Ki (nM)
50590120,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,428.0,Ki (nM)
50592218,CC(=O)O[C@@H]1[C@@H](O)C=C2CCN3Cc4cc5OCOc5cc4[C@H]1[C@@H]23,430.0,Ki (nM)
51553673,CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCCCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1C(F)(F)F,430.0,Ki (nM)
50326739,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,440.0,Ki (nM)
50870817,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,450.0,Ki (nM)
51188754,CCN(CC)Cc1ccc(\C=C2/Cc3cc(OC)c(OC)cc3C2=O)cc1,453.0,Ki (nM)
248236,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,460.0,Ki (nM)
50684749,COc1cc(\C=C\C(=O)Nc2ccccc2)ccc1OCCCCCCN1CCCCC1,480.0,Ki (nM)
50965472,COc1ccc2c(c[n+](C)c3c4cc5OCOc5cc4ccc23)c1OC,480.0,Ki (nM)
293124,CC(=O)Nc1ccc(OCCCN2CCN(CC2)c2ccc(F)cc2)cc1,4100.0,Ki (nM)
50523915,Fc1ccc(COc2ccc3cc(C(=O)NCCc4c[nH]c5ccccc45)c(=O)oc3c2)cc1,490.0,Ki (nM)
50257843,COc1ccc(cc1OC)C1c2c(C)[nH]nc2Oc2nc3CCCCc3c(N)c12,490.0,Ki (nM)
50534957,Nc1c2CCCCc2cc2Oc3[nH]nc(c3C(c3ccc(F)cc3)c12)-c1ccccc1,490.0,Ki (nM)
44783,CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,490.0,Ki (nM)
51510819,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,500.0,Ki (nM)
51408887,CCN(CCCCOc1ccc(C(=O)\C=C\c2ccc(cc2)N(C)C)c(O)c1)Cc1ccccc1N(C)C,500.0,Ki (nM)
51510778,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,500.0,Ki (nM)
50099536,C[n+]1c2ccccc2cc2ccccc12,500.0,Ki (nM)
51396717,COc1cc2CC(=C/c3ccc(cc3)N3CC[N+](C)(Cc4ccccc4)CC3)C(=O)c2cc1OC,500.0,Ki (nM)
51188824,COc1cc2CC(Oc3cccc(CN4CCCC4)c3)C(=O)c2cc1OC,505.0,Ki (nM)
51188751,CCN(C)Cc1cccc(CC2Cc3cc(OC)c(OC)cc3C2=O)c1,507.0,Ki (nM)
50870816,O[C@@H]1CO[C@@H](Oc2ccc(C=O)cc2)[C@H](O)[C@@H]1O,510.0,Ki (nM)
51188703,COc1cc2CC(Oc3ccc(CN4CCOCC4)cc3)C(=O)c2cc1OC,514.0,Ki (nM)
50553298,[O-][N+](=O)c1ccc(NC(=N)NC(=N)N2CCN(CC2)C(=N)NC(=N)Nc2ccc(cc2)[N+]([O-])=O)cc1,520.0,Ki (nM)
50533637,CN(C)C(=O)Oc1cccc(c1)C(=O)\C=C\c1ccc(O)cc1,520.0,Ki (nM)
51555768,CN1C(=O)\C(=N/NC(=S)Nc2cccc(c2)S(N)(=O)=O)c2cc(Cl)cc(C)c12,520.0,Ki (nM)
51188816,CC(C)(C)c1ccc(cc1)C(\N)=N\OC(=O)c1cnn(c1C(F)(F)F)-c1ccc(cc1)[N+]([O-])=O,521.0,Ki (nM)
51188707,COc1cc2CC(Cc3cccc(CN(C)C)c3)C(=O)c2cc1OC,525.0,Ki (nM)
50099525,CCCCCC[n+]1cc2ccccc2c2ccccc12,530.0,Ki (nM)
51286975,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,540.0,Ki (nM)
50353665,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,540.0,Ki (nM)
51510805,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,540.0,Ki (nM)
50553268,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,540.0,Ki (nM)
50481829,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,540.0,Ki (nM)
50104881,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,540.0,Ki (nM)
50592220,O[C@H]1C=C2CCN3Cc4cc5OCOc5cc4[C@@H]([C@@H]23)[C@@H]1OC(=O)c1ccccc1,540.0,Ki (nM)
51188837,COc1cc2CC(Oc3ccc(cc3)C(C)N(C)C)C(=O)c2cc1OC,543.0,Ki (nM)
50502636,COc1ccc2C(=O)\C(Cc2c1)=C\C1CCN(Cc2cccc(OC)c2)CC1,554.0,Ki (nM)
50089052,O\N=C\C(=O)NCCCCCCNc1c2CCCCc2nc2ccccc12,588.0,Ki (nM)
50712935,CC(=O)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(=O)OCc1ccccc1,590.0,Ki (nM)
51261676,Oc1ccc(CCNc2c3CCCCc3nc3ccccc23)cc1O,590.0,Ki (nM)
51202291,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c(C)cccc12,600.0,Ki (nM)
51261675,C(Cc1ccc(OCc2ccccc2)cc1)Nc1c2CCCCc2nc2ccccc12,610.0,Ki (nM)
51261729,C(Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1)Nc1c2CCCCc2nc2ccccc12,610.0,Ki (nM)
51188756,COc1cc2C\C(=C/c3ccc(CN(C)C)cc3)C(=O)c2cc1OC,617.0,Ki (nM)
50621524,C(CCCC[n+]1ccc2ccccc2c1)CCC[n+]1ccc2ccccc2c1,620.0,Ki (nM)
50553668,O=C(NCCN1CCCCC1)N1c2ccccc2Sc2ccccc12,620.0,Ki (nM)
50703369,Nc1c2CCCCc2nc2n(c(cc12)-c1ccccc1)-c1ccccc1,621.0,Ki (nM)
50528224,CC(=O)Oc1cccc(c1)C(=O)Nc1nnc(s1)-c1ccccc1Cl,640.0,Ki (nM)
51261722,COc1ccc(CNc2c3CCCCc3nc3ccccc23)cc1OC,640.0,Ki (nM)
17525,C(CCSc1c2CCCCc2nc2ccccc12)CNc1c2CCCCc2nc2ccccc12,650.0,Ki (nM)
50528230,ClCc1cccc(c1)C(=O)Nc1nnc(s1)-c1ccccc1Cl,660.0,Ki (nM)
248229,CC[N+](C)(CC)CCCn1c(-c2ccccc2)c2cc(N)ccc2c2ccc(=[NH2+])cc12,660.0,Ki (nM)
50332111,CC(C)CN1CCc2c(C1)sc1nc(oc(=O)c21)N(C)C,660.0,Ki (nM)
367494,CC(N(C)C)c1cccc(O)c1,700.0,Ki (nM)
51510777,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,700.0,Ki (nM)
17785,C[C@@H](c1cccc(c1)O)N(C)C,700.0,Ki (nM)
50099543,C(c1ccc(C[n+]2cc3ccccc3c3ccccc23)cc1)[n+]1cc2ccccc2c2ccccc12,710.0,Ki (nM)
51414127,Cc1ccc(cc1)S(=O)(=O)SCc1ccc(Cl)cc1,714.0,Ki (nM)
51286972,O=C(OCCc1ccc(OC(=O)\C=C\c2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)c(OC(=O)\C=C\c2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)c1)\C=C\c1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,720.0,Ki (nM)
50555581,COc1cc(OC)cc(c1)\N=C\c1cc(OC)c(OC)c(OC)c1,720.0,Ki (nM)
50870814,OC[C@H]1O[C@@H](Oc2ccc(C=O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,730.0,Ki (nM)
51573567,CN(C)CCCN1C(SCC1=O)c1ccc(F)cc1,730.0,Ki (nM)
248232,Cc1cccc2c1ccc3c2C(=O)C(=O)C4=C3OC[C@@H]4C,750.0,Ki (nM)
50621530,C(c1ccc2ccc(C[n+]3ccc4ccccc4c3)cc2c1)[n+]1ccc2ccccc2c1,750.0,Ki (nM)
50712932,COC(=O)[C@]12CC[C@H]([C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(C)=O,760.0,Ki (nM)
51188748,COc1cc2CC(Cc3ccc(CN4CCCC4)cc3)C(=O)c2cc1OC,773.0,Ki (nM)
50099322,C(C[n+]1cc2ccccc2c2ccccc12)c1ccccc1,780.0,Ki (nM)
51397593,Cc1c(OCc2ccccc2)c(=O)ccn1CCCCCCNCc1ccccc1,788.0,Ki (nM)
50621523,CC[N+](C)(C)c1cccc(O)c1,790.0,Ki (nM)
51188848,COc1cc2CC(Oc3cccc(CN4CCOCC4)c3)C(=O)c2cc1OC,793.0,Ki (nM)
50735854,CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@]3(C1)NCCC[C@H]23,794.0,Ki (nM)
50077034,C[N+](C)(CC=C)c1ccc(CCC(=O)CCc2ccc(cc2)[N+](C)(C)CC=C)cc1,800.0,Ki (nM)
50630028,CC[N+](C)(C)c1cccc(O)c1,800.0,Ki (nM)
50553664,CC(C)N(CCNC(=O)N1c2ccccc2Sc2ccccc12)C(C)C,810.0,Ki (nM)
51261728,Oc1ccc(\C=N\c2c3CCCCc3nc3ccccc23)cc1O,820.0,Ki (nM)
41699,[O-][N+](=O)c1ccc-2c(c1)C(=O)C(=O)c1ccccc-21,850.0,Ki (nM)
50326711,CC[C@H](C[C@@H](O)[C@@H](C)[C@H]1CCC2C3C=CC4=C[C@@H](O)C[C@H](O)[C@]4(C)C3CC[C@]12C)C(C)C,850.0,Ki (nM)
50528232,ClCc1cccc(c1)C(=O)Nc1nnc(s1)-c1ccccc1,850.0,Ki (nM)
50592216,CC(C)(C)[Si](C)(C)O[C@H]1C=C2CCN3Cc4cc5OCOc5cc4[C@@H]([C@@H]23)[C@@H]1O,860.0,Ki (nM)
51188825,CCN(CC)C(C)c1cccc(OC2Cc3cc(OC)c(OC)cc3C2=O)c1,865.0,Ki (nM)
50712917,COc1cccc(c1)C1c2ccc3cccnc3c2Oc2nc3CCCCc3c(N)c12,870.0,Ki (nM)
51261747,Oc1ccc(CCNc2c3CCCCc3nc3ccccc23)cc1O,870.0,Ki (nM)
51253596,COc1cc(NCc2ccc(Oc3c(N)cccc3Cl)cc2)cc(OC)c1OC,879.0,Ki (nM)
50828050,COc1ccccc1CN(C)CCCN(C)CCCNCCCn1c(-c2ccccc2)c2cc(N)ccc2c2ccc(=[NH2+])cc12,894.0,Ki (nM)
51188741,Oc1nc(Nc2ccc(cc2)C2CCCCC2)sc1CC(=O)Nc1ccc(OC(F)(F)F)cc1,897.0,Ki (nM)
41695,[O-][N+](=O)c1ccc2c3c(ccc([N+]([O-])=O)c13)c(=O)c2=O,903.0,Ki (nM)
50528242,CC(=O)Oc1cccc(c1)C(=O)Nc1nnc(s1)-c1ccccc1,910.0,Ki (nM)
51188717,CCN(C)Cc1ccc(CC2Cc3cc(OC)c(OC)cc3C2=O)cc1,918.0,Ki (nM)
50965471,COc1ccc2c(c[n+](C)c3c4cc5OCOc5cc4ccc23)c1OC,920.0,Ki (nM)
50684828,COc1cc(\C=C\C(=O)Nc2ccccc2)ccc1OCCCCCCN1CCCCC1,920.0,Ki (nM)
51188755,CCN(C)Cc1ccc(\C=C2/Cc3cc(OC)c(OC)cc3C2=O)cc1,920.0,Ki (nM)
51506336,COC(=O)CCC\C=C/C\C=C/C\C=C/CCOC(=O)Nc1cccc(Cl)c1,930.0,Ki (nM)
51579975,COc1ccc2[nH]cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)c2c1,930.0,Ki (nM)
50826725,COc1ccc(Cn2cc(CNc3c4CCCCc4nc4ccc(Cl)cc34)nn2)cc1,940.0,Ki (nM)
50099171,CCc1sc[n+](C)c1C,940.0,Ki (nM)
50099321,C(c1ccccc1)[n+]1cc2ccccc2c2ccccc12,950.0,Ki (nM)
50099398,CC(=O)OCC[n+]1cccc2c1ccc1ccccc21,950.0,Ki (nM)
41255,C1=CC(=O)C=CC1=O,955.0,Ki (nM)
50528241,FC(F)(F)c1cc(cc(c1)C(F)(F)F)C(=O)Nc1nnc(s1)-c1ccccc1Cl,970.0,Ki (nM)
50592221,CC(=O)O[C@H]1C=C2CCN3Cc4cc5OCOc5cc4[C@@H]([C@@H]23)[C@@H]1OC(=O)c1ccccc1,970.0,Ki (nM)
50502624,O=C1\C(Cc2cc3OCOc3cc12)=C\C1CCN(Cc2ccccc2)CC1,980.0,Ki (nM)
50621475,C(CCCC[n+]1ccc2ccccc2c1)CCC[n+]1ccc2ccccc2c1,980.0,Ki (nM)
51396720,COc1cc2CC(=C/c3ccc(cc3)N3CC[N+](C)(Cc4cccc(Cl)c4)CC3)C(=O)c2cc1OC,1000.0,Ki (nM)
51506352,O=C(Nc1ccccc1)OC1CN2CCC1CC2,1000.0,Ki (nM)
50724576,CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1,1000.0,Ki (nM)
51441238,[H][C@@]12Cc3c4COCOc4c(OC)cc3C=[N+]1CCc1cc3OCOc3c(OC)c21,1000.0,Ki (nM)
248228,CN(C)c1ccc(cc1)-c1sc2cc(C)ccc2[n+]1C,1000.0,Ki (nM)
50100724,CCN(CC)CCNC(=O)c1ccc(N)cc1,1000.0,Ki (nM)
50100757,CCCCCSC(=O)OCC[N+](C)(C)C,1000.0,Ki (nM)
50214222,CCCCC1CCN(CCCC(=O)c2ccccc2C)CC1,,Ki (nM)
51573568,CN(C)CCCN1C(SCC1=O)c1ccc(Cl)cc1Cl,1000.0,Ki (nM)
50048013,CCN(CC)CCNC(=O)c1ccc(N)cc1,1000.0,Ki (nM)
50724574,CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,1000.0,Ki (nM)
50214274,O=C(Cc1ccccc1)NC1CCN(CCCN2C(=O)COc3ccccc23)CC1,,Ki (nM)
50048005,CCN(CC)CCNC(=O)c1ccc(N)cc1,1000.0,Ki (nM)
51188841,COc1cc2CC(Oc3cccc(CN(C)C)c3)C(=O)c2cc1OC,1004.0,Ki (nM)
201195,CC[N+](C)(C)c1cccc(c1)O,1010.0,Ki (nM)
51188750,CCN(CC)Cc1ccc(CC2Cc3cc(OC)c(OC)cc3C2=O)cc1,1040.0,Ki (nM)
50807405,COc1cc(\C=C\C(=O)OCC2CCN(Cc3ccccc3)CC2)ccc1O,1040.0,Ki (nM)
200769,Brc1cccc(CN=Nc2nc(cs2)-c2cc3ccccc3oc2=O)c1 |w:8.8|,1050.0,Ki (nM)
51046436,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,1060.0,Ki (nM)
50326707,CC[C@H](C[C@@H](O)[C@@H](C)[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@]12C)C(C)C,1100.0,Ki (nM)
51506334,COC(=O)CCC\C=C/C\C=C/C\C=C/CCOC(=O)Nc1ccc(Br)cc1,1100.0,Ki (nM)
335096,CN(CCc1ccccc1)C1CCc2ncc(NC(=O)C(=N\O)\C(C)=O)cc2C1,1108.0,Ki (nM)
50965469,COc1ccc2c(c[n+](C)c3c4cc5OCOc5cc4ccc23)c1OC,1120.0,Ki (nM)
50957444,CCN(C)C(=O)Oc1ccc2N(C)C3N(CCc4ccccc34)Cc2c1,1120.0,Ki (nM)
50350065,CCCC[C@@H](O)\C=C\C=C\C(O)=O,1170.0,Ki (nM)
50103321,Oc1ccc(CN(CC#C)C(CCC2CCN(Cc3ccccc3)CC2)C#N)c2cccnc12,1210.0,Ki (nM)
50621525,C(c1ccc2ccc(C[n+]3ccc4ccccc4c3)cc2c1)[n+]1ccc2ccccc2c1,1250.0,Ki (nM)
200765,COc1ccc(CN=Nc2nc(cs2)-c2cc3ccccc3oc2=O)cc1 |w:8.8|,1250.0,Ki (nM)
50099517,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc12)C1c2ccccc2-c2ccccc12,1300.0,Ki (nM)
50871685,O=NCc1cccc[n+]1CCCCCCC[n+]1ccccc1CN=O,1300.0,Ki (nM)
50099539,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc12)C1c2ccccc2-c2ccccc12,1300.0,Ki (nM)
50107645,O=C(COc1ccc2ccc(=O)oc2c1)NC1CCN(Cc2ccccc2)CC1,1320.0,Ki (nM)
408493,C1CN2C=Nc3sc4CCCCc4c3C2=N1,1320.0,Ki (nM)
51188763,CCN(CC)C(C)c1ccc(OC2Cc3cc(OC)c(OC)cc3C2=O)cc1,1330.0,Ki (nM)
51188764,CCN(CC)Cc1ccc(OC2Cc3cc(OC)c(OC)cc3C2=O)cc1,1340.0,Ki (nM)
51397596,COc1ccccc1CNCCCCCCn1ccc(=O)c(O)c1C,1344.0,Ki (nM)
408491,O=C1N2CCN=C2Nc2sc3CN(Cc4ccccc4)CCc3c12,1550.0,Ki (nM)
293123,CC(=O)Nc1ccc(OCCCN2CCN(CC2)c2ccccc2F)cc1,2540.0,Ki (nM)
51397595,Cc1c(O)c(=O)ccn1CCCCCCNCc1ccccc1,1366.0,Ki (nM)
51314668,Cc1c(C)c(=O)oc2cc(OCC3CCCN(Cc4ccccc4)C3)ccc12,1370.0,Ki (nM)
51314647,Cc1c(C)c(=O)oc2cc(OCC3CCCN(Cc4ccccc4)C3)ccc12,1370.0,Ki (nM)
293122,CC(=O)Nc1ccc(OCCCN2CCN(CC2)c2ccccc2)cc1,2280.0,Ki (nM)
51392817,CN(CCCCCCOc1cc(O)c2c(c1)oc1ccccc1c2=O)Cc1ccc(O)cc1,1400.0,Ki (nM)
51144772,CC(C)(C)c1cc(\C=C\C(=O)NCCC2CCN(Cc3ccccc3F)CC2)cc(c1O)C(C)(C)C,1400.0,Ki (nM)
50294850,CCCCNC(=O)OCCCCCO,1400.0,Ki (nM)
50553324,CC(C)(C)c1ccc(NC(=N)NC(=N)N2CCN(CC2)C(=N)NC(=N)Nc2ccc(cc2)C(C)(C)C)cc1,1410.0,Ki (nM)
50961495,O=C(NCCc1c[nH]c2ccccc12)c1ccc(OCCCCn2c3ccccc3c3ccccc23)cc1,1437.0,Ki (nM)
50089049,O\N=C\C(=O)NCCCCNc1c2CCCCc2nc2ccccc12,1492.0,Ki (nM)
50294846,CCCCNC(=O)OCCO,1500.0,Ki (nM)
50811188,CC(=O)N(CCCNc1c2CCCCc2nc2ccccc12)CCCNc1c2CCCCc2nc2ccccc12,1500.0,Ki (nM)
408496,C(N1CCc2c(C1)sc1N=CN3CCCN=C3c21)c1ccccc1,1500.0,Ki (nM)
50724579,CCCCCCCCCC1CCC(CCCCC=C)N1,1500.0,Ki (nM)
15308,CC(=O)N(CCCNc1c2CCCCc2nc2ccccc12)CCCNc1c2CCCCc2nc2ccccc12,1500.0,Ki (nM)
50034677,O=C1CCCN1CC#CCN1CCCC1,1500.0,Ki (nM)
408492,O=C1N2CCCN=C2Nc2sc3CN(Cc4ccccc4)CCc3c12,2070.0,Ki (nM)
51136944,CCCCCCCCCCCCCCCCC\C=C\C(O)=O,1510.0,Ki (nM)
200774,COc1cc(CN=Nc2nc(cs2)-c2cc3ccccc3oc2=O)cc(OC)c1O |w:7.7|,1550.0,Ki (nM)
50332130,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,1560.0,Ki (nM)
50553252,Ic1ccccc1NC(=N)NC(=N)N1CCN(CC1)C(=N)NC(=N)Nc1ccccc1I,1560.0,Ki (nM)
51606624,c1ccc2c(CN3CCC[C@@H]3COc3ccc4c(c3)OCO4)cccc2c1,1590.0,Ki (nM)
51188710,CCN(CC)Cc1cccc(OC2Cc3cc(OC)c(OC)cc3C2=O)c1,1590.0,Ki (nM)
51445503,CON(C)C(=O)Oc1ccccc1C(=O)NCCc1c[nH]c2ccccc12,1596.0,Ki (nM)
51261663,C(Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1)Nc1c2CCCCc2nc2ccccc12,1600.0,Ki (nM)
50991352,BrC1=C[C@@]2(CCC1=O)C=CNC1=C2C2=NCCc3c[nH]c(c23)C1=O,1600.0,Ki (nM)
51261755,C(Cc1ccc(OCc2ccccc2)cc1)Nc1c2CCCCc2nc2ccccc12,1600.0,Ki (nM)
200768,Clc1ccc(CN=Nc2nc(cs2)-c2cc3ccccc3oc2=O)cc1 |w:7.7|,1620.0,Ki (nM)
201196,CC(C)N(CCNC(=O)N1c2ccccc2Sc2ccccc12)C(C)C,1640.0,Ki (nM)
51555682,[H][C@]12Cc3ccccc3-c3c(OC)c(OC)cc(CCN1C(=O)c1cc[n+](Cc4ccccc4Cl)cc1)c23,1650.0,Ki (nM)
293115,CC(=O)Nc1ccc(OCC(=O)N2CCN(CC2)c2ccccc2)cc1,43660.0,Ki (nM)
41257,"ClC1=C(Cl)C(=O)C(=O)C(Cl)=C1Cl |c:1,9|",1670.0,Ki (nM)
50474988,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(=O)OCCCCCl,1680.0,Ki (nM)
50332139,CN(C)c1nc2sc3CN(Cc4ccccc4)CCc3c2c(=O)o1,1700.0,Ki (nM)
51510826,CCCCCCCCCCCCNC(=O)[C@@H](OCc1ccccc1)[C@H]1O[C@@H](N=[N+]=[N-])[C@H](OC(C)=O)[C@H]1OCc1ccccc1,1730.0,Ki (nM)
50099532,C(C[n+]1cccc2c1ccc1ccccc21)c1ccccc1,1800.0,Ki (nM)
51185308,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,1800.0,Ki (nM)
51261672,Oc1ccc(\C=N\c2c3CCCCc3nc3ccccc23)cc1,1800.0,Ki (nM)
51286969,O=C(OCCc1ccc(OC(=O)\C=C\c2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)c(OC(=O)\C=C\c2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)c1)\C=C\c1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,1800.0,Ki (nM)
50099547,CCCCCC[n+]1cc2ccccc2c2ccccc12,1800.0,Ki (nM)
51430042,CC(C)(C)CC(C)(C)NC(=O)C1(N2CCC2=O)C(=O)N(Cc2ccccc2)c2ccccc12,1800.0,Ki (nM)
50008790,CN(C)c1ccc(CC(=O)NCCCCCCCCCCCCNC23CC4CC(CC(C4)C2)C3)cc1,1800.0,Ki (nM)
51261664,C1CCN(CC1)c1c2CCCCc2nc2ccccc12,1800.0,Ki (nM)
51185299,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,1800.0,Ki (nM)
200771,O=c1oc2ccccc2cc1-c1csc(N=NCc2ccc(cc2)N(=O)=O)n1 |w:15.16|,1810.0,Ki (nM)
50502634,COc1cccc2C\C(=C/C3CCN(Cc4ccccc4)CC3)C(=O)c12,1835.0,Ki (nM)
