smiles,standard_type,value,units,bindingdb_id,data_validity_comment,activity_comment,warning_flag
COC1CC[C@@H](COc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN5CC6=C(c7ccc(Cl)cc7)CC(C)(C)C[C@H]6OCCCOC[C@@H]5C4)cc3N3CCCOc4nc5[nH]ccc5cc43)cc2[N+](=O)[O-])OC1,Ki, 0.100,nM,1498053,,,False
CN(C)CCOc1cccc(c1CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)c(Oc2ccc3[nH]ccc3c2)c1)-c1ccc(Cl)cc1,Ki,<0.100000,nM,51272571,,,False
CN(C)CCOc1cccc(c1CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)c(Oc2ccc3[nH]ccc3c2)c1)-c1ccc(Cl)cc1,Ki,<0.100000,nM,50490138,,,False
CO[C@@H]%10CC[C@@H](COc9ccc(S(=O)(=O)NC(=O)c5ccc(N4CCN3CC2=C(c1ccc(Cl)cc1)CC(C)(C)C[C@H]2OCCCOC[C@@H]3C4)cc5N8CCCOc7nc6[nH]ccc6cc78)cc9[N+](=O)[O-])OC%10,Ki, 0.100,nM,1406282,,,False
CC(C)N(CCOc1ccc(c(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccccc3)c2)c1)-c1ccc(Cl)cc1)C(C)C,Ki, 0.101,nM,324855,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4(N)CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:58|,Ki, 0.102,nM,324900,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4CCOC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.104,nM,1180098,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4CCOC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:54|,Ki, 0.104,nM,339863,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4CCOC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.104,nM,1373052,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4(F)CCOCC4)c(c3)C(F)(F)F)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.104,nM,704800,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4CCOC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.104,nM,704913,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4(F)CCOCC4)c(c3)C(F)(F)F)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:59|,Ki, 0.104,nM,339753,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4(F)CCOCC4)c(c3)C(F)(F)F)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.104,nM,1179871,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4(F)CCOCC4)c(c3)C(F)(F)F)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.104,nM,1372939,,,False
CC(N1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)c(Oc2cc3cc[nH]c3cc2F)c1)C1=C(CC(C)(C)CC1)c1ccc(Cl)cc1,Ki, 0.105,nM,387831,,,False
CN1CCN(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:49|,Ki, 0.105,nM,324886,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCNC(=O)C4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4c(F)c3F)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.105,nM,387814,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4COCCO4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:57|,Ki, 0.105,nM,325040,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCNC(=O)C4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4c(F)c3F)c2)=C(C1)c1ccc(Cl)cc1 |c:62|,Ki, 0.105,nM,281564,,,False
CC(N1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)c(Oc2cc3cc[nH]c3cc2F)c1)C1=C(CC(C)(C)CC1)c1ccc(Cl)cc1 |t:54|,Ki, 0.105,nM,281581,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccccc1Cl)N1CCN(CC2=C(CCCCC2)c2ccc(Cl)cc2)CC1,Ki, 0.106,nM,387635,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccccc1Cl)N1CCN(CC2=C(CCCCC2)c2ccc(Cl)cc2)CC1 |t:46|,Ki, 0.106,nM,281389,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cccc(Cl)c3F)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.106,nM,387726,,,False
[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2[nH]ccc12)N1CCN(Cc2c(OCCN3CCOCC3)cccc2-c2ccc(Cl)cc2)CC1,Ki, 0.106,nM,324847,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cccc(Cl)c3F)c2)=C(C1)c1ccc(Cl)cc1 |c:57|,Ki, 0.106,nM,281480,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OC4CCC(CC4)N4CCOCC4)c(Br)c3)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.107,nM,387908,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCN4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cccc(F)c3)c2)=C(C1)c1ccc(Cl)cc1 |c:55|,Ki, 0.107,nM,281461,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCNC(=O)C4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:60|,Ki, 0.107,nM,324931,,,False
"CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OC4CCC(CC4)N4CCOCC4)c(Br)c3)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1 |c:62,(.55,-12.15,;1.37,-10.84,;-.17,-10.89,;1.37,-9.3,;2.7,-8.53,;4.03,-9.3,;5.37,-8.53,;5.37,-6.99,;6.7,-6.22,;6.7,-4.68,;5.37,-3.91,;4.03,-4.68,;4.03,-6.22,;5.37,-2.37,;6.7,-1.6,;6.7,-.06,;5.37,.71,;5.37,2.25,;6.7,3.02,;4.03,3.02,;4.03,4.56,;2.49,4.56,;5.57,4.56,;4.03,6.1,;5.37,6.87,;5.37,8.41,;4.03,9.18,;4.03,10.72,;5.37,11.49,;5.37,13.03,;6.7,13.8,;8.03,13.03,;8.03,11.49,;6.7,10.72,;9.37,13.8,;9.37,15.34,;10.7,16.11,;12.03,15.34,;12.03,13.8,;10.7,13.03,;2.7,8.41,;1.37,9.18,;2.7,6.87,;4.03,-.06,;2.7,.71,;1.37,-.06,;.03,.71,;-1.3,-.06,;-2.77,.42,;-3.67,-.83,;-2.77,-2.08,;-1.3,-1.6,;.03,-2.37,;1.37,-1.6,;2.7,-2.37,;4.03,-1.6,;4.03,-10.84,;2.7,-11.61,;5.37,-11.61,;6.7,-10.84,;8.03,-11.61,;8.03,-13.15,;9.37,-13.92,;6.7,-13.92,;5.37,-13.15,)|",Ki, 0.107,nM,281656,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCN4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cccc(F)c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.107,nM,387707,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H]4CCCN(C4)C4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1 |c:64|,Ki, 0.108,nM,281652,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:63|,Ki, 0.108,nM,324885,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H]4CCCN(C4)C4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.108,nM,387904,,,False
CC1(C)C[C@H]2OCCCOC[C@@H]3CN(CCN3CC2=C(C1)c1ccc(Cl)cc1)c1ccc(C(=O)NS(=O)(=O)c2ccc(OC[C@H]3CC[C@@H](CC3)N3CCOCC3)c(Cl)c2)c(c1)N1CCCOc2nc3[nH]ccc3cc12,Ki, 0.108,nM,1406258,,,False
CC1(C)CC(c2ccc(Cl)cc2)=C2CN3CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(OCC6CCC(N7CCOCC7)CC6)c(Cl)c5)c(N5CCCOc6nc7[nH]ccc7cc65)c4)C[C@H]3COCCCO[C@@H]2C1,Ki, 0.108,nM,1498029,,,False
CC%11(C)CC(c1ccc(Cl)cc1)=C%10CN9CCN(c8ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]3CC[C@H](N2CCOCC2)CO3)c([N+](=O)[O-])c4)c(N7CCCOc6nc5[nH]ccc5cc67)c8)C[C@H]9COCCCO[C@@H]%10C%11,Ki, 0.109,nM,1406256,,,False
CC%11(C)CC(c1ccc(Cl)cc1)=C%10CN9CCN(c8ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]3CC[C@H](N2CCOCC2)CO3)c([N+](=O)[O-])c4)c(N7CCCOc6nc5[nH]ccc5cc67)c8)C[C@H]9COCCCO[C@@H]%10C%11,Ki, 0.109,nM,1498027,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCN(CC4)c4nccs4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:61|,Ki, 0.10999,nM,339908,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCN(CC4)c4nccs4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.110,nM,704962,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CC4)c(c3)[N+]([O-])=O)c(Oc3ccccc3F)c2)=C(C1)c1ccc(Cl)cc1 |c:57|,Ki, 0.11,nM,281455,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CC4)c(c3)[N+]([O-])=O)c(Oc3ccccc3F)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.11,nM,387701,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCN(CC4)c4nccs4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.110,nM,1180199,,,False
CN1CCN(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc(N)c(Br)c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:47|,Ki, 0.11,nM,281682,,,False
COCCNc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cc2cc[nH]c2cc1F)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:46|,Ki, 0.11,nM,281587,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCN(CC4)c4nccs4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.110,nM,1373101,,,False
COCCNc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cc2cc[nH]c2cc1F)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 0.11,nM,387838,,,False
CN1CCN(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc(N)c(Br)c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 0.11,nM,387934,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]cc(Cl)c4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:64|,Ki, 0.111,nM,281605,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]cc(Cl)c4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.111,nM,387856,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCc4ccc(OC(F)F)cc4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.111,nM,1372908,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCc4ccc(OC(F)F)cc4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.111,nM,704769,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCc4ccc(OC(F)F)cc4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.111,nM,1180185,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCc4ccc(OC(F)F)cc4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:61|,Ki, 0.111,nM,339726,,,False
COc1ccccc1Oc1cc(ccc1C(=O)NS(=O)(=O)c1ccc(NC2CCN(C)CC2)c(c1)[N+]([O-])=O)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:47|,Ki, 0.112,nM,281508,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cccc4[nH]ccc34)c2)=C(C1)c1ccc(Cl)cc1 |c:57|,Ki, 0.112,nM,324995,,,False
COc1ccccc1Oc1cc(ccc1C(=O)NS(=O)(=O)c1ccc(NC2CCN(C)CC2)c(c1)[N+]([O-])=O)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 0.112,nM,387757,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OC[C@@H]4CCN(C4)C(CF)CF)c(Cl)c3)c(Oc3cccc4[nH]ncc34)c2)=C(C1)c1ccc(Cl)cc1 |c:59|,Ki, 0.112,nM,325147,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(c3)C#N)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.113,nM,387876,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(c3)C#N)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1 |c:57|,Ki, 0.113,nM,281624,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@@H]4CCCN(C4)C(CF)CF)c(c3)[N+]([O-])=O)c(Oc3cnc(N)c(Cl)c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.114,nM,387957,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cc(Cl)c(NCC4CCOCC4)c(c3)C#N)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.114,nM,1179936,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cc(Cl)c(NCC4CCOCC4)c(c3)C#N)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:57|,Ki, 0.114,nM,339603,,,False
CN1CCC(CC1)Nc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc(N)c(Cl)c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:51|,Ki, 0.114,nM,281677,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cc(Cl)c(NCC4CCOCC4)c(c3)C#N)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.114,nM,1372783,,,False
CN1CCC(CC1)Nc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc(N)c(Cl)c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 0.114,nM,387929,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@@H]4CCCN(C4)C(CF)CF)c(c3)[N+]([O-])=O)c(Oc3cnc(N)c(Cl)c3)c2)=C(C1)c1ccc(Cl)cc1 |c:59|,Ki, 0.114,nM,281705,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cc(Cl)c(NCC4CCOCC4)c(c3)C#N)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.114,nM,704644,,,False
COC1(COc2ccc(cc2[N+]([O-])=O)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CCOCC1,Ki, 0.115,nM,704826,,,False
COC1(COc2ccc(cc2[N+]([O-])=O)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CCOCC1,Ki, 0.115,nM,1179923,,,False
COC1(COc2ccc(cc2[N+]([O-])=O)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CCOCC1,Ki, 0.115,nM,1372965,,,False
COC1(COc2ccc(cc2[N+]([O-])=O)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CCOCC1 |t:45|,Ki, 0.115,nM,339776,,,False
CN(C)CCCOc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:47|,Ki, 0.116,nM,324821,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCS(=O)(=O)C4)c(c3)[N+]([O-])=O)c(Oc3cccc4[nH]ccc34)c2)=C(C1)c1ccc(Cl)cc1 |c:58|,Ki, 0.116,nM,325030,,,False
CN(C)CCCCNc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccccc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 0.116,nM,324872,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCNC(=O)C4)c(c3)[N+]([O-])=O)c(Oc3ccccc3Cl)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.119,nM,387829,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccccc1C)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:46|,Ki, 0.119,nM,281509,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCc4cccc(OC(F)(F)F)c4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.119,nM,704767,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCc4cccc(OC(F)(F)F)c4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.119,nM,1180181,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCc4cccc(OC(F)(F)F)c4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:62|,Ki, 0.119,nM,339724,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccccc1C)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 0.119,nM,387758,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCc4cccc(OC(F)(F)F)c4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.119,nM,1372906,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCNC(=O)C4)c(c3)[N+]([O-])=O)c(Oc3ccccc3Cl)c2)=C(C1)c1ccc(Cl)cc1 |c:57|,Ki, 0.119,nM,281579,,,False
C[C@H](N1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)c(Oc2cccc3[nH]ccc23)c1)c1ccccc1-c1ccc(Cl)cc1,Ki, 0.12,nM,324964,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cc(F)cc(F)c1Cl)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:48|,Ki, 0.12,nM,281494,,,False
OCCCN1CCC(=C(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cccc4[nH]ccc34)c2)C1)c1ccc(Cl)cc1 |t:7|,Ki, 0.12,nM,325059,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(NCC4(F)CCOCC4)c(Cl)c3)c(Oc3cccc4[nH]ncc34)c2)=C(C1)c1ccc(Cl)cc1 |c:56|,Ki, 0.12,nM,325116,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cc(F)cc(F)c1Cl)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 0.12,nM,387742,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OC4CCN(CC4)C4CCOCC4)c(c3)C#N)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.123,nM,1180000,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OC4CCN(CC4)C4CCOCC4)c(c3)C#N)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:62|,Ki, 0.123,nM,339633,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccccc3Cl)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.123,nM,387694,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OC4CCN(CC4)C4CCOCC4)c(c3)C#N)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.123,nM,1372815,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccccc3Cl)c2)=C(C1)c1ccc(Cl)cc1 |c:56|,Ki, 0.123,nM,281448,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OC4CCN(CC4)C4CCOCC4)c(c3)C#N)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.123,nM,704676,,,False
