BindingDB_ID,smiles,value,standard_type,pIC50,CuratedSmiles,IsSalt,FailedSanit
50038843,CC12CCC3C(C[C@@H](C=C)C4=CC(=O)CCC34C)C1CCC2=O,320.0,IC50(nM),6.494850021680094,C=C[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,False,False
50065867,CCCC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,790.0,IC50(nM),6.102372908709558,CCCC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,False,False
50065884,CC12CCC3C(C[C@H](C4=CC(=O)CCC34C)c3ccccc3)C1CCC2=O,1700.0,IC50(nM),5.769551078621726,CC12CCC3C(C[C@@H](c4ccccc4)C4=CC(=O)CCC43C)C1CCC2=O,False,False
50038853,CC12CCC3C(C[C@@H](Cc4ccccc4)C4=CC(=O)CCC34C)C1CCC2=O,4000.0,IC50(nM),5.3979400086720375,CC12CCC3C(C[C@@H](Cc4ccccc4)C4=CC(=O)CCC43C)C1CCC2=O,False,False
50065876,C[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,720.0,IC50(nM),6.142667503568732,C[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,False,False
50065885,CC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,140.0,IC50(nM),6.853871964321762,CC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,False,False
50103417,CC12CCC3C(C[C@H](CC#C)C4=CC(=O)CCC34C)C1CCC2=O,176.0,IC50(nM),6.7544873321858505,C#CC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,False,False
50103419,CC12CCC3C(C[C@@H](CC#C)C4=CC(=O)CCC34)C1CCC2=O,275.0,IC50(nM),6.560667306169737,C#CC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2CCC(=O)C=C21,False,False
50103420,CC12CCC3C(C[C@H](CC#C)C4=CC(=O)CCC34)C1CCC2=O,187.5,IC50(nM),6.726998727936262,C#CC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2CCC(=O)C=C21,False,False
50103421,CC12CCC3C(C[C@@H](CC#C)C4=CC(=O)CCC34C)C1CCC2=O,31.0,IC50(nM),7.508638306165727,C#CC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,False,False
50418471,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@H](F)C[C@]34C)[C@@H]1CCC2=O,970.0,IC50(nM),6.013228265733755,C[C@]12C[C@@H](F)C(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50501696,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C(=O)C(O)=C(C[C@]34C)C#N)[C@@H]1CC[C@@H]2O,1020.0,IC50(nM),5.991399828238082,C[C@]12CC(C#N)=C(O)C(=O)[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,False,False
50418478,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1C\C(=C/c1ccncc1)C2=O,5200.0,IC50(nM),5.2839966563652006,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)/C(=C/c3ccncc3)C[C@@H]12,False,False
50418479,CC(=O)[C@@]1(C)CC[C@H]2[C@@H](C=CC3=CC(=O)CC[C@]23C)[C@@H]1CC#N,220.0,IC50(nM),6.657577319177793,CC(=O)[C@@]1(C)CC[C@H]2[C@@H](C=CC3=CC(=O)CC[C@@]32C)[C@@H]1CC#N,False,False
50418481,CC(=O)[C@@]1(C)CC[C@H]2[C@@H](CCC3=CC(=O)CC[C@]23C)[C@@H]1CC#N,420.0,IC50(nM),6.376750709602099,CC(=O)[C@@]1(C)CC[C@H]2[C@@H](CCC3=CC(=O)CC[C@@]32C)[C@@H]1CC#N,False,False
50418697,CC[C@@H]1C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CCC2=CC1=O,480.0,IC50(nM),6.318758762624412,CC[C@@H]1C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50418699,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)[C@H](CC=C)CC1=CC(=O)C=C[C@]31C,470.0,IC50(nM),6.327902142064283,C=CC[C@@H]1CC2=CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12,False,False
50448283,C[C@@H]1C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CCC2=CC1=O,690.0,IC50(nM),6.161150909262744,C[C@@H]1C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448284,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C(C)(C)C[C@]34C)[C@@H]1CCC2=O,89.0,IC50(nM),7.050609993355087,CC1(C)C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448287,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C(=C)C[C@]34C)[C@@H]1CCC2=O,550.0,IC50(nM),6.259637310505756,C=C1C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448288,C[C@H]1C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CCC2=CC1=O,250.0,IC50(nM),6.6020599913279625,C[C@H]1C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448335,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@H](Cl)C[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12C[C@@H](Cl)C(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448349,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@H](Br)C[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12C[C@@H](Br)C(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448351,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@H](O)C[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12C[C@@H](O)C(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448352,CO[C@@H]1C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CCC2=CC1=O,,IC50(nM),,CO[C@@H]1C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448353,CCO[C@@H]1C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CCC2=CC1=O,,IC50(nM),,CCO[C@@H]1C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448354,C[C@]12CC[C@H]3[C@@H](CC(=O)C4=CC(=O)CC[C@]34C)[C@@H]1C[C@@H](Br)C2=O,,IC50(nM),,C[C@]12CCC(=O)C=C1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@H](Br)C[C@@H]12,False,False
50448355,C[C@]12CC[C@H]3[C@@H](CC(=O)C4=CC(=O)CC[C@]34C)[C@@H]1C[C@@H](O)C2=O,,IC50(nM),,C[C@]12CCC(=O)C=C1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@H](O)C[C@@H]12,False,False
50448356,CO[C@@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CC(=O)C2=C1,,IC50(nM),,CO[C@H]1C=C2C(=O)C[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]2(C)CC1,False,False
50448358,CC1=C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CCC2=CC1=O,,IC50(nM),,CC1=C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448361,CCCCCCC1=C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CCC2=C(O)C1=O,,IC50(nM),,CCCCCCC1=C[C@@]2(C)C(=C(O)C1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448364,C[C@]12CC[C@H]3[C@@H](CC=C4C(=O)CCC[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12CCCC(=O)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448365,C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H](O)CCC[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12CCC[C@H](O)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448371,CCCCC[C@@H]1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,IC50(nM),,CCCCC[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448372,CCCCCC[C@@H]1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,IC50(nM),,CCCCCC[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448373,CCCCCCCC[C@@H]1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,IC50(nM),,CCCCCCCC[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448374,CCCCC[C@H]1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,IC50(nM),,CCCCC[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448375,CCCCCC[C@H]1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,IC50(nM),,CCCCCC[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448376,CCCCCCCC[C@H]1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,IC50(nM),,CCCCCCCC[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448377,C[C@H]1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCCC=C12,,IC50(nM),,C[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCCC=C12,False,False
50448378,C[C@@H]1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCCC=C12,,IC50(nM),,C[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCCC=C12,False,False
50448383,CC[C@H]1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCCC=C12,,IC50(nM),,CC[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCCC=C12,False,False
50448387,CC1=C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,IC50(nM),,CC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448388,CCC1=C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,IC50(nM),,CCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448389,CCCC1=C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,IC50(nM),,CCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448390,CCCCC1=C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,IC50(nM),,CCCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448391,CCCCCC1=C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,IC50(nM),,CCCCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448392,CCCCCCC1=C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,IC50(nM),,CCCCCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448393,CCCCCCCC1=C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,IC50(nM),,CCCCCCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448394,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448395,CC1=C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)C=CC(=O)C=C12,,IC50(nM),,CC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,False,False
50448396,CCC1=C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)C=CC(=O)C=C12,,IC50(nM),,CCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,False,False
50448397,CCCC1=C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)C=CC(=O)C=C12,,IC50(nM),,CCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,False,False
50448398,CCCCC1=C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)C=CC(=O)C=C12,,IC50(nM),,CCCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,False,False
50448399,CCCCCC1=C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)C=CC(=O)C=C12,,IC50(nM),,CCCCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,False,False
50448400,CCCCCCC1=C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)C=CC(=O)C=C12,,IC50(nM),,CCCCCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,False,False
50448401,CCCCCCCC1=C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)C=CC(=O)C=C12,,IC50(nM),,CCCCCCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,False,False
50448403,C[C@]12CC[C@H]3[C@@H](C[C@H](CCc4ccccc4)C4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12CCC(=O)C=C1[C@@H](CCc1ccccc1)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448404,C[C@]12CC[C@H]3[C@@H](C[C@@H](CCCCc4ccccc4)C4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12CCC(=O)C=C1[C@H](CCCCc1ccccc1)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448410,C[C@]12CC[C@H]3[C@@H](C[C@H](Br)C4=CC(=O)C(C)(C)C[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,CC1(C)C[C@@]2(C)C(=CC1=O)[C@@H](Br)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448411,C[C@]12CC[C@H]3[C@@H](C[C@@H](Br)C4=CC(=O)C(C)(C)C[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,CC1(C)C[C@@]2(C)C(=CC1=O)[C@H](Br)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448419,C[C@]12CC[C@H]3[C@@H](CC=C4C=CCC[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12CCC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448458,C[C@H]1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,IC50(nM),,C[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448459,CCCC[C@H]1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,IC50(nM),,CCCC[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448460,C[C@]12CC[C@H]3[C@@H](C[C@H](Cc4ccccc4)C4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12CCC(=O)C=C1[C@@H](Cc1ccccc1)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448461,C[C@@H]1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,IC50(nM),,C[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448462,CC[C@@H]1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,IC50(nM),,CC[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448463,CCCC[C@@H]1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,IC50(nM),,CCCC[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448464,C[C@]12CC[C@H]3[C@@H](C[C@@H](C=C)C4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,C=C[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448465,C\C=C1/C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,IC50(nM),,C/C=C1\C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448466,C[C@]12CC[C@H]3[C@@H](C[C@H](CC#C)C4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,C#CC[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448467,C[C@]12CC[C@H]3[C@@H](C[C@@H](CC#C)C4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,C#CC[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,False,False
50448469,C[C@]12CC[C@H]3[C@@H](C[C@H](CC[N+]([O-])=O)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O,910.0,IC50(nM),6.040958607678906,C[C@]12C=CC(=O)C=C1[C@@H](CC[N+](=O)[O-])C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448470,C[C@]12CC[C@H]3[C@@H](C[C@H](CC=O)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O,2500.0,IC50(nM),5.6020599913279625,C[C@]12C=CC(=O)C=C1[C@@H](CC=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448472,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34[C@@H]3CO3)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43[C@@H]3CO3)[C@@H]1CCC2=O,False,False
50448473,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34[C@H]3CO3)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43[C@H]3CO3)[C@@H]1CCC2=O,False,False
50448474,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34[C@@H]3CN3)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43[C@@H]3CN3)[C@@H]1CCC2=O,False,False
50448475,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34[C@H]3CN3)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43[C@H]3CN3)[C@@H]1CCC2=O,False,False
50448480,C[C@]12CC[C@H]3[C@@H](CC(=O)C4=CC(=O)C(C)(C)C[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,CC1(C)C[C@@]2(C)C(=CC1=O)C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448481,C[C@]12CC[C@H]3[C@@H](CC(=O)C4=C(O)C(=O)C(C)(C)C[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,CC1(C)C[C@@]2(C)C(=C(O)C1=O)C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50448482,C[C@]12CC[C@H]3[C@@H](CC(=O)C4=C(O)C(=O)CC[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12CCC(=O)C(O)=C1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50494764,C[C@]12CC=C3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,250.0,IC50(nM),6.6020599913279625,C[C@]12CCC(=O)C=C1CC[C@@H]1C2=CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50833440,C[C@]12CCC3C(CC[C@H]4C=CCC[C@]34C)C1CCC2=O,225.0,IC50(nM),6.647817481888637,C[C@]12CCC3C(CC[C@H]4C=CCC[C@]34C)C1CCC2=O,False,False
50501702,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)[C@H](CC=C)CC1=CCCC[C@]31C,750.0,IC50(nM),6.1249387366083,C=CC[C@@H]1CC2=CCCC[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12,False,False
50501703,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)[C@H](CC=C)CC1=CC(=O)CC[C@]31C,590.0,IC50(nM),6.229147988357855,C=CC[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12,False,False
50409412,C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(O)=O,,IC50(nM),,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,False,False
50474353,C[C@]12CCC3C(C1CCC2=O)[C@H](CCc1ccccc1)CC1=CC(=O)CC[C@]31C,,IC50(nM),,C[C@]12CCC(=O)C=C1C[C@@H](CCc1ccccc1)C1C2CC[C@]2(C)C(=O)CCC12,False,False
50474354,C[C@]12CCC3C(C1CCC2=O)[C@H](Cc1ccccc1)CC1=CC(=O)CC[C@]31C,,IC50(nM),,C[C@]12CCC(=O)C=C1C[C@@H](Cc1ccccc1)C1C2CC[C@]2(C)C(=O)CCC12,False,False
50530314,CC1C2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,274.0,IC50(nM),6.562249437179612,CC1C2=CC(=O)CCC2(C)C2CCC3(C)C(=O)CCC3C12,False,False
50613094,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C=CCC[C@]34C)[C@@H]1CCC2=O,225.0,IC50(nM),6.647817481888637,C[C@]12CCC=C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50033918,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@]34C)[C@@H]1CCC2=O,530.0,IC50(nM),6.275724130399211,C[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50033920,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@]34CO)[C@@H]1CCC2=O,270.0,IC50(nM),6.568636235841013,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43CO)[C@@H]1CCC2=O,False,False
50613101,C[C@]12CC[C@H]3[C@@H](C[C@H](O)C4=CCCC[C@]34C)[C@@H]1CCC2=O,190.0,IC50(nM),6.721246399047171,C[C@]12CCCC=C1[C@@H](O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50613102,C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CCCC[C@]34C)[C@@H]1CCC2=O,50.0,IC50(nM),7.301029995663981,C[C@]12CCCC=C1[C@H](O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50613108,C[C@]12CC[C@H]3[C@@H](C[C@H](O)C4=CCCC[C@]34CO)[C@@H]1CCC2=O,1000.0,IC50(nM),6.0,C[C@]12CC[C@H]3[C@@H](C[C@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O,False,False
