smiles,standard_type,mean,std,sem,n,n_outliers,BindingDB_IDs
COc1cc(C=NNC(=O)Nc2nnc(S)s2)ccc1O,Ki (nM),26000.0,0.0,0.0,1,0,50398500
COc1cc(C=O)ccc1OCc1cn(CCCOc2ccc3ccc(=O)oc3c2)nn1,Ki (nM),133.0,0.0,0.0,1,0,51229020
COc1cc(CCNS(N)(=O)=O)cc(OC)c1OC,Ki (nM),221.0,0.0,0.0,1,0,51194587
COc1cc(CN2CCc3cc(O)ccc3C2)cc(OC)c1OC,Ki (nM),90590.0,0.0,0.0,1,0,51311165
COc1cc(CN2CCc3cc(OS(N)(=O)=O)ccc3C2)cc(OC)c1OC,Ki (nM),2.0,0.0,0.0,1,0,51311150
COc1cc(CSc2ccc(s2)S(N)(=O)=O)cc(OC)c1,Ki (nM),7.5,0.0,0.0,1,0,50543249
COc1cc(C[C@@H]2C[C@H]2C(O)=O)c(Br)c(Br)c1OC,Ki (nM),,,,0,0,50697464
COc1cc(C[C@H]2C[C@H]2C(O)=O)c(Br)c(Br)c1OC,Ki (nM),,,,0,0,50697615
COc1cc(NC(=O)CSc2nc3ccc(I)cc3c(=O)n2-c2ccc(cc2)S(N)(=O)=O)cc(OC)c1,Ki (nM),29.0,0.0,0.0,1,0,51365804
COc1cc(NC(=O)CSc2nc3ccc(I)cc3c(=O)n2-c2ccc(cc2)S(N)(=O)=O)cc(OC)c1OC,Ki (nM),30.0,0.0,0.0,1,0,51365805
COc1cc(NC(=O)\C=C\c2sc(nc2-c2ccc(Cl)cc2)N2CCOCC2)cc(OC)c1OC,Ki (nM),,,,0,0,51266134
COc1cc(NC(=O)\C=C\c2sc(nc2-c2ccccc2)N2CCOCC2)cc(OC)c1OC,Ki (nM),,,,0,0,51266127
COc1cc(OC)c(\C=C(/C#N)C(=O)Nc2ccc(cc2)S(N)(=O)=O)c(OC)c1,Ki (nM),7.8,0.0,0.0,1,0,51051625
COc1cc(OC)c(\C=C(/C#N)C(=O)Nc2ccc(cc2)S(N)(=O)=O)cc1OC,Ki (nM),0.96,0.0,0.0,1,0,51051626
COc1cc(OC)c(cc1OC)C1CC(=NN1c1ccc(cc1)S(N)(=O)=O)c1ccc(Br)cc1,Ki (nM),,,,0,0,51459020
COc1cc(OC)c(cc1OC)C1CC(=NN1c1ccc(cc1)S(N)(=O)=O)c1ccc(Cl)cc1,Ki (nM),,,,0,0,51459017
COc1cc(OC)c(cc1OC)C1CC(=NN1c1ccc(cc1)S(N)(=O)=O)c1ccc(F)cc1,Ki (nM),,,,0,0,51459014
COc1cc(OC)c(cc1OC)C1CC(=NN1c1ccc(cc1)S(N)(=O)=O)c1ccc(cc1)C(F)(F)F,Ki (nM),,,,0,0,51459023
COc1cc(OC)c(cc1OC)C1CC(=NN1c1ccc(cc1)S(N)(=O)=O)c1ccccc1,Ki (nM),,,,0,0,51459011
COc1cc(OC)c(cc1OC)C1CC(=NN1c1ccc(cc1)S(N)(=O)=O)c1cccs1,Ki (nM),,,,0,0,51459026
COc1cc(OC)c(cc1OC)C1OC(=O)C(Nc2ccc(cc2)S(N)(=O)=O)=C1,Ki (nM),1.8,0.0,0.0,1,0,51543852
COc1cc(OC)c2ccc(=O)oc2c1OC,Ki (nM),760.0,0.0,0.0,1,0,51049949
COc1cc(OC)cc(C(=O)NNc2nc(-c3cc4ccccc4oc3=O)cs2)c1,Ki (nM),414.0,0.0,0.0,1,0,51583988
COc1cc([SeH])cc(OC)c1OC,Ki (nM),180.0,0.0,0.0,1,0,51459269
COc1cc([Te]CC(O)CSc2ccc(cc2)S(N)(=O)=O)cc(OC)c1OC,Ki (nM),187.0,0.0,0.0,1,0,51421343
COc1cc([Te]Cc2ccc(cc2)S(N)(=O)=O)cc(OC)c1OC,Ki (nM),2.4,0.0,0.0,1,0,51406130
COc1cc(\C=C(/C#N)C(=O)Nc2ccc(cc2)S(N)(=O)=O)cc(OC)c1OC,Ki (nM),21.0,0.0,0.0,1,0,51051627
COc1cc(\C=C(/C#N)C(=O)Nc2ccc(cc2)S(N)(=O)=O)ccc1O,Ki (nM),5.4,0.0,0.0,1,0,51051623
COc1cc(\C=C2\N=C(N(C2=O)c2ccc(cc2)S(N)(=O)=O)c2ccccc2)cc(OC)c1OC,Ki (nM),68.0,0.0,0.0,1,0,51413470
COc1cc(\C=C2\SC(Nc3ccc(OS(N)(=O)=O)cc3)=NC2=O)cc(OC)c1OC,Ki (nM),18.0,0.0,0.0,1,0,51288960
COc1cc(\C=C\C(=O)Nc2ccc(cc2)S(N)(=O)=O)cc(OC)c1OC,Ki (nM),126.0,0.0,0.0,1,0,50844492
COc1cc(\C=C\C(=O)Nc2ccc3OS(=O)(=O)C=Cc3c2)cc(OC)c1OC,Ki (nM),536.0,0.0,0.0,1,0,51386055
COc1cc(\C=C\C(=O)Nc2ccc3c(C)cc(=O)oc3c2)cc(OC)c1OC,Ki (nM),647.0,0.0,0.0,1,0,51386048
COc1cc(\C=C\C(=O)Nc2ccc3oc(=O)ccc3c2)cc(OC)c1OC,Ki (nM),157.0,0.0,0.0,1,0,51386041
COc1cc(\C=C\C(=O)OCCCCCCCN(CCCOC(=O)\C=C\c2cc(OC)c(OC)c(OC)c2)CCCOc2ccc3ccc(=O)oc3c2)cc(OC)c1OC,Ki (nM),28.0,0.0,0.0,1,0,51507582
COc1cc(\C=C\C(=O)OCCCCCCCN(CCCOC(=O)c2c3ccccc3cc3ccccc23)CCCOc2ccc3ccc(=O)oc3c2)cc(OC)c1OC,Ki (nM),14.0,0.0,0.0,1,0,51507584
COc1cc(\C=C\C(=O)OCCCCCCCN(CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)CCCOc2ccc3ccc(=O)oc3c2)cc(OC)c1OC,Ki (nM),5.2,0.0,0.0,1,0,51507583
COc1cc(\C=C\C(=O)OCCCCCCN(CCCOC(=O)\C=C\c2cc(OC)c(OC)c(OC)c2)CCCOc2ccc3ccc(=O)oc3c2)cc(OC)c1OC,Ki (nM),8.1,0.0,0.0,1,0,51507573
COc1cc(\C=C\C(=O)OCCCCCCN(CCCOC(=O)c2c3ccccc3cc3ccccc23)CCCOc2ccc3ccc(=O)oc3c2)cc(OC)c1OC,Ki (nM),27.0,0.0,0.0,1,0,51507575
COc1cc(\C=C\C(=O)OCCCCCCN(CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)CCCOc2ccc3ccc(=O)oc3c2)cc(OC)c1OC,Ki (nM),50.0,0.0,0.0,1,0,51507574
COc1cc(\C=C\C(=O)OCCCCCN(CCCOC(=O)\C=C\c2cc(OC)c(OC)c(OC)c2)CCCOc2ccc3ccc(=O)oc3c2)cc(OC)c1OC,Ki (nM),40.0,0.0,0.0,1,0,51507564
COc1cc(\C=C\C(=O)OCCCCCN(CCCOC(=O)c2c3ccccc3cc3ccccc23)CCCOc2ccc3ccc(=O)oc3c2)cc(OC)c1OC,Ki (nM),7.9,0.0,0.0,1,0,51507566
COc1cc(\C=C\C(=O)OCCCCCN(CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)CCCOc2ccc3ccc(=O)oc3c2)cc(OC)c1OC,Ki (nM),24.0,0.0,0.0,1,0,51507565
COc1cc(\C=C\C(=O)OCCCCO[N+]([O-])=O)ccc1OC(=O)CCc1ccc(cc1)S(N)(=O)=O,Ki (nM),93.0,0.0,0.0,1,0,50641614
COc1cc(\C=C\C(=O)OCCCCO[N+]([O-])=O)ccc1OC(=O)c1ccc(cc1)S(=O)(=O)Nc1nnc(s1)S(N)(=O)=O,Ki (nM),11.0,0.0,0.0,1,0,50641613
COc1cc(\C=C\C(=O)OCCCCO[N+]([O-])=O)ccc1OC(=O)c1ccc(cc1)S(N)(=O)=O,Ki (nM),11.0,0.0,0.0,1,0,50641609
COc1cc(\C=C\C(=O)OCCCCO[N+]([O-])=O)ccc1OC(=O)c1cccc(c1)S(=O)(=O)Nc1nnc(s1)S(N)(=O)=O,Ki (nM),177.0,0.0,0.0,1,0,50641611
COc1cc(\C=C\C(=O)OCCCN(CCCCCCCOC(=O)c2c3ccccc3cc3ccccc23)CCCOc2ccc3ccc(=O)oc3c2)cc(OC)c1OC,Ki (nM),71.0,0.0,0.0,1,0,51507588
COc1cc(\C=C\C(=O)OCCCN(CCCCCCCOC(=O)c2cc(OC)c(OC)c(OC)c2)CCCOc2ccc3ccc(=O)oc3c2)cc(OC)c1OC,Ki (nM),44.0,0.0,0.0,1,0,51507585
COc1cc(\C=C\C(=O)OCCCN(CCCCCCOC(=O)c2c3ccccc3cc3ccccc23)CCCOc2ccc3ccc(=O)oc3c2)cc(OC)c1OC,Ki (nM),148.0,0.0,0.0,1,0,51507579
COc1cc(\C=C\C(=O)OCCCN(CCCCCCOC(=O)c2cc(OC)c(OC)c(OC)c2)CCCOc2ccc3ccc(=O)oc3c2)cc(OC)c1OC,Ki (nM),72.0,0.0,0.0,1,0,51507576
COc1cc(\C=C\C(=O)OCCCN(CCCCCOC(=O)c2c3ccccc3cc3ccccc23)CCCOc2ccc3ccc(=O)oc3c2)cc(OC)c1OC,Ki (nM),105.0,0.0,0.0,1,0,51507570
COc1cc(\C=C\C(=O)OCCCN(CCCCCOC(=O)c2cc(OC)c(OC)c(OC)c2)CCCOc2ccc3ccc(=O)oc3c2)cc(OC)c1OC,Ki (nM),59.0,0.0,0.0,1,0,51507567
COc1cc(\C=C\C(=O)OCCc2ccc(O)cc2)ccc1O,Ki (nM),810.0,0.0,0.0,1,0,50436165
COc1cc(\C=C\C(=O)OCCc2cccc(O)c2)ccc1O,Ki (nM),990.0,0.0,0.0,1,0,50436166
COc1cc(\C=C\C(=O)OCc2ccccc2)ccc1O,Ki (nM),1030.0,0.0,0.0,1,0,50436164
COc1cc(\C=C\C(O)=O)ccc1O,Ki (nM),9870.0,0.0,0.0,1,0,50908628
COc1cc(\C=N/NC(=O)c2cc(-c3cccs3)n(n2)-c2ccc(cc2)S(N)(=O)=O)cc(OC)c1OC,Ki (nM),1779.0,0.0,0.0,1,0,51409398
COc1cc(\C=N/NC(=O)c2cc(-c3cccs3)n(n2)-c2ccc(cc2)S(N)(=O)=O)ccc1O,Ki (nM),1994.0,0.0,0.0,1,0,51409400
COc1cc(\C=N\Cc2ccc(cc2)S(N)(=O)=O)ccc1OCC#C,Ki (nM),81.0,0.0,0.0,1,0,51228946
COc1cc(\C=N\Cc2ccc(cc2)S(N)(=O)=O)ccc1OCc1cn(CCCOc2ccc3ccc(=O)oc3c2)nn1,Ki (nM),760.0,0.0,0.0,1,0,51228914
COc1cc(\C=N\NC(=O)c2ccc(cc2)S(N)(=O)=O)ccc1O,Ki (nM),8.5,0.0,0.0,1,0,51459306
COc1cc(\C=N\Nc2ncnc3n(cc(-c4ccc(Cl)cc4)c23)-c2ccc(cc2)S(N)(=O)=O)ccc1O,Ki (nM),2967.0,0.0,0.0,1,0,51363096
COc1cc(\C=N\c2c(C#N)c(cn2-c2ccc(cc2)S(N)(=O)=O)-c2ccc(Cl)cc2)ccc1O,Ki (nM),785.0,0.0,0.0,1,0,51363113
COc1cc(cc(OC)c1O)C(O)=O,Ki (nM),8200.0,0.0,0.0,1,0,50908604
COc1cc(cc(OC)c1O)C1C=C(Nc2ccc(cc2)S(N)(=O)=O)C(=O)N1c1ccc(cc1)S(N)(=O)=O,Ki (nM),3.7,0.0,0.0,1,0,51543856
COc1cc(cc(OC)c1OC)-c1ccc(cc1)S(N)(=O)=O,Ki (nM),259.0,0.0,0.0,1,0,50467348
COc1cc(cc(OC)c1OC)-c1ccnc(n1)N1CCN(CC1)C(=O)Nc1ccc(OS(N)(=O)=O)cc1,Ki (nM),24200.0,0.0,0.0,1,0,51383502
COc1cc(cc(OC)c1OC)-c1nnc(o1)-c1cccc(c1)S(N)(=O)=O,Ki (nM),68.0,0.0,0.0,1,0,51378814
COc1cc(cc(OC)c1OC)C(=O)OCCCCCCCN(CCCOC(=O)c1c2ccccc2cc2ccccc12)CCCOc1ccc2ccc(=O)oc2c1,Ki (nM),39.0,0.0,0.0,1,0,51507587
COc1cc(cc(OC)c1OC)C(=O)OCCCCCCCN(CCCOC(=O)c1cc(OC)c(OC)c(OC)c1)CCCOc1ccc2ccc(=O)oc2c1,Ki (nM),18.0,0.0,0.0,1,0,51507586
COc1cc(cc(OC)c1OC)C(=O)OCCCCCCN(CCCOC(=O)c1c2ccccc2cc2ccccc12)CCCOc1ccc2ccc(=O)oc2c1,Ki (nM),54.0,0.0,0.0,1,0,51507578
COc1cc(cc(OC)c1OC)C(=O)OCCCCCCN(CCCOC(=O)c1cc(OC)c(OC)c(OC)c1)CCCOc1ccc2ccc(=O)oc2c1,Ki (nM),83.0,0.0,0.0,1,0,51507577
COc1cc(cc(OC)c1OC)C(=O)OCCCCCN(CCCOC(=O)c1c2ccccc2cc2ccccc12)CCCOc1ccc2ccc(=O)oc2c1,Ki (nM),36.0,0.0,0.0,1,0,51507569
COc1cc(cc(OC)c1OC)C(=O)OCCCCCN(CCCOC(=O)c1cc(OC)c(OC)c(OC)c1)CCCOc1ccc2ccc(=O)oc2c1,Ki (nM),41.0,0.0,0.0,1,0,51507568
COc1cc(cc(OC)c1OC)C(=O)OCCCN(CCCCCCCOC(=O)c1c2ccccc2cc2ccccc12)CCCOc1ccc2ccc(=O)oc2c1,Ki (nM),41.0,0.0,0.0,1,0,51507589
COc1cc(cc(OC)c1OC)C(=O)OCCCN(CCCCCCOC(=O)c1c2ccccc2cc2ccccc12)CCCOc1ccc2ccc(=O)oc2c1,Ki (nM),123.0,0.0,0.0,1,0,51507580
COc1cc(cc(OC)c1OC)C(=O)OCCCN(CCCCCOC(=O)c1c2ccccc2cc2ccccc12)CCCOc1ccc2ccc(=O)oc2c1,Ki (nM),94.0,0.0,0.0,1,0,51507571
COc1cc(cc(OC)c1OC)C(=O)c1ccn(c1)-c1ccc(cc1)S(N)(=O)=O,Ki (nM),45.0,0.0,0.0,1,0,51576321
COc1cc(cc(OC)c1OC)C(=O)c1ccn(c1)-c1cccc(c1)S(N)(=O)=O,Ki (nM),35.0,0.0,0.0,1,0,51576322
COc1cc(cc(OC)c1OC)C(=O)c1ccn(c1)-c1ccccc1S(N)(=O)=O,Ki (nM),229.0,0.0,0.0,1,0,51576323
COc1cc(cc(OC)c1OC)C(=O)c1cn(-c2ccc(cc2)S(N)(=O)=O)c2ccccc12,Ki (nM),7.3,0.0,0.0,1,0,51576329
COc1cc(cc(OC)c1OC)C(=O)c1cn(-c2cccc(c2)S(N)(=O)=O)c2ccccc12,Ki (nM),69.0,0.0,0.0,1,0,51576330
COc1cc(cc(OC)c1OC)C(=O)c1cn(-c2ccccc2S(N)(=O)=O)c2ccccc12,Ki (nM),7751.0,0.0,0.0,1,0,51576331
COc1cc(cc(OC)c1OC)C(=O)c1cn(cc1-c1ccccc1)-c1ccc(cc1)S(N)(=O)=O,Ki (nM),24.0,0.0,0.0,1,0,51576325
COc1cc(cc(OC)c1OC)C(=O)c1cn(cc1-c1ccccc1)-c1cccc(c1)S(N)(=O)=O,Ki (nM),39.0,0.0,0.0,1,0,51576326
COc1cc(cc(OC)c1OC)C(=O)c1cn(cc1-c1ccccc1)-c1ccccc1S(N)(=O)=O,Ki (nM),8863.0,0.0,0.0,1,0,51576327
COc1cc(cc(OC)c1OC)C1=CC(=O)N([S+]1[O-])C(C)(C)C,Ki (nM),237.0,0.0,0.0,1,0,51286486
COc1cc(cc(OC)c1OC)C1CC(=NN1c1ccc(cc1)S(N)(=O)=O)c1ccc(Br)cc1,Ki (nM),,,,0,0,51459021
COc1cc(cc(OC)c1OC)C1CC(=NN1c1ccc(cc1)S(N)(=O)=O)c1ccc(Cl)cc1,Ki (nM),,,,0,0,51459018
COc1cc(cc(OC)c1OC)C1CC(=NN1c1ccc(cc1)S(N)(=O)=O)c1ccc(F)cc1,Ki (nM),,,,0,0,51459015
COc1cc(cc(OC)c1OC)C1CC(=NN1c1ccc(cc1)S(N)(=O)=O)c1ccc(cc1)C(F)(F)F,Ki (nM),,,,0,0,51459024
COc1cc(cc(OC)c1OC)C1CC(=NN1c1ccc(cc1)S(N)(=O)=O)c1ccccc1,Ki (nM),,,,0,0,51459012
COc1cc(cc(OC)c1OCCC(N)C1COc2ccccc2O1)S(N)(=O)=O,Ki (nM),955.0,0.0,0.0,1,0,51465355
COc1cc(cc(OC)c1OCCC(N=[N+]=[N-])C1COc2ccccc2O1)S(N)(=O)=O,Ki (nM),745.0,0.0,0.0,1,0,51465352
COc1cc(ccc1-c1noc(n1)-c1ccc(cc1)C#N)S(N)(=O)=O,Ki (nM),274.0,0.0,0.0,1,0,51309713
COc1cc(ccc1-c1noc(n1)-c1ccccc1)S(N)(=O)=O,Ki (nM),13.0,0.0,0.0,1,0,51309666
COc1cc(ccc1-c1noc(n1)-c1cccnc1)S(N)(=O)=O,Ki (nM),12.0,0.0,0.0,1,0,51309695
COc1cc(ccc1-c1noc(n1)-c1cccs1)S(N)(=O)=O,Ki (nM),16.0,0.0,0.0,1,0,51309721
COc1cc(ccc1-c1noc(n1)-c1ccsc1)S(N)(=O)=O,Ki (nM),16.0,0.0,0.0,1,0,51309691
COc1cc(ccc1CN(CCc1ccc(cc1)S(N)(=O)=O)C(=O)c1ccc(cc1)-c1cssc1=S)[N+]([O-])=O,Ki (nM),4.1,0.0,0.0,1,0,51461632
COc1cc(ccc1CNCCc1ccc(cc1)S(N)(=O)=O)[N+]([O-])=O,Ki (nM),45.0,0.0,0.0,1,0,51461645
COc1cc(ccc1O)-c1c2c(n3ccc4c(OC)c(OC)c(OC)cc4c13)c(=O)oc1cc(O)c(OC)cc21,Ki (nM),6330.0,0.0,0.0,1,0,51049901
COc1cc(ccc1O)C1C=C(Nc2ccc(cc2)S(N)(=O)=O)C(=O)N1c1ccc(cc1)S(N)(=O)=O,Ki (nM),3.2,0.0,0.0,1,0,51543854
COc1cc(ccc1OCCC(N)C1COc2ccccc2O1)S(N)(=O)=O,Ki (nM),31.0,0.0,0.0,1,0,51465354
COc1cc(ccc1OCCC(N=[N+]=[N-])C1COc2ccccc2O1)S(N)(=O)=O,Ki (nM),111.0,0.0,0.0,1,0,51465351
COc1cc(ccc1\C=N\CCc1ccc(cc1)S(N)(=O)=O)[N+]([O-])=O,Ki (nM),154.0,0.0,0.0,1,0,50241183
COc1cc2C(=O)C(O)(O)C(=O)c2cc1OC,Ki (nM),30400.0,0.0,0.0,1,0,51391415
COc1cc2CCN(C(c3ccc(Br)cc3)c2cc1OC)C(=O)c1ccc(cc1)S(N)(=O)=O,Ki (nM),91.0,0.0,0.0,1,0,50749815
COc1cc2CCN(C(c3ccc(Br)cc3)c2cc1OC)S(N)(=O)=O,Ki (nM),8200.0,0.0,0.0,1,0,50881778
COc1cc2CCN(C(c3ccc(C)cc3)c2cc1OC)S(N)(=O)=O,Ki (nM),6750.0,0.0,0.0,1,0,50881782
COc1cc2CCN(C(c3ccc(Cl)cc3)c2cc1OC)C(=O)c1ccc(cc1)S(N)(=O)=O,Ki (nM),91.0,0.0,0.0,1,0,50749652
COc1cc2CCN(C(c3ccc(Cl)cc3)c2cc1OC)S(N)(=O)=O,Ki (nM),7540.0,0.0,0.0,1,0,50881779
COc1cc2CCN(C(c3ccc(F)cc3)c2cc1OC)C(=O)c1ccc(cc1)S(N)(=O)=O,Ki (nM),9.1,0.0,0.0,1,0,50749650
COc1cc2CCN(C(c3ccc(F)cc3)c2cc1OC)S(N)(=O)=O,Ki (nM),5590.0,0.0,0.0,1,0,50881781
COc1cc2CCN(C(c3ccc(N)cc3)c2cc1OC)S(N)(=O)=O,Ki (nM),6780.0,0.0,0.0,1,0,50881786
COc1cc2CCN(C(c3ccc(cc3)C#N)c2cc1OC)S(N)(=O)=O,Ki (nM),4980.0,0.0,0.0,1,0,50881780
COc1cc2CCN(C(c3ccc(cc3)S(N)(=O)=O)c2cc1OC)S(N)(=O)=O,Ki (nM),76.0,0.0,0.0,1,0,50943115
COc1cc2CCN(C(c3ccc(cc3)[N+]([O-])=O)c2cc1OC)S(N)(=O)=O,Ki (nM),480.0,0.0,0.0,1,0,50881784
COc1cc2CCN(C(c3cccc(N)c3)c2cc1OC)S(N)(=O)=O,Ki (nM),8130.0,0.0,0.0,1,0,50881785
COc1cc2CCN(C(c3cccc(c3)[N+]([O-])=O)c2cc1OC)S(N)(=O)=O,Ki (nM),6450.0,0.0,0.0,1,0,50881783
COc1cc2CCN(C(c3ccccc3)c2cc1OC)C(=O)c1ccc(cc1)S(N)(=O)=O,Ki (nM),4.8999999999999995,0.08164965809277268,0.047140452079103216,3,0,50749646;50749764;50749767
COc1cc2CCN(C(c3ccccc3)c2cc1OC)S(N)(=O)=O,Ki (nM),8440.0,0.0,0.0,1,0,50881777
COc1cc2CCN(Cc2cc1OC)C(=O)c1ccc(cc1)S(N)(=O)=O,Ki (nM),6.1,0.0,0.0,1,0,50406350
COc1cc2CCN=C(c3ccc(cc3)S(N)(=O)=O)c2cc1OC,Ki (nM),210.0,0.0,0.0,1,0,50943113
COc1cc2CCNC(c3ccc(cc3)S(N)(=O)=O)c2cc1OC,Ki (nM),130.0,0.0,0.0,1,0,50943114
COc1cc2CN(Cc3cc(OC)c(OC)c(OC)c3)CCc2cc1O,Ki (nM),18540.0,0.0,0.0,1,0,51311147
COc1cc2CN(Cc3cc(OC)c(OC)c(OC)c3)CCc2cc1OS(N)(=O)=O,Ki (nM),80.0,0.0,0.0,1,0,51311141
COc1cc2[C@H]3CC[C@]4(C)[C@@H](CC#N)CC[C@H]4[C@@H]3CCc2cc1OS(N)(=O)=O,Ki (nM),750.0,0.0,0.0,1,0,51311151
COc1cc2[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CCc2cc1O)OS(N)(=O)=O,Ki (nM),1180.0,0.0,0.0,1,0,51311144
COc1cc2[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CCc2cc1OS(N)(=O)=O)OS(N)(=O)=O,Ki (nM),70.0,0.0,0.0,1,0,51311152
COc1cc2c(cc1OC)-c1c(c(C(=O)Nc3ccc(S(N)(=O)=O)cc3)nn1C)C2,Ki (nM),3.2,0.0,0.0,1,0,51596211
COc1cc2c(nc(S)n(-c3ccc(cc3)S(N)(=O)=O)c2=O)c(OC)c1OC,Ki (nM),50.0,0.0,0.0,1,0,50468688
COc1cc2c(nc(S)n(-c3cccc(c3)S(N)(=O)=O)c2=O)c(OC)c1OC,Ki (nM),20.0,0.0,0.0,1,0,50767501
COc1cc2c3c(oc(=O)c4cc(OC)c(OC)c(oc2=O)c34)c1O,Ki (nM),17400.0,0.0,0.0,1,0,51049839
COc1cc2ccc(=O)oc2c(O)c1O,Ki (nM),610.0,0.0,0.0,1,0,51049955
COc1cc2ccc(=O)oc2c(O)c1OC,Ki (nM),850.0,0.0,0.0,1,0,51049939
COc1cc2ccc(=O)oc2c(OC)c1OC,Ki (nM),6580.0,0.0,0.0,1,0,51049897
COc1cc2ccc(=O)oc2c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1O,Ki (nM),370.0,0.0,0.0,1,0,51049958
COc1cc2ccc(=O)oc2cc1O,Ki (nM),960.0,0.0,0.0,1,0,51049935
COc1cc2ccc(=O)oc2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Ki (nM),8720.0,0.0,0.0,1,0,51049867
COc1cc2nc(S)n(-c3cccc(c3)S(N)(=O)=O)c(=O)c2cc1OC,Ki (nM),20.0,0.0,0.0,1,0,50767502
COc1cc2oc(=O)ccc2c2OC(C)(C)C=Cc12,Ki (nM),3500.0,0.0,0.0,1,0,51049927
COc1cc2oc(=O)ccc2cc1C(C)=O,Ki (nM),7800.0,0.0,0.0,1,0,50611433
COc1cc2oc(=O)ccc2cc1O,Ki (nM),7370.0,0.0,0.0,1,0,51049893
COc1cc2oc(=O)ccc2cc1[C@@H](O)CC(C)C,Ki (nM),34630.9,24521.07989546953,10966.160305594662,5,0,50611415;50712055;50904155;50906226;51045603
COc1ccc(-c2cn(nn2)-c2ccc3C(=O)NS(=O)(=O)c3c2)c(C)c1,Ki (nM),96.0,0.0,0.0,1,0,50082378
COc1ccc(-c2nc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)nc(O)c2C#N)cc1,Ki (nM),12.0,0.0,0.0,1,0,51600926
COc1ccc(-c2nc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)nc(O)c2C#N)cc1OC,Ki (nM),96.0,0.0,0.0,1,0,51600927
COc1ccc(-c2nc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)nc(O)c2C#N)cc1OCc1ccccc1,Ki (nM),672.0,0.0,0.0,1,0,51600928
COc1ccc(-c2nnc(o2)-c2ccc(C)c(c2)S(N)(=O)=O)c(OC)c1,Ki (nM),,,,0,0,51378825
COc1ccc(-c2nnc(o2)-c2ccc(OC)c(c2)S(N)(=O)=O)c(OC)c1,Ki (nM),,,,0,0,51378822
COc1ccc(-c2nnc(o2)-c2cccc(c2)S(N)(=O)=O)c(OC)c1,Ki (nM),82.0,0.0,0.0,1,0,51378812
COc1ccc(/C=C2/S/C(=N/c3ccc(S(N)(=O)=O)cc3)N(C)C2=O)cc1,Ki (nM),79.0,0.0,0.0,1,0,51577642
COc1ccc(/C=C2/S/C(=N/c3ccc(S(N)(=O)=O)cc3)NC2=O)cc1,Ki (nM),80.0,0.0,0.0,1,0,51577638
COc1ccc(/C=N/OC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2Cl)c(OC)c1OC,Ki (nM),38.0,0.0,0.0,1,0,51594384
COc1ccc(C(=O)NNc2nc(-c3cc4ccccc4oc3=O)cs2)c(C)c1,Ki (nM),414.0,0.0,0.0,1,0,51583983
COc1ccc(C(=O)NNc2nc(-c3cc4ccccc4oc3=O)cs2)cc1,Ki (nM),414.0,0.0,0.0,1,0,51583978
COc1ccc(C(=O)Nc2ccc([Se]Cc3ccc(cc3)S(N)(=O)=O)cc2)c(OC)c1,Ki (nM),845.0,0.0,0.0,1,0,51101523
COc1ccc(C(C)C)c2C(=O)C(O)(O)C(=O)c12,Ki (nM),54300.0,0.0,0.0,1,0,51391412
COc1ccc(C)cc1NC(=O)Nc1ccc(NS(N)(=O)=O)cc1,Ki (nM),43.0,0.0,0.0,1,0,51050860
COc1ccc(C)cc1NC(=O)Nc1ccc(OS(N)(=O)=O)cc1,Ki (nM),35.0,1.0,0.7071067811865475,2,0,50944062;51050887
COc1ccc(C)cc1NC(=O)Nc1ccc2COB(O)c2c1,Ki (nM),414.0,0.0,0.0,1,0,51510564
COc1ccc(C2=NN(C(C2)c2ccc(OC)c(OC)c2)C(=O)c2ccc(cc2)S(N)(=O)=O)c(OC)c1,Ki (nM),5.5,0.0,0.0,1,0,51530440
COc1ccc(C2=NN(C(C2)c2ccccc2)C(=O)c2ccc(cc2)S(N)(=O)=O)c(OC)c1,Ki (nM),5.5,0.0,0.0,1,0,51530439
COc1ccc(C2CC(=NN2c2ccc(cc2)S(N)(=O)=O)c2ccc(Br)cc2)c(OC)c1OC,Ki (nM),,,,0,0,51459019
COc1ccc(C2CC(=NN2c2ccc(cc2)S(N)(=O)=O)c2ccc(Cl)cc2)c(OC)c1OC,Ki (nM),,,,0,0,51459016
COc1ccc(C2CC(=NN2c2ccc(cc2)S(N)(=O)=O)c2ccc(F)cc2)c(OC)c1OC,Ki (nM),,,,0,0,51459013
COc1ccc(C2CC(=NN2c2ccc(cc2)S(N)(=O)=O)c2ccc(cc2)C(F)(F)F)c(OC)c1OC,Ki (nM),,,,0,0,51459022
COc1ccc(C2CC(=NN2c2ccc(cc2)S(N)(=O)=O)c2ccccc2)c(OC)c1OC,Ki (nM),,,,0,0,51459010
