smiles,standard_type,mean,std,sem,n,n_outliers,BindingDB_IDs
NS(=O)(=O)c1ccc(CCNC(=O)Nc2ccc(c(c2)C(O)=O)-c2c3ccc(O)cc3oc3cc(=O)ccc23)cc1,Ki (nM),24.0,0.0,0.0,1,0,50412123
NS(=O)(=O)c1ccc(CCNC(=O)Nc2ccccc2)cc1,Ki (nM),18.0,0.0,0.0,1,0,50321649
NS(=O)(=O)c1ccc(CCNC(=O)OCCCCc2ccc(cc2)N(CCCl)CCCl)cc1,Ki (nM),3850.0,0.0,0.0,1,0,50676091
NS(=O)(=O)c1ccc(CCNC(=O)c2c(F)c(F)cc(F)c2F)cc1,Ki (nM),7.3,0.0,0.0,1,0,50742842
NS(=O)(=O)c1ccc(CCNC(=O)c2cc(-c3ccccc3O)n[nH]2)cc1,Ki (nM),50.05,43.95,31.077343033148765,2,0,51596209;51596210
NS(=O)(=O)c1ccc(CCNC(=O)c2cc(nc3ccc(Br)cc23)-c2ccccc2)cc1,Ki (nM),59.0,0.0,0.0,1,0,51480678
NS(=O)(=O)c1ccc(CCNC(=O)c2cc(nc3ccc(Cl)cc23)-c2ccccc2)cc1,Ki (nM),48.0,0.0,0.0,1,0,51480672
NS(=O)(=O)c1ccc(CCNC(=O)c2cc(nc3ccccc23)-c2ccc3OCOc3c2)cc1,Ki (nM),23.0,0.0,0.0,1,0,51480668
NS(=O)(=O)c1ccc(CCNC(=O)c2cc(nc3ccccc23)-c2cccc(Br)c2)cc1,Ki (nM),39.0,0.0,0.0,1,0,51480670
NS(=O)(=O)c1ccc(CCNC(=O)c2cc(nc3ccccc23)-c2cccc(c2)C(F)(F)F)cc1,Ki (nM),74.0,0.0,0.0,1,0,51480671
NS(=O)(=O)c1ccc(CCNC(=O)c2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)cc1,Ki (nM),3298.0,0.0,0.0,1,0,51266034
NS(=O)(=O)c1ccc(CCNC(=O)c2ccc(OCC(O)CN3CCOCC3)cc2)cc1,Ki (nM),7.0,0.0,0.0,1,0,51018303
NS(=O)(=O)c1ccc(CCNC(=O)c2ccc(OCC(O)CNCCO)cc2)cc1,Ki (nM),5.8,0.0,0.0,1,0,51018868
NS(=O)(=O)c1ccc(CCNC(=O)c2ccc(OCC(O)CNCc3ccccc3)cc2)cc1,Ki (nM),75.0,0.0,0.0,1,0,51018805
NS(=O)(=O)c1ccc(CCNC(=O)c2ccc(cc2)S(N)(=O)=O)cc1,Ki (nM),18.0,0.0,0.0,5,1,20781;50442700;50740809;50913733;50918327
NS(=O)(=O)c1ccc(CCNC(=O)c2ccc3c(c2)no[n+]3[O-])cc1,Ki (nM),13.0,0.0,0.0,1,0,51607897
NS(=O)(=O)c1ccc(CCNC(=O)c2ccccc2S)cc1,Ki (nM),9.0,0.0,0.0,2,0,19026;50412118
NS(=O)(=O)c1ccc(CCNC(=O)c2ccccc2SSc2ccccc2C(=O)NCCc2ccc(cc2)S(N)(=O)=O)cc1,Ki (nM),724.0,0.0,0.0,2,0,19025;50412119
NS(=O)(=O)c1ccc(CCNC(=O)c2sc3ccccc3c2Cl)cc1,Ki (nM),1070.0,0.0,0.0,1,0,50445652
NS(=O)(=O)c1ccc(CCNC(=S)N=C2C=CC(C(=C2)C(O)=O)=C2c3ccc(O)cc3Oc3cc(O)ccc23)cc1,Ki (nM),24.0,0.0,0.0,1,0,50314591
NS(=O)(=O)c1ccc(CCNC(=S)N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,Ki (nM),8.7,0.0,0.0,1,0,50722114
NS(=O)(=O)c1ccc(CCNC(=S)N[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1,Ki (nM),8.9,0.0,0.0,1,0,50722126
NS(=O)(=O)c1ccc(CCNC(=S)N[C@@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1,Ki (nM),2.1,0.0,0.0,1,0,50722122
NS(=O)(=O)c1ccc(CCNC(=S)N[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1,Ki (nM),2.8,0.0,0.0,1,0,50722118
NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc(c(c2)C(O)=O)-c2c3ccc(O)cc3oc3cc(=O)ccc23)cc1,Ki (nM),24.0,0.0,0.0,4,0,51199075;51204441;51205693;51216873
NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc(cc2)C(O)=O)cc1,Ki (nM),10.0,0.0,0.0,1,0,50445663
NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc(cc2)S(=O)(=O)NCc2ccc(cc2)S(N)(=O)=O)cc1,Ki (nM),4.6,0.0,0.0,1,0,50305884
NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc(cc2)S(N)(=O)=O)cc1,Ki (nM),3.0,0.0,0.0,1,0,50321727
NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccccc2)cc1,Ki (nM),21.0,0.0,0.0,1,0,50321705
NS(=O)(=O)c1ccc(CCNC(=[Se])NC(=O)c2ccc(cc2)-c2ccccc2)cc1,Ki (nM),4869.0,0.0,0.0,1,0,50794674
NS(=O)(=O)c1ccc(CCNC(=[Se])NC(=O)c2ccc3OCOc3c2)cc1,Ki (nM),105.0,0.0,0.0,1,0,50794643
NS(=O)(=O)c1ccc(CCNC(=[Se])NC(=O)c2ccccc2)cc1,Ki (nM),7.2,0.0,0.0,1,0,50795128
NS(=O)(=O)c1ccc(CCNC(=[Se])Nc2ccc(Br)cc2)cc1,Ki (nM),4.8,0.0,0.0,1,0,51118520
NS(=O)(=O)c1ccc(CCNC(=[Se])Nc2ccc(I)cc2)cc1,Ki (nM),55.0,0.0,0.0,1,0,51118588
NS(=O)(=O)c1ccc(CCNC(=[Se])Nc2ccc3ccccc3c2)cc1,Ki (nM),93.0,0.0,0.0,1,0,51118545
NS(=O)(=O)c1ccc(CCNC(=[Se])Nc2cccc(c2)C(F)(F)F)cc1,Ki (nM),5.8,0.0,0.0,1,0,51118543
NS(=O)(=O)c1ccc(CCNC(=[Se])Nc2ccccc2)cc1,Ki (nM),5.3,0.0,0.0,1,0,51118587
NS(=O)(=O)c1ccc(CCNC(=[Se])Nc2ccccc2Cl)cc1,Ki (nM),4.8,0.0,0.0,1,0,51118532
NS(=O)(=O)c1ccc(CCNC(=[Se])Nc2ccccc2F)cc1,Ki (nM),8.7,0.0,0.0,1,0,51118542
NS(=O)(=O)c1ccc(CCNC([S-])=S)cc1,Ki (nM),0.91,0.0,0.0,1,0,50305137
NS(=O)(=O)c1ccc(CCNC2=NS(=O)(=O)c3ccc(Cl)cc3N2)cc1,Ki (nM),3800.0,0.0,0.0,1,0,51476570
NS(=O)(=O)c1ccc(CCNCCC(=O)c2ccccc2)cc1,Ki (nM),88.0,0.0,0.0,1,0,51466884
NS(=O)(=O)c1ccc(CCNCc2cc(Br)cc(Br)c2O)cc1,Ki (nM),4.1,0.0,0.0,1,0,50332731
NS(=O)(=O)c1ccc(CCNCc2cc(Br)ccc2O)cc1,Ki (nM),4.3,0.0,0.0,1,0,50332904
NS(=O)(=O)c1ccc(CCNCc2cc(Cl)cc(Cl)c2O)cc1,Ki (nM),4.1,0.0,0.0,1,0,50332719
NS(=O)(=O)c1ccc(CCNCc2cc(Cl)ccc2O)cc1,Ki (nM),16.0,0.0,0.0,1,0,50332915
NS(=O)(=O)c1ccc(CCNCc2ccc(Br)cc2)cc1,Ki (nM),45.0,0.0,0.0,1,0,51461642
NS(=O)(=O)c1ccc(CCNCc2ccc(Cl)cc2)cc1,Ki (nM),45.0,0.0,0.0,1,0,51461641
NS(=O)(=O)c1ccc(CCNCc2ccc(OCc3ccccc3)cc2)cc1,Ki (nM),2.9,0.0,0.0,1,0,50332920
NS(=O)(=O)c1ccc(CCNCc2ccc(cc2)C#N)cc1,Ki (nM),45.0,0.0,0.0,1,0,51461643
NS(=O)(=O)c1ccc(CCNCc2cccc3ccccc23)cc1,Ki (nM),45.0,0.0,0.0,1,0,51461649
NS(=O)(=O)c1ccc(CCNCc2ccccc2)cc1,Ki (nM),4.3,0.0,0.0,1,0,50332757
NS(=O)(=O)c1ccc(CCNCc2ccccc2O)cc1,Ki (nM),3.9,0.0,0.0,1,0,50332727
NS(=O)(=O)c1ccc(CCNCc2csc3ccccc23)cc1,Ki (nM),45.0,0.0,0.0,1,0,51461650
NS(=O)(=O)c1ccc(CCNS(=O)(=O)[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)C(O)=O)cc1,Ki (nM),96.0,0.0,0.0,1,0,50910956
NS(=O)(=O)c1ccc(CCNS(=O)(=O)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,Ki (nM),84.0,0.0,0.0,1,0,50910941
NS(=O)(=O)c1ccc(CCNS(=O)(=O)[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1,Ki (nM),100.0,0.0,0.0,1,0,50910967
NS(=O)(=O)c1ccc(CCNS(=O)(=O)[C@@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1,Ki (nM),81.0,0.0,0.0,1,0,50910938
NS(=O)(=O)c1ccc(CCNS(=O)(=O)[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1,Ki (nM),100.0,0.0,0.0,1,0,50910966
NS(=O)(=O)c1ccc(CCNS(=O)(=O)c2c(F)c(F)cc(F)c2F)cc1,Ki (nM),7.0,0.0,0.0,1,0,50742878
NS(=O)(=O)c1ccc(CCNS(=O)(=O)c2ccc(NC(=O)c3c(F)c(F)cc(F)c3F)cc2)cc1,Ki (nM),7.6,0.0,0.0,1,0,50742848
NS(=O)(=O)c1ccc(CCNS(=O)(=O)c2ccc(cc2)-c2ccc(cc2)S(=O)(=O)NCCc2ccc(cc2)S(N)(=O)=O)cc1,Ki (nM),23.0,0.0,0.0,1,0,199262
NS(=O)(=O)c1ccc(CCNc2ccncc2S(N)(=O)=O)cc1,Ki (nM),7.5,0.0,0.0,1,0,50582090
NS(=O)(=O)c1ccc(CCNc2n[n+]([O-])c3cc4CCCc4cc3[n+]2[O-])cc1,Ki (nM),307.0,0.0,0.0,1,0,50676093
NS(=O)(=O)c1ccc(CCNc2n[n+]([O-])c3ccccc3[n+]2[O-])cc1,Ki (nM),383.0,0.0,0.0,1,0,50676289
NS(=O)(=O)c1ccc(CCNc2nc(=O)[nH]c(=O)[nH]2)cc1,Ki (nM),549.0,0.0,0.0,1,0,50822723
NS(=O)(=O)c1ccc(CCNc2nc(Cl)nc(Cl)n2)cc1,Ki (nM),138.0,0.0,0.0,2,0,50652818;50822708
NS(=O)(=O)c1ccc(CCNc2nc(Cl)nc(NC(Cc3ccc(O)c(O)c3)C(O)=O)n2)cc1,Ki (nM),91.0,0.0,0.0,1,0,50652836
NS(=O)(=O)c1ccc(CCNc2nc(Cl)nc(NCC(O)=O)n2)cc1,Ki (nM),1.0,0.0,0.0,2,0,50652833;50824080
NS(=O)(=O)c1ccc(CCNc2nc(Cl)nc(NCCC(O)=O)n2)cc1,Ki (nM),1.45,0.25,0.17677669529663687,2,0,50652835;50824101
NS(=O)(=O)c1ccc(CCNc2nc(F)nc(F)n2)cc1,Ki (nM),22.0,0.0,0.0,1,0,51201045
NS(=O)(=O)c1ccc(CCNc2nc(F)nc(NCC(O)=O)n2)cc1,Ki (nM),214.0,0.0,0.0,1,0,51201044
NS(=O)(=O)c1ccc(CCNc2nc(NC(CO)C(O)=O)nc(NC(CO)C(O)=O)n2)cc1,Ki (nM),9.0,0.0,0.0,1,0,50652838
NS(=O)(=O)c1ccc(CCNc2nc(Oc3ccccc3)nc(Oc3ccccc3)n2)cc1,Ki (nM),113.0,0.0,0.0,1,0,50824026
NS(=O)(=O)c1ccc(CCO)cc1,Ki (nM),22.0,0.0,0.0,5,0,50445660;50740328;50741451;50824415;50842442
NS(=O)(=O)c1ccc(CC[N+]2=CC3=COc4ccccc4C3O[Zn]22(Cl)(Cl)OC3C(=COc4ccccc34)C=[N+]2CCc2ccc(cc2)S(N)(=O)=O)cc1,Ki (nM),6.3,0.0,0.0,1,0,50308741
NS(=O)(=O)c1ccc(CC[n+]2c(cc(cc2-c2ccccc2)-c2ccccc2)-c2ccccc2)cc1,Ki (nM),95.0,0.0,0.0,1,0,50742989
NS(=O)(=O)c1ccc(CC[n+]2c(cccc2-c2ccccc2)-c2ccccc2)cc1,Ki (nM),81.0,0.0,0.0,1,0,50742978
NS(=O)(=O)c1ccc(CC\N=C/c2cc(Br)cc(Br)c2O)cc1,Ki (nM),163.0,0.0,0.0,1,0,50332402
NS(=O)(=O)c1ccc(CC\N=C/c2cc(Br)ccc2O)cc1,Ki (nM),187.0,0.0,0.0,1,0,50332498
NS(=O)(=O)c1ccc(CC\N=C/c2cc(Cl)cc(Cl)c2O)cc1,Ki (nM),190.0,0.0,0.0,1,0,50332711
NS(=O)(=O)c1ccc(CC\N=C/c2cc(Cl)ccc2O)cc1,Ki (nM),106.0,0.0,0.0,1,0,50332703
NS(=O)(=O)c1ccc(CC\N=C/c2ccc(OCc3ccccc3)cc2)cc1,Ki (nM),230.0,0.0,0.0,1,0,50332707
NS(=O)(=O)c1ccc(CC\N=C/c2ccccc2)cc1,Ki (nM),220.0,0.0,0.0,1,0,50332398
NS(=O)(=O)c1ccc(CC\N=C/c2ccccc2O)cc1,Ki (nM),138.0,0.0,0.0,1,0,50332406
NS(=O)(=O)c1ccc(CC\N=C2/NC(=O)\C(S2)=C2\C(=O)Nc3ccc(F)cc23)cc1,Ki (nM),287.0,0.0,0.0,1,0,51229802
NS(=O)(=O)c1ccc(CC\N=C\c2c(F)c(F)cc(F)c2F)cc1,Ki (nM),213.0,0.0,0.0,1,0,50241188
NS(=O)(=O)c1ccc(CC\N=C\c2c[nH]c3ccc(Br)cc23)cc1,Ki (nM),1880.0,0.0,0.0,1,0,50241187
NS(=O)(=O)c1ccc(CC\N=C\c2ccc(Br)cc2O)cc1,Ki (nM),106.0,0.0,0.0,1,0,50241178
NS(=O)(=O)c1ccc(CC\N=C\c2ccc(\C=N\CCc3ccc(cc3)S(N)(=O)=O)cc2)cc1,Ki (nM),262.0,0.0,0.0,1,0,50787918
NS(=O)(=O)c1ccc(CC\N=C\c2ccc(\C=N\CCc3ccc(cc3)S(N)(=O)=O)o2)cc1,Ki (nM),153.0,0.0,0.0,1,0,50787920
NS(=O)(=O)c1ccc(CC\N=C\c2ccc(cc2)-c2ccccc2)cc1,Ki (nM),244.0,0.0,0.0,1,0,50241169
NS(=O)(=O)c1ccc(CC\N=C\c2ccc(cc2)-c2ccccn2)cc1,Ki (nM),28.0,0.0,0.0,1,0,50241184
NS(=O)(=O)c1ccc(CC\N=C\c2ccc(cc2)C#N)cc1,Ki (nM),19.0,0.0,0.0,1,0,50241186
NS(=O)(=O)c1ccc(CC\N=C\c2ccc(o2)S([O-])(=O)=O)cc1,Ki (nM),193.0,0.0,0.0,1,0,50241170
NS(=O)(=O)c1ccc(CC\N=C\c2cccc(Br)c2O)cc1,Ki (nM),251.0,0.0,0.0,1,0,50241172
NS(=O)(=O)c1ccc(CC\N=C\c2cccc(\C=N\CCc3ccc(cc3)S(N)(=O)=O)c2)cc1,Ki (nM),319.0,0.0,0.0,1,0,50787919
NS(=O)(=O)c1ccc(CC\N=C\c2ccccc2\C=N\CCc2ccc(cc2)S(N)(=O)=O)cc1,Ki (nM),18.0,0.0,0.0,1,0,50787962
NS(=O)(=O)c1ccc(CC\N=C\c2coc3ccccc3c2=O)cc1,Ki (nM),26.0,0.0,0.0,1,0,50308690
NS(=O)(=O)c1ccc(CCn2c(=O)c3cc4c(cc3c2=O)c(=O)n(CCc2ccc(cc2)S(N)(=O)=O)c4=O)cc1,Ki (nM),2051.0,0.0,0.0,1,0,50836330
NS(=O)(=O)c1ccc(CCn2c(=O)c3ccccc3c3ccccc3c2=O)cc1,Ki (nM),301.0,0.0,0.0,1,0,50836516
NS(=O)(=O)c1ccc(CCn2c(SCC#N)nc3ccccc3c2=O)cc1,Ki (nM),58.0,0.0,0.0,1,0,51459277
NS(=O)(=O)c1ccc(CCn2c(SCC(=O)Nc3ccc(F)cc3)nc3ccccc3c2=O)cc1,Ki (nM),13.0,0.0,0.0,1,0,51459290
NS(=O)(=O)c1ccc(CCn2c(SCC(=O)c3ccc(Cl)cc3)nc3ccccc3c2=O)cc1,Ki (nM),8.0,0.0,0.0,1,0,51459287
NS(=O)(=O)c1ccc(CCn2c(SCC(=O)c3ccc(F)cc3)nc3ccccc3c2=O)cc1,Ki (nM),17.0,0.0,0.0,1,0,51459288
NS(=O)(=O)c1ccc(CCn2c(SCc3ccc(Br)cc3)nc3ccccc3c2=O)cc1,Ki (nM),19.0,0.0,0.0,1,0,51459279
NS(=O)(=O)c1ccc(CCn2c(SCc3ccc(Cl)cc3)nc3ccccc3c2=O)cc1,Ki (nM),19.0,0.0,0.0,1,0,51459280
NS(=O)(=O)c1ccc(CCn2c(SCc3ccc(F)cc3)nc3ccccc3c2=O)cc1,Ki (nM),19.0,0.0,0.0,1,0,51459282
NS(=O)(=O)c1ccc(CCn2c(SCc3ccc(cc3)C#N)nc3ccccc3c2=O)cc1,Ki (nM),19.0,0.0,0.0,1,0,51459281
NS(=O)(=O)c1ccc(CCn2c(SCc3ccc(cc3)[N+]([O-])=O)nc3ccccc3c2=O)cc1,Ki (nM),19.0,0.0,0.0,1,0,51459284
NS(=O)(=O)c1ccc(CCn2c(SCc3ccccc3)nc3ccccc3c2=O)cc1,Ki (nM),19.0,0.0,0.0,1,0,51459278
NS(=O)(=O)c1ccc(CCn2cc(CNC(=O)CCCC[C@@H]3SC[C@@H]4NC(=O)N[C@H]34)nn2)cc1,Ki (nM),22.0,0.0,0.0,1,0,51564787
NS(=O)(=O)c1ccc(CN(Cc2cccc(NCC(=O)O)c2)S(=O)(=O)c2cc(Cl)ccc2Cl)cc1,Ki (nM),31.0,0.0,0.0,1,0,51591004
NS(=O)(=O)c1ccc(CN(Cc2cccc(NCC(=O)O)c2)S(=O)(=O)c2ccc(Br)cc2)cc1,Ki (nM),5.9,0.0,0.0,1,0,51591001
NS(=O)(=O)c1ccc(CN(Cc2cccc(NCC(=O)O)c2)S(=O)(=O)c2ccc(Cl)cc2)cc1,Ki (nM),4.2,0.0,0.0,1,0,51591000
NS(=O)(=O)c1ccc(CN(Cc2cccc(NCC(=O)O)c2)S(=O)(=O)c2cccc(C(F)(F)F)c2)cc1,Ki (nM),171.0,0.0,0.0,1,0,51591005
NS(=O)(=O)c1ccc(CN(Cc2cccc(NCC(=O)O)c2)S(=O)(=O)c2ccccc2)cc1,Ki (nM),2.2,0.0,0.0,1,0,51590997
NS(=O)(=O)c1ccc(CN(Cc2cccc(NCC(=O)O)c2)S(=O)(=O)c2cccnc2)cc1,Ki (nM),9.7,0.0,0.0,1,0,51590998
NS(=O)(=O)c1ccc(CN(Cc2cccc(OCC(=O)O)c2)S(=O)(=O)c2cc(Cl)ccc2Cl)cc1,Ki (nM),74.0,0.0,0.0,1,0,51590984
NS(=O)(=O)c1ccc(CN(Cc2cccc(OCC(=O)O)c2)S(=O)(=O)c2ccc(Br)cc2)cc1,Ki (nM),5.3,0.0,0.0,1,0,51590981
NS(=O)(=O)c1ccc(CN(Cc2cccc(OCC(=O)O)c2)S(=O)(=O)c2ccc(Cl)cc2)cc1,Ki (nM),5.5,0.0,0.0,1,0,51590980
NS(=O)(=O)c1ccc(CN(Cc2cccc(OCC(=O)O)c2)S(=O)(=O)c2ccc3ccccc3c2)cc1,Ki (nM),5.6,0.0,0.0,1,0,51590985
NS(=O)(=O)c1ccc(CN(Cc2cccc(OCC(=O)O)c2)S(=O)(=O)c2cccc(C(F)(F)F)c2)cc1,Ki (nM),94.0,0.0,0.0,1,0,51590986
NS(=O)(=O)c1ccc(CN(Cc2cccc(OCC(=O)O)c2)S(=O)(=O)c2ccccc2)cc1,Ki (nM),3.8,0.0,0.0,1,0,51590977
NS(=O)(=O)c1ccc(CN(Cc2cccc(OCC(=O)O)c2)S(=O)(=O)c2cccnc2)cc1,Ki (nM),4.1,0.0,0.0,1,0,51590978
NS(=O)(=O)c1ccc(CN(Cc2ccccc2)C(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)cc1,Ki (nM),14.0,0.0,0.0,1,0,51564773
NS(=O)(=O)c1ccc(CN/C=C/C(=O)/C=C/c2cc3ccccc3oc2=O)cc1,Ki (nM),8.9,0.0,0.0,1,0,51583783
NS(=O)(=O)c1ccc(CN2C(=O)C3C(C2=O)C2(Cl)C(Cl)=C(Cl)C3(Cl)C2(Cl)Cl)cc1,Ki (nM),17.0,0.0,0.0,1,0,50708714
NS(=O)(=O)c1ccc(CN2C(=O)CCC2=O)cc1,Ki (nM),29.0,0.0,0.0,1,0,50252080
NS(=O)(=O)c1ccc(CN2C(=O)[C@H]3CC=CC[C@H]3C2=O)cc1,Ki (nM),2.6,0.0,0.0,1,0,50252083
NS(=O)(=O)c1ccc(CN2C(=O)c3c(C2=O)c(Br)c(Br)c(Br)c3Br)cc1,Ki (nM),12.0,0.0,0.0,1,0,51199063
NS(=O)(=O)c1ccc(CN2C(=O)c3c(C2=O)c(Cl)c(Cl)c(Cl)c3Cl)cc1,Ki (nM),3.1,0.0,0.0,1,0,50252108
NS(=O)(=O)c1ccc(CN2C(=O)c3cc(Cl)c(Cl)cc3C2=O)cc1,Ki (nM),3.2,0.0,0.0,1,0,50252100
NS(=O)(=O)c1ccc(CN2C(=O)c3ccc(cc3C2=O)C(=O)Nc2ccc(Cl)cc2C(O)=O)cc1,Ki (nM),22.0,0.0,0.0,1,0,51261866
NS(=O)(=O)c1ccc(CN2C(=O)c3ccc(cc3C2=O)C(O)=O)cc1,Ki (nM),54.0,0.0,0.0,1,0,51459793
NS(=O)(=O)c1ccc(CN2C(=O)c3ccc(cc3C2=O)[N+]([O-])=O)cc1,Ki (nM),8837.0,0.0,0.0,2,0,50252141;51205698
NS(=O)(=O)c1ccc(CN2C(=O)c3cccc(c3C2=O)[N+]([O-])=O)cc1,Ki (nM),873.0,0.0,0.0,1,0,51205741
NS(=O)(=O)c1ccc(CN2C(=O)c3cccc4cc(cc(C2=O)c34)[N+]([O-])=O)cc1,Ki (nM),251.0,0.0,0.0,1,0,50836325
NS(=O)(=O)c1ccc(CN2C(=O)c3cccc4cccc(C2=O)c34)cc1,Ki (nM),56.3,51.699999999999996,36.5574205873445,2,0,50252189;50836514
NS(=O)(=O)c1ccc(CN2C(=O)c3ccccc3C2=O)cc1,Ki (nM),4.1,0.0,0.0,1,0,50252086
NS(=O)(=O)c1ccc(CN2C(=O)c3nccnc3C2=O)cc1,Ki (nM),5.9,0.0,0.0,1,0,50252154
NS(=O)(=O)c1ccc(CN2CC3=COc4ccccc4C3O[Zn]22(Cl)(Cl)OC3C(CN2Cc2ccc(cc2)S(N)(=O)=O)=COc2ccccc32)cc1,Ki (nM),8.1,0.0,0.0,1,0,50308731
NS(=O)(=O)c1ccc(CN2S(=O)(=O)c3ccccc3S2(=O)=O)cc1,Ki (nM),50.0,0.0,0.0,1,0,51052429
NS(=O)(=O)c1ccc(CNC(=O)C(\Cc2ccc(O)c(Br)c2)=N\O)cc1,Ki (nM),343.0,0.0,0.0,1,0,51243314
NS(=O)(=O)c1ccc(CNC(=O)C(\Cc2ccc(O)c(Br)c2)=N\OC2CCCCO2)cc1,Ki (nM),2450.0,0.0,0.0,1,0,51243260
NS(=O)(=O)c1ccc(CNC(=O)C(\Cc2ccc(O)cc2)=N\O)cc1,Ki (nM),353.0,0.0,0.0,1,0,51243245
NS(=O)(=O)c1ccc(CNC(=O)C(\Cc2ccc(O)cc2)=N\OCc2ccccc2)cc1,Ki (nM),5680.0,0.0,0.0,1,0,51243255
NS(=O)(=O)c1ccc(CNC(=O)C(\Cc2cccc(Br)c2)=N\O)cc1,Ki (nM),2800.0,0.0,0.0,1,0,51243356
NS(=O)(=O)c1ccc(CNC(=O)C(\Cc2cccc(Br)c2)=N\OC2CCCCO2)cc1,Ki (nM),,,,0,0,51243259
NS(=O)(=O)c1ccc(CNC(=O)C(\Cc2cccc(Br)c2)=N\OCc2ccccc2)cc1,Ki (nM),,,,0,0,51243254
NS(=O)(=O)c1ccc(CNC(=O)C(\Cc2ccccc2)=N\O)cc1,Ki (nM),3400.0,0.0,0.0,1,0,51243244
NS(=O)(=O)c1ccc(CNC(=O)C(\Cc2ccccc2)=N\OCc2ccccc2)cc1,Ki (nM),395.0,0.0,0.0,1,0,51243318
NS(=O)(=O)c1ccc(CNC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)cc1,Ki (nM),49.0,0.0,0.0,1,0,51564770
NS(=O)(=O)c1ccc(CNC(=O)CCCNC(=O)NCCc2ccccc2)cc1,Ki (nM),301.0,0.0,0.0,1,0,50258884
NS(=O)(=O)c1ccc(CNC(=O)CCCNC(=O)NCc2ccccc2)cc1,Ki (nM),457.0,0.0,0.0,1,0,50258882
NS(=O)(=O)c1ccc(CNC(=O)CCCNC(=O)Nc2ccccc2)cc1,Ki (nM),46.0,0.0,0.0,1,0,50258880
NS(=O)(=O)c1ccc(CNC(=O)CCCc2ccc(cc2)N(CCCl)CCCl)cc1,Ki (nM),8970.0,0.0,0.0,1,0,50676089
NS(=O)(=O)c1ccc(CNC(=O)CCN2CCN(CC2)C(=O)OCc2ccccc2)cc1,Ki (nM),257.0,0.0,0.0,1,0,51362145
NS(=O)(=O)c1ccc(CNC(=O)CCN2CCN(CC2)C(c2ccc(F)cc2)c2ccc(F)cc2)cc1,Ki (nM),98.0,0.0,0.0,1,0,51362142
NS(=O)(=O)c1ccc(CNC(=O)CCN2CCN(CC2)C(c2ccccc2)c2ccccc2)cc1,Ki (nM),890.0,0.0,0.0,1,0,51362141
NS(=O)(=O)c1ccc(CNC(=O)CCN2CCN(CC2)c2ccc(Cl)cc2)cc1,Ki (nM),117.0,0.0,0.0,1,0,51362135
NS(=O)(=O)c1ccc(CNC(=O)CCN2CCN(CC2)c2ccc(F)cc2)cc1,Ki (nM),115.0,0.0,0.0,1,0,51362134
NS(=O)(=O)c1ccc(CNC(=O)CCN2CCN(CC2)c2ccc(cc2)C(F)(F)F)cc1,Ki (nM),137.0,0.0,0.0,1,0,51362136
NS(=O)(=O)c1ccc(CNC(=O)CCN2CCN(CC2)c2ccccc2)cc1,Ki (nM),24.0,0.0,0.0,1,0,51362133
NS(=O)(=O)c1ccc(CNC(=O)CCN2CCN(CC2)c2ccccn2)cc1,Ki (nM),162.0,0.0,0.0,1,0,51362143
NS(=O)(=O)c1ccc(CNC(=O)CCN2CCN(CC2)c2ncccn2)cc1,Ki (nM),455.0,0.0,0.0,1,0,51362144
NS(=O)(=O)c1ccc(CNC(=O)CCN2CCN(Cc3ccc4OCOc4c3)CC2)cc1,Ki (nM),104.0,0.0,0.0,1,0,51362140
NS(=O)(=O)c1ccc(CNC(=O)CCN2CCN(Cc3ccccc3)CC2)cc1,Ki (nM),116.0,0.0,0.0,1,0,51362139
NS(=O)(=O)c1ccc(CNC(=O)CN(CCN(CC(O)=O)CC(=O)NCc2ccc(cc2)S(N)(=O)=O)CC(O)=O)cc1,Ki (nM),7.3,0.0,0.0,1,0,50861647
