smiles,standard_type,value,units,chembl_id,document_chembl_id,data_validity_comment,activity_comment,warning_flag
Cc1cc(Nc2nc3ccc(C(=O)Nc4c(C)cccc4Cl)cc3s2)nc(NCC2CCCO2)n1,Ki,3.2,nM,CHEMBL432189,CHEMBL1146618,,,False
Cc1cccc(Cl)c1NC(=O)c1ccc2nc(Nc3cccc(NCCO)n3)sc2c1,Ki,13.0,nM,CHEMBL312933,CHEMBL1146618,,,False
Cc1cccc(Cl)c1NC(=O)c1ccc2nc(NC(=O)NC(C)(C)C)sc2c1,Ki,333.0,nM,CHEMBL67237,CHEMBL1146618,,,False
CNc1cc(Nc2nc3ccc(C(=O)Nc4c(C)cccc4Cl)cc3s2)ncn1,Ki,17.0,nM,CHEMBL90002,CHEMBL1146618,,,False
CCCNc1nc(SC)nc2c1cnn2CC(Cl)c1ccccc1,Ki,2900.0,nM,CHEMBL312214,CHEMBL1138181,,,False
CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,Ki,500.0,nM,CHEMBL406845,CHEMBL1138181,,,False
BrC(Cn1ncc2c(NCc3ccccc3)ncnc21)c1ccccc1,Ki,3300.0,nM,CHEMBL382153,CHEMBL1138181,,,False
BrC(Cn1ncc2c(N3CCCCC3)ncnc21)c1ccccc1,Ki,1600.0,nM,CHEMBL203922,CHEMBL1138181,,,False
BrC(Cn1ncc2c(N3CCCC3)ncnc21)c1ccccc1,Ki,9600.0,nM,CHEMBL382012,CHEMBL1138181,,,False
CCOCCNc1ncnc2c1cnn2CC(Br)c1ccccc1,Ki,2700.0,nM,CHEMBL380532,CHEMBL1138181,,,False
CCCCNc1ncnc2c1cnn2CC(Br)c1ccccc1,Ki,2900.0,nM,CHEMBL204343,CHEMBL1138181,,,False
CC(C)Nc1ncnc2c1cnn2CC(Br)c1ccccc1,Ki,2800.0,nM,CHEMBL406504,CHEMBL1138181,,,False
CCCNc1ncnc2c1cnn2CC(Br)c1ccccc1,Ki,900.0,nM,CHEMBL382586,CHEMBL1138181,,,False
OC(Cn1ncc2c(NCCc3ccccc3)ncnc21)c1ccccc1,Ki,2400.0,nM,CHEMBL378603,CHEMBL1138181,,,False
OC(Cn1ncc2c(NCc3ccccc3)ncnc21)c1ccccc1,Ki,2400.0,nM,CHEMBL204379,CHEMBL1138181,,,False
C(=C\n1ncc2c(NCc3ccccc3)ncnc21)\c1ccccc1,Ki,2400.0,nM,CHEMBL203492,CHEMBL1138181,,,False
C(=C\n1ncc2c(NC3CCCCC3)ncnc21)\c1ccccc1,Ki,12000.0,nM,CHEMBL425046,CHEMBL1138181,,,False
C(=C\n1ncc2c(NC3CC3)ncnc21)\c1ccccc1,Ki,9200.0,nM,CHEMBL381279,CHEMBL1138181,,,False
CCSc1nc(N2CC(C)OC(C)C2)c2cnn(/C=C\c3ccccc3)c2n1,Ki,23000.0,nM,CHEMBL203866,CHEMBL1138181,,,False
CCSc1nc(NCc2ccccc2)c2cnn(CC(Cl)c3ccccc3)c2n1,Ki,8200.0,nM,CHEMBL85452,CHEMBL1138181,,,False
