smiles,standard_type,value,units,chembl_id,document_chembl_id,data_validity_comment,activity_comment,warning_flag
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C/c1ccc(-c2ccc(C(=O)O)c(Cl)c2)o1,Ki,1100.0,nM,CHEMBL192519,CHEMBL1143561,,,False
O=C(/C=C/c1nc2ccccc2[nH]1)c1c(O)nc2ccc(Cl)cc2c1-c1ccccc1,Ki,3900.0,nM,CHEMBL190313,CHEMBL1143561,,,False
O=C(O)c1cc(-c2ccc(C=C3C(=O)c4ccccc4C3=O)o2)ccc1O,Ki,20800.0,nM,CHEMBL175828,CHEMBL1143561,,,False
O=S(=O)(NCCNC/C=C/c1ccc(Br)cc1)c1cccc2cnccc12,Ki,4500.0,nM,CHEMBL104264,CHEMBL1143561,,,False
Cc1n[nH]c2ccc(-c3cncc(OC[C@H](N)Cc4ccccc4)c3)cc12,Ki,626.0,nM,CHEMBL212157,CHEMBL1137422,,,False
Cc1n[nH]c2ccc(-c3cncc(SC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12,Ki,244.0,nM,CHEMBL378759,CHEMBL1137422,,,False
Cc1n[nH]c2ccc(-c3cncc(NC[C@@H](N)Cc4ccccc4)c3)cc12,Ki,8.3,nM,CHEMBL207338,CHEMBL1137422,,,False
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)CCCc4ccccc4)c3)cc12,Ki,70.6,nM,CHEMBL211186,CHEMBL1137422,,,False
Cc1n[nH]c2ccc(-c3cncc(OCCC[C@@H](N)Cc4ccccc4)c3)cc12,Ki,197.0,nM,CHEMBL212098,CHEMBL1137422,,,False
Cc1n[nH]c2ccc(-c3cncc(OCC[C@@H](N)Cc4ccccc4)c3)cc12,Ki,289.0,nM,CHEMBL211084,CHEMBL1137422,,,False
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)c4ccccc4)c3)cc12,Ki,233.0,nM,CHEMBL378870,CHEMBL1137422,,,False
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)CC4CCCCC4)c3)cc12,Ki,368.0,nM,CHEMBL212259,CHEMBL1137422,,,False
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccncc4)c3)cc12,Ki,3282.0,nM,CHEMBL208612,CHEMBL1137422,,,False
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,Ki,11.0,nM,CHEMBL379218,CHEMBL1137422,,,False
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cnc5ccccc5c4)c3)cc12,Ki,185.0,nM,CHEMBL379868,CHEMBL1137422,,,False
COc1ccc2ccccc2c1C[C@H](N)COc1cncc(-c2ccc3[nH]nc(C)c3c2)c1,Ki,1.1,nM,CHEMBL210403,CHEMBL1137422,,,False
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cccc5ccccc45)c3)cc12,Ki,8.3,nM,CHEMBL210349,CHEMBL1137422,,,False
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc5ccccc5c4)c3)cc12,Ki,3.2,nM,CHEMBL210740,CHEMBL1137422,,,False
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4csc5ccccc45)c3)cc12,Ki,6.6,nM,CHEMBL263510,CHEMBL1137422,,,False
Cc1[nH]c2ccccc2c1C[C@H](N)COc1cncc(-c2ccc3[nH]nc(C)c3c2)c1,Ki,2.1,nM,CHEMBL208790,CHEMBL1137422,,,False
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12,Ki,0.16,nM,CHEMBL379300,CHEMBL1137422,,,False
N[C@H](COc1cncc(-c2ccc3cnccc3c2)c1)CC1CCCCC1,Ki,672.0,nM,CHEMBL209638,CHEMBL1137422,,,False
N[C@H](COc1cncc(-c2ccc3cnccc3c2)c1)c1ccccc1,Ki,465.0,nM,CHEMBL207373,CHEMBL1137422,,,False
N[C@H](COc1cncc(-c2ccc3cnccc3c2)c1)Cc1ccncc1,Ki,1525.0,nM,CHEMBL209358,CHEMBL1137422,,,False
N[C@H](COc1cncc(-c2ccc3cnccc3c2)c1)Cc1ccccc1,Ki,89.6,nM,CHEMBL210020,CHEMBL1137422,,,False
N[C@H](COc1cncc(-c2ccc3cnccc3c2)c1)Cc1cnc2ccccc2c1,Ki,85.0,nM,CHEMBL437122,CHEMBL1137422,,,False
N[C@H](COc1cncc(-c2ccc3cnccc3c2)c1)Cc1ccc2ccccc2c1,Ki,3.5,nM,CHEMBL211018,CHEMBL1137422,,,False
N[C@H](COc1cncc(-c2ccc3cnccc3c2)c1)Cc1csc2ccccc12,Ki,63.7,nM,CHEMBL211865,CHEMBL1137422,,,False
