Descriptor,Model,RMSE,Cliff_RMSE,Rank
ECFP,KNN,0.6415149039794417,0.8184281339524941,1
ECFP,RF,0.6455981147695862,0.8207154471952481,2
PHYSCHEM,GBM,0.6894144966210025,0.8207637878180521,3
MACCS,RF,0.6657410309801256,0.8216516992762338,4
PHYSCHEM,RF,0.6385196667823274,0.8244592658694851,5
MACCS,SVM,0.6584224175400449,0.831827698309945,6
ECFP,SVM,0.6566868911711142,0.8598534109411414,7
MACCS,GBM,0.6943987439931892,0.8607088656107228,8
ECFP,GBM,0.6619299034781074,0.8788663637894549,9
PHYSCHEM,SVM,0.8298295047315187,0.9198960576721528,10
WHIM,SVM,0.8051188877773359,0.9238086116279237,11
MACCS,KNN,0.7112363732607906,0.9334528771229368,12
PHYSCHEM,KNN,0.714392111596836,0.9372794199187162,13
WHIM,RF,0.7759466603116051,0.9654151122164548,14
WHIM,GBM,0.7675209252281711,0.9744266780941346,15
WHIM,KNN,0.8159378692639727,1.0468447276837494,16
