Descriptor,Model,RMSE,Cliff_RMSE,Rank
PHYSCHEM,GBM,1.0205092570889467,0.8449855732530677,1
PHYSCHEM,SVM,1.0442808102053442,0.9267785655572854,2
PHYSCHEM,KNN,1.0592886792250868,0.939967470837623,3
ECFP,RF,0.873062901668799,0.9717343131344884,4
ECFP,KNN,0.9089098003207853,0.9784646346091656,5
ECFP,GBM,0.8805219700347,1.0233084707840494,6
ECFP,SVM,0.9108411472753766,1.0342774939620234,7
MACCS,RF,0.9962941901609784,1.059415926975148,8
PHYSCHEM,RF,1.0926456527369635,1.0733374941904443,9
MACCS,SVM,0.9529771256537994,1.0802758395904009,10
MACCS,KNN,0.9543054141425799,1.0847580188269732,11
MACCS,GBM,0.9995831670770117,1.1622896407718322,12
WHIM,GBM,1.2870743065504708,1.1652657624327842,13
WHIM,RF,1.251358152244092,1.1737978455010696,14
WHIM,SVM,1.318870190221282,1.2021721839352628,15
WHIM,KNN,1.321975939655103,1.3176658984547087,16
