Descriptor,Model,RMSE,Cliff_RMSE,Rank
ECFP,KNN,1.3568935155715203,0.6965476819165775,1
ECFP,GBM,0.9874830739940608,0.7482168996242774,2
MACCS,KNN,1.1968457478367225,0.7503858581587182,3
MACCS,GBM,1.17194230193601,0.7789286814368858,4
ECFP,SVM,0.9494728498912475,0.8223809405576821,5
ECFP,RF,1.0449176793369142,0.8293087916415046,6
MACCS,RF,1.1371580250717417,0.8573882826986466,7
MACCS,SVM,1.023187993250816,0.916301395980557,8
PHYSCHEM,RF,0.916580462111859,0.9370004820148492,9
PHYSCHEM,GBM,0.961427233675932,1.0338875500254943,10
PHYSCHEM,KNN,1.0182137363107546,1.0816959806581232,11
PHYSCHEM,SVM,0.986364352369315,1.0989597338216743,12
WHIM,GBM,0.9574781872056899,1.1980836974330291,13
WHIM,RF,0.9603537471335563,1.220810956556275,14
WHIM,KNN,0.9854176072448367,1.6558288175166083,15
WHIM,SVM,1.0801909634781124,1.783911725387157,16
