Descriptor,Model,RMSE,Cliff_RMSE,Rank
ECFP,RF,0.7645336657939354,0.865160427793514,1
ECFP,SVM,0.8057385335119897,0.8682912730682713,2
ECFP,GBM,0.7981627809306863,0.8711357693777442,3
ECFP,KNN,0.8183035176889023,0.9391771947994282,4
MACCS,SVM,0.8547478678689815,0.9722540152569163,5
MACCS,RF,0.8584754086970708,0.9884590863809057,6
PHYSCHEM,RF,0.9208056288040046,0.9957518305473188,7
MACCS,GBM,0.8901159939429047,1.0010595678345902,8
MACCS,KNN,0.9149564794130872,1.0648802664112778,9
PHYSCHEM,GBM,0.9813356622493715,1.076542350636343,10
PHYSCHEM,KNN,0.9941318376424557,1.1254404995335485,11
PHYSCHEM,SVM,0.9963493773167434,1.1356150247238013,12
WHIM,GBM,1.1955345085747109,1.355663766227933,13
WHIM,SVM,1.2433357764181072,1.3799891935522721,14
WHIM,RF,1.2046008577324552,1.382313958939297,15
WHIM,KNN,1.3127707920653169,1.4676559256673254,16
