Descriptor,Model,RMSE,Cliff_RMSE,Rank
WHIM,KNN,0.6702857618828347,0.514612899817962,1
PHYSCHEM,SVM,1.1728723407014727,0.6321028467490155,2
PHYSCHEM,KNN,0.6216900930671898,0.7908050578593318,3
WHIM,RF,0.6286478735223415,0.8439684624577151,4
WHIM,SVM,0.6917611020204629,0.8466743162653545,5
PHYSCHEM,RF,0.5209902275730173,0.8489668000239745,6
WHIM,GBM,0.6908683578957181,0.8561914846649774,7
ECFP,SVM,0.579082849337051,1.0307578552529622,8
MACCS,RF,0.6861299356622029,1.0769659099330178,9
PHYSCHEM,GBM,0.6213540887115757,1.0814049603598774,10
ECFP,KNN,0.9011775421840356,1.2420272956765053,11
MACCS,SVM,0.6400854917320312,1.249577411369974,12
MACCS,KNN,0.7169014458417273,1.266119800072652,13
MACCS,GBM,0.61486391039846,1.3026838408091757,14
ECFP,GBM,0.7114478304158975,1.3234552558864796,15
ECFP,RF,0.6350145280800102,1.4116707760410336,16
