Descriptor,Model,RMSE,Cliff_RMSE,Rank
ECFP,RF,0.6889291592604009,0.7139714139795778,1
ECFP,GBM,0.717903829674501,0.7321443884167127,2
ECFP,SVM,0.6855590841467869,0.7321773344918303,3
ECFP,KNN,0.7077736465839389,0.7643284177942773,4
MACCS,GBM,0.7648972627182573,0.7896035549185387,5
MACCS,SVM,0.7745693135190019,0.8090218263553256,6
MACCS,RF,0.7672209589688572,0.8135132279038177,7
MACCS,KNN,0.8334982398753372,0.8884889706758102,8
PHYSCHEM,KNN,0.9410487534109776,0.957879612970523,9
PHYSCHEM,RF,0.9366759698025809,0.9589738160083522,10
PHYSCHEM,GBM,0.9561870743005519,0.9754737514359363,11
PHYSCHEM,SVM,0.9847474532206351,1.009986888645522,12
WHIM,RF,1.0997279390843673,1.077349468157467,13
WHIM,GBM,1.1301222118217353,1.1047507184687306,14
WHIM,SVM,1.1065942403910367,1.139228517360662,15
WHIM,KNN,1.1610699062834529,1.1468493846425896,16
