Descriptor,Model,RMSE,Cliff_RMSE,Rank
ECFP,RF,0.6456835229850897,0.7266972898110701,1
ECFP,SVM,0.6446450349322503,0.7299798346680177,2
MACCS,GBM,0.6427287700279044,0.734329641738857,3
ECFP,GBM,0.6836936399097561,0.7445694538235532,4
MACCS,RF,0.654338004681402,0.7521829513610779,5
ECFP,KNN,0.671916261356679,0.7736078214129057,6
MACCS,SVM,0.6734814916850499,0.7764487673957833,7
PHYSCHEM,RF,0.8087929860454528,0.8226301078878197,8
MACCS,KNN,0.7208665279520943,0.8291289378045615,9
PHYSCHEM,GBM,0.8228658605159215,0.8416804507758218,10
PHYSCHEM,KNN,0.8314404359290422,0.854776809727329,11
WHIM,RF,0.9173197058701381,0.8946579933564854,12
PHYSCHEM,SVM,0.8913016899629311,0.902615401270637,13
WHIM,GBM,0.9318359255891915,0.9242044460782497,14
WHIM,KNN,0.9563590420928471,0.943815249271144,15
WHIM,SVM,0.9755364888519298,0.947300694483295,16
